[0] 3:20	[music]
[2923] 2:12:06	descriptions for it.
[2924] 2:12:08	Okay. So, hope that helps.
[2925] 2:12:12	Uh moving on.
[2926] 2:12:15	Ryan Cone Cap asks,
[2927] 2:12:18	uh do you think there's still stuff yet
[2928] 2:12:20	to be discovered at Jericho? Yeah,
[2929] 2:12:21	there's always stuff to be discovered at
[2930] 2:12:23	Jericho and every other archaeological
[2931] 2:12:25	site. Nobody digs up an entire site.
[2932] 2:12:28	At least not anymore.
[2933] 2:12:36	So, I'm moving on here.
[2934] 2:12:43	See next question here.
[2935] 2:12:53	Harry Stark, what are Christian-based
[2936] 2:12:55	movies that David likes?
[2937] 2:12:58	Hacksaw Ridge.
[2938] 2:13:02	Greyhound.
[2939] 2:13:04	Very Christian films with Christian
[2940] 2:13:06	themes. Silence.
[2941] 2:13:11	Very Christian movies with very
[2942] 2:13:13	Christian themes. Not feel-good films.
[2943] 2:13:17	Okay?
[2944] 2:13:20	So, uh
[2945] 2:13:22	I'm going to ask uh what?
[2946] 2:13:25	Hacksaw Ridge.
[2947] 2:13:28	If you haven't seen it, you don't
[2948] 2:13:30	I would recommend not
[2949] 2:13:33	not having a large meal before it.
[2950] 2:13:42	So,
[2951] 2:13:54	Okay, I did find the uh the color of
[2952] 2:13:56	Maud's eye. It is violet.
[2953] 2:14:00	And it is on page 113 of Reliquary of
[2954] 2:14:03	the Dead.
[2955] 2:14:04	So,
[2956] 2:14:10	uh here is the actual description from
[2957] 2:14:12	the book.
[2958] 2:14:17	I'll put that in the comment here if I
[2959] 2:14:19	can. Can I put it as a comment?
[2960] 2:14:21	No, too many characters.
[2961] 2:14:35	I can't put large comments in my own
[2962] 2:14:38	my own thing here.
[2963] 2:14:47	A little few more birds here.
[2964] 2:15:05	Have to get rid of the word particulate.
[2965] 2:15:07	There you go.
[2966] 2:15:12	There you go.
[2967] 2:15:13	There's the description.
[2968] 2:15:17	So, yeah, it's it's it's violet.
[2969] 2:15:21	All right, moving on.
[2970] 2:15:26	Uh, Milo Mortimer
[2971] 2:15:27	asks, "What is your favorite
[2972] 2:15:29	lesser-known genus or species of bird?"
[2973] 2:15:38	Crows.
[2974] 2:15:42	I don't like birds. I'm I'm not a bird
[2975] 2:15:44	guy.
[2976] 2:15:46	Um,
[2977] 2:15:47	I actually have had a long
[2978] 2:15:49	long-standing dislike of birds.
[2979] 2:15:53	Um,
[2980] 2:15:55	I hate geese. Oh, gosh, I hate geese.
[2981] 2:15:59	>> Oh, yeah.
[2982] 2:16:00	>> Kookaburras? Yeah, not not great.
[2983] 2:16:04	Yeah, I I Uh, will
[2984] 2:16:06	Ibises are nasty, too.
[2985] 2:16:10	Yeah, uh
[2986] 2:16:14	Uh
[2987] 2:16:16	Does it have to be uh
[2988] 2:16:18	um
[2989] 2:16:20	species of bird that are still around?
[2990] 2:16:23	Cuz actually the one bird I would have
[2991] 2:16:25	loved to have seen would have been the
[2992] 2:16:27	Bennu uh
[2993] 2:16:28	um
[2994] 2:16:29	the
[2995] 2:16:31	um the Bennu stork.
[2996] 2:16:33	Uh
[2997] 2:16:34	very very large bird.
[2998] 2:16:37	Extinct.
[2999] 2:16:38	Became extinct in the during the
[3000] 2:16:40	Egyptian Middle Kingdom.
[3001] 2:16:43	Uh but the Bennu was just a massive
[3002] 2:16:46	bird. The The Bennu heron. The Bennu
[3003] 2:16:48	heron, sorry. It's the Bennu heron.
[3004] 2:16:50	Um
[3005] 2:16:51	Imagine a heron that stands 5 ft tall
[3006] 2:16:56	and weighs several times a um
[3007] 2:17:00	a like a blue heron.
[3008] 2:17:02	Like massive flighted bird.
[3009] 2:17:12	Yeah, but I'm I'm not I'm not a big I'm
[3010] 2:17:14	not a big bird fan. Just just saying.
[3011] 2:17:18	Okay.
[3012] 2:17:24	Harry Stark asks, "How would David
[3013] 2:17:25	respond to saying say to people event X
[3014] 2:17:28	is only present in the New Testament,
[3015] 2:17:30	therefore it's automatically wrong?"
[3016] 2:17:32	Um that's sort of a um
[3017] 2:17:38	Yeah, that's just uh
[3018] 2:17:42	That's just uh a genetic fallacy.
[3019] 2:17:45	That's a genetic fallacy.
[3020] 2:17:48	So, um yeah, not my
[3021] 2:17:50	not my
[3022] 2:17:51	not a great thing to say. Not Not a very
[3023] 2:17:54	Not a very rational thing to say.
[3024] 2:17:56	Uh genetic fallacies will always run you
[3025] 2:17:59	a foul.
[3026] 2:18:01	And it's just bad woolly thinking and
[3027] 2:18:03	bad reasoning.
[3028] 2:18:09	Common lurker, how does one acquire a
[3029] 2:18:11	grudge against birds?
[3030] 2:18:14	Oh, when most of the
[3031] 2:18:15	Oh, it can be very easy to develop a
[3032] 2:18:17	grudge against birds.
[3033] 2:18:19	Uh if most of the birds you encounter in
[3034] 2:18:21	your area are seagulls,
[3035] 2:18:24	yeah, it's really easy to to get a
[3036] 2:18:26	grudge against birds. I mean, seagulls
[3037] 2:18:28	are flying rats.
[3038] 2:18:31	They're essentially flying rats. And
[3039] 2:18:33	pigeons are not much better.
[3040] 2:18:37	Um some pigeons are okay, but
[3041] 2:18:41	but yeah, they're they're they're fro-
[3042] 2:18:43	flying rats.
[3043] 2:18:49	Um Milo Mortimer, so like a shoebill
[3044] 2:18:52	stork, but larger.
[3045] 2:18:55	Yeah, the bennu the the
[3046] 2:18:58	um the bennu crane was incredibly big,
[3047] 2:19:01	incredibly large.
[3048] 2:19:03	And we only know about them because the
[3049] 2:19:05	Egypt- Egyptians painted them
[3050] 2:19:08	and mummified a few.
[3051] 2:19:10	It's the only reason we know have any
[3052] 2:19:11	idea they ever existed.
[3053] 2:19:21	Uh so no ostrich?
[3054] 2:19:24	I don't like the taste of ostrich.
[3055] 2:19:27	Um they're very dry.
[3056] 2:19:30	Uh ostrich meat is is incredibly dry.
[3057] 2:19:33	Um
[3058] 2:19:35	my favorite bird?
[3059] 2:19:38	It's hard to beat a good
[3060] 2:19:41	pheasant.
[3061] 2:19:43	Hard to beat a good pheasant.
[3062] 2:19:45	Pheasant's tasty.
[3063] 2:19:47	Um some geese can be tasty.
[3064] 2:19:50	Duck's good. Like duck.
[3065] 2:19:53	>> [laughter]
[3066] 2:19:54	>> Cornish game hens are fine eating.
[3067] 2:19:57	Uh a chicken roasted
[3068] 2:19:59	well where it's been um
[3069] 2:20:03	a properly trussed and salted and
[3070] 2:20:07	roasted in the oven oh is delicious.
[3071] 2:20:08	Absolutely delicious.
[3072] 2:20:12	Mama goes Yeah, I agree. Uh
[3073] 2:20:16	>> [laughter]
[3074] 2:20:17	>> uh
[3075] 2:20:18	Ostrich is so overrated. Yeah, it's
[3076] 2:20:21	overrated. It's really overrated.
[3077] 2:20:23	>> Um the size of ostrich is big.
[3078] 2:20:25	>> Yeah, the problem with ostrich is big so
[3079] 2:20:27	dries out really fast.
[3080] 2:20:30	Um
[3081] 2:20:33	um
[3082] 2:20:36	Yeah, I it's not good eating. Um
[3083] 2:20:39	They're the the the the breast meat is
[3084] 2:20:41	incredibly dry.
[3085] 2:20:44	I mean you probably have to uh braise it
[3086] 2:20:46	or something to to get it to a point
[3087] 2:20:48	where it's good.
[3088] 2:20:50	But just roasting it is oh my gosh, it's
[3089] 2:20:52	so awful.
[3090] 2:21:05	Uh Mile Mortimer, I knew a goose who I
[3091] 2:21:07	named Harmless because he was the
[3092] 2:21:08	friendliest goose ever. Yeah, that's not
[3093] 2:21:11	Canada geese, man.
[3094] 2:21:12	Canada geese aren't friendly.
[3095] 2:21:15	Canada geese Canada geese will attack
[3096] 2:21:18	tigers.
[3097] 2:21:21	And win. Yeah.
[3098] 2:21:22	Attack tigers, hippos.
[3099] 2:21:25	Um there's there's nothing a Canada
[3100] 2:21:27	goose will not attack.
[3101] 2:21:33	Um the only thing that they kind of are
[3102] 2:21:37	on equal footing with is beavers.
[3103] 2:21:40	You know, Canada geese will attack a
[3104] 2:21:41	beaver but a beaver just doesn't care.
[3105] 2:21:48	And it's quite interesting to watch an
[3106] 2:21:49	interaction between a Canada goose and a
[3107] 2:21:51	beaver cuz the beaver will actually peck
[3108] 2:21:54	at the at the beaver,
[3109] 2:21:57	but the beaver will just ignore it.
[3110] 2:22:00	And the goose will get angry and it'll
[3111] 2:22:01	fly away.
[3112] 2:22:05	Cuz it's not winning.
[3113] 2:22:15	Canada geese are evil and gross. Yes,
[3114] 2:22:17	they are.
[3115] 2:22:19	Oh, they're so gross.
[3116] 2:22:22	They're disgusting.
[3117] 2:22:25	>> I think the goose is feeling up.
[3118] 2:22:27	>> Yeah, well.
[3119] 2:22:33	John goes, "Canada geese can be pretty
[3120] 2:22:35	mean. One went after my dog many years
[3121] 2:22:37	ago." Oh, yeah, they're they're
[3122] 2:22:38	incredibly mean.
[3123] 2:22:46	Yeah, they are they are nasty birds.
[3124] 2:22:50	Yeah, that's how you come to dislike
[3125] 2:22:51	birds.
[3126] 2:22:52	>> [laughter]
[3127] 2:22:54	>> When your average interaction with them
[3128] 2:22:55	is seagulls, Canada geese, and pigeons.
[3129] 2:23:05	Milo goes, "I had a Canada goose hiss at
[3130] 2:23:07	me and it was the least intimidating
[3131] 2:23:09	thing ever." Hey,
[3132] 2:23:11	Canada geese have killed people.
[3133] 2:23:15	They have killed humans.
[3134] 2:23:18	Just keep that in mind.
[3135] 2:23:23	You don't mess with a Canada goose.
[3136] 2:23:28	Those those those wing claws are are
[3137] 2:23:31	serious business, man.
[3138] 2:23:39	Yeah, Canada geese are not to be messed
[3139] 2:23:41	with.
[3140] 2:23:47	They will they will they will a mess of
[3141] 2:23:49	your day.
[3142] 2:23:53	All right, moving on.
[3143] 2:24:05	Uh Milo Mortimer says, "Dogs have killed
[3144] 2:24:07	humans. I ain't scared of no goose." Um
[3145] 2:24:11	but they have killed humans.
[3146] 2:24:14	Uh
[3147] 2:24:15	like for example, um
[3148] 2:24:17	well, the whole the whole sort of what
[3149] 2:24:20	animal
[3150] 2:24:22	uh causes the most fatalities is really
[3151] 2:24:23	skewed anyway.
[3152] 2:24:26	I mean, like for example, the most
[3153] 2:24:28	uh the most dangerous animal in
[3154] 2:24:30	Australia
[3155] 2:24:32	the one that has killed the most people
[3156] 2:24:35	is the horse.
[3157] 2:24:37	Horses have killed more people in
[3158] 2:24:38	Australia
[3159] 2:24:40	than funnel-webs
[3160] 2:24:42	spiders
[3161] 2:24:43	than all of venomous snakes like the the
[3162] 2:24:46	taipan. Um
[3163] 2:24:50	more than the box jellyfish
[3164] 2:24:52	more than the sharks.
[3165] 2:24:55	And it's not even by a small number. I
[3166] 2:24:57	mean, it's like like
[3167] 2:25:00	2,000 people in Australia have been
[3168] 2:25:02	killed by horses.
[3169] 2:25:06	And it's usually a kick in the head that
[3170] 2:25:07	that ends them.
[3171] 2:25:11	So
[3172] 2:25:15	yeah, it's uh it's just one of those
[3173] 2:25:17	things like
[3174] 2:25:18	a lot of people die
[3175] 2:25:21	at the hands of
[3176] 2:25:23	uh of animals that we just kind of
[3177] 2:25:25	accept.
[3178] 2:25:28	You know, in North America, the dog is
[3179] 2:25:29	much more
[3180] 2:25:31	um
[3181] 2:25:33	a much more dangerous animal than say a
[3182] 2:25:37	moose.
[3183] 2:25:38	But if you come across a moose, it will
[3184] 2:25:40	end you.
[3185] 2:25:44	You know, so it's it's one of those
[3186] 2:25:45	things that not every dog will end you.
[3187] 2:25:47	But, statistically speaking, you're more
[3188] 2:25:49	likely to be ended by a dog than a
[3189] 2:25:51	moose.
[3190] 2:25:54	But, if you meet a moose, it will end
[3191] 2:25:56	you.
[3192] 2:26:02	Common Lurker goes,
[3193] 2:26:04	"Horses are pretty dangerous. Mama says,
[3194] 2:26:07	never stand behind a horse if you can
[3195] 2:26:08	help it." Yeah.
[3196] 2:26:10	Yeah, never do it.
[3197] 2:26:17	All right, so moving on here.
[3198] 2:26:25	Okay, uh Harry Stark asks a question
[3199] 2:26:27	here about um
[3200] 2:26:30	"How exactly does one define religion?"
[3201] 2:26:33	Buddhism is a atheistic, yet it's
[3202] 2:26:35	classified as a religion. Okay, here's
[3203] 2:26:38	the general There's there's a functional
[3204] 2:26:40	um definition.
[3205] 2:26:41	Um There's there's many definitions for
[3206] 2:26:44	what is a religion.
[3207] 2:26:45	Many, many of them out there.
[3208] 2:26:49	Almost every book on, say, uh religious
[3209] 2:26:51	studies will have a different definition
[3210] 2:26:54	of religion.
[3211] 2:26:55	So, it's it's one of those things that
[3212] 2:26:57	uh everyone has their own almost has
[3213] 2:26:59	their own definition for a religion.
[3214] 2:27:01	Here's the one I found that most most
[3215] 2:27:04	useful.
[3216] 2:27:06	The definition for religion I find most
[3217] 2:27:08	useful
[3218] 2:27:11	is
[3219] 2:27:12	a religion is something that answers
[3220] 2:27:14	questions that are ultimately
[3221] 2:27:16	unanswerable.
[3222] 2:27:19	Like, for example,
[3223] 2:27:21	uh where did we come from?
[3224] 2:27:23	Where are we going?
[3225] 2:27:25	What happens when we die?
[3226] 2:27:27	Is there a god?
[3227] 2:27:30	Are Are Are angels real?
[3228] 2:27:34	Um
[3229] 2:27:35	Is there divine justice. These are our
[3230] 2:27:39	our things that we can answer through
[3231] 2:27:41	divine revelation, but in an objective
[3232] 2:27:44	kind of way that you can't answer these
[3233] 2:27:46	any of these questions. All of these
[3234] 2:27:48	questions have to be answered within a
[3235] 2:27:51	certain religious framework.
[3236] 2:27:54	So,
[3237] 2:27:56	>> So, yes, atheism is a religion cuz it
[3238] 2:27:59	answers
[3239] 2:28:00	>> Yeah.
[3240] 2:28:00	>> Not in the affirmative.
[3241] 2:28:02	>> Yeah.
[3242] 2:28:03	>> Like most do.
[3243] 2:28:04	>> Yeah.
[3244] 2:28:05	>> But it answers where we come from. It's
[3245] 2:28:06	a
[3246] 2:28:06	>> It does It does I mean atheism does
[3247] 2:28:09	answer all those questions that are
[3248] 2:28:12	ultimately unanswerable.
[3249] 2:28:15	Where do we come from? We evolved from
[3250] 2:28:17	single-celled organisms.
[3251] 2:28:19	Where are we going?
[3252] 2:28:21	Don't know, but if we don't do
[3253] 2:28:24	something, we're going to get a um
[3254] 2:28:27	catastrophic collapse of some kind.
[3255] 2:28:30	Is there a god? No. Is there a heaven?
[3256] 2:28:32	No. Is there a hell? No. Are there
[3257] 2:28:34	angels? No.
[3258] 2:28:36	So, atheism does answer many of those
[3259] 2:28:39	questions.
[3260] 2:28:42	>> And that's why
[3261] 2:28:46	Buddhism is a religion but baseball
[3262] 2:28:48	really is.
[3263] 2:28:49	>> Yeah, that's
[3264] 2:28:52	Yeah, this [snorts] is why Buddhism is a
[3265] 2:28:53	religion and not baseball.
[3266] 2:28:55	You know, here's here's It's the
[3267] 2:28:56	Buddhism baseball distinctive.
[3268] 2:29:00	You know, does
[3269] 2:29:02	Buddhism
[3270] 2:29:05	answer the question of where do we come
[3271] 2:29:07	from? Yeah. We came from a previous
[3272] 2:29:10	life.
[3273] 2:29:11	Our two transmigration.
[3274] 2:29:14	You know, we are reincarnated from a
[3275] 2:29:16	previous existence.
[3276] 2:29:18	Where are we going? We're going to
[3277] 2:29:19	nirvana. Eventually. Maybe never. But
[3278] 2:29:23	But you're going to work your way up and
[3279] 2:29:25	down the the chain of karma.
[3280] 2:29:28	Baseball doesn't answer that. Baseball
[3281] 2:29:30	doesn't answer where did we come from?
[3282] 2:29:33	Okay?
[3283] 2:29:34	Baseball has no answer for that.
[3284] 2:29:38	>> We come from Okay, that's
[3285] 2:29:40	Everybody comes from Ohio in the
[3286] 2:29:42	baseball.
[3287] 2:29:42	>> Everyone comes from Ohio in baseball?
[3288] 2:29:45	>> [laughter]
[3289] 2:29:45	>> Every movie I've ever seen
[3290] 2:29:48	says all baseball players come from
[3291] 2:29:50	>> [laughter]
[3292] 2:29:50	>> Ohio.
[3293] 2:29:51	>> I mean, you could You could say baseball
[3294] 2:29:53	the the the everyone's going to the
[3295] 2:29:55	World Series,
[3296] 2:29:57	but it's not everyone is.
[3297] 2:30:00	It doesn't tell you if there's a god.
[3298] 2:30:02	Doesn't tell you if there's an
[3299] 2:30:03	afterlife. Baseball doesn't tell you any
[3300] 2:30:05	of that stuff. So, you know, baseball's
[3301] 2:30:08	not really a religion in the functional
[3302] 2:30:10	sense. Buddhism is.
[3303] 2:30:12	Atheism is. Christianity is.
[3304] 2:30:15	So,
[3305] 2:30:19	The dude said, "Dude, baseball we come
[3306] 2:30:20	from a home plate."
[3307] 2:30:22	>> [laughter]
[3308] 2:30:27	>> Yeah, well, that's um
[3309] 2:30:30	>> [laughter]
[3310] 2:30:30	>> That's one way to interpret it, I guess.
[3311] 2:30:34	So, yeah, that's that's basically what I
[3312] 2:30:35	would use. I would I use a functional
[3313] 2:30:36	definition of religion. I think it works
[3314] 2:30:38	best.
[3315] 2:30:40	It's not perfect, but you got to start
[3316] 2:30:42	somewhere.
[3317] 2:30:51	The dude said, "Dude,
[3318] 2:30:54	baseball makes you pray for home run." I
[3319] 2:30:56	suppose so.
[3320] 2:30:58	>> Baseball also teaches
[3321] 2:31:00	that not all players are men.
[3322] 2:31:02	>> I mean, baseball could be idolatry, but
[3323] 2:31:04	I don't think it's religion.
[3324] 2:31:08	All right, moving on here. Chad Linux
[3325] 2:31:09	for $4.99. Thank you for the super chat.
[3326] 2:31:12	What would you say to a Jewish person
[3327] 2:31:14	that has doesn't accept Jesus as Messiah
[3328] 2:31:17	because he did not fulfill all the
[3329] 2:31:18	prophecies?
[3330] 2:31:20	Well, of course he didn't fulfill all
[3331] 2:31:22	the prophecies
[3332] 2:31:24	because all the prophecies were not
[3333] 2:31:26	meant to be fulfilled at once.
[3334] 2:31:29	Now, it's there are there are here's the
[3335] 2:31:31	thing.
[3336] 2:31:34	There are consummation prophecies.
[3337] 2:31:37	There are redemption prophecies.
[3338] 2:31:39	Okay?
[3339] 2:31:40	And some scholars
[3340] 2:31:42	this is why there was so much confusion
[3341] 2:31:45	in early Judaism, you know, late
[3342] 2:31:47	Israelite religion over who is Messiah.
[3343] 2:31:51	Because a lot of them took those
[3344] 2:31:52	consummation prophecies
[3345] 2:31:55	and said, "Oh, Christ is supposed to
[3346] 2:31:57	come and free us from the Romans.
[3347] 2:32:01	He's supposed to be a conquering king
[3348] 2:32:02	that that
[3349] 2:32:04	that frees us from the Romans.
[3350] 2:32:06	Those are consummation prophecies.
[3351] 2:32:09	They are not redemption prophecies.
[3352] 2:32:12	Redemption is the idea of that Christ
[3353] 2:32:15	has come to redeem us from our sins.
[3354] 2:32:20	So,
[3355] 2:32:22	kind of like, well,
[3356] 2:32:24	you reject Jesus because he didn't come,
[3357] 2:32:29	wrapped up the whole world, conquered
[3358] 2:32:31	the world,
[3359] 2:32:33	and
[3360] 2:32:34	decided to dispense judgment right then
[3361] 2:32:38	and there.
[3362] 2:32:42	Without any chance of
[3363] 2:32:45	accepting the amnesty.
[3364] 2:32:48	Uh
[3365] 2:32:53	is that even reasonable?
[3366] 2:32:55	Is that even reasonable?
[3367] 2:33:00	Yeah, the dudes and dudes points out
[3368] 2:33:01	here.
[3369] 2:33:02	A lot of Jews were expecting two
[3370] 2:33:04	Messiahs, a religious one and a kingly
[3371] 2:33:05	one. Yeah, they were.
[3372] 2:33:10	Harry Stark says, "And Simon bar Kokhba
[3373] 2:33:13	is now dead as a doornail." Yeah, he is.
[3374] 2:33:15	Very dead.
[3375] 2:33:17	Osiris dead.
[3376] 2:33:19	Dead dead.
[3377] 2:33:22	Yeah, so um
[3378] 2:33:25	just to say he he didn't fulfill all the
[3379] 2:33:27	prophecies
[3380] 2:33:29	doesn't mean he didn't fill the
[3381] 2:33:31	prophecies that were appropriate for the
[3382] 2:33:33	time and the place and the situation.
[3383] 2:33:37	So
[3384] 2:33:40	but I in that case what I would say to a
[3385] 2:33:42	Jew is
[3386] 2:33:43	you know
[3387] 2:33:45	have you read Isaiah 53?
[3388] 2:33:48	Have you read Isaiah 53?
[3389] 2:33:50	Have you read the Messianic prophecies
[3390] 2:33:53	you're not supposed to be reading as a
[3391] 2:33:54	Jew.
[3392] 2:33:56	Almost certainly they've said no I have
[3393] 2:33:59	not read Isaiah 53.
[3394] 2:34:01	Why? Because their rabbi told them not
[3395] 2:34:02	to.
[3396] 2:34:04	Because that's not for mature that's not
[3397] 2:34:06	for good Jews to read Isaiah 53. It's a
[3398] 2:34:09	taboo passage.
[3399] 2:34:12	Okay.
[3400] 2:34:14	Yeah, go read Isaiah 53.
[3401] 2:34:16	The suffering servant passage.
[3402] 2:34:19	And then let's talk.
[3403] 2:34:21	Let's talk.
[3404] 2:34:23	So that's what I would say to a Jewish
[3405] 2:34:24	person that doesn't accept because
[3406] 2:34:27	he didn't fulfill all the prophecies
[3407] 2:34:28	because it doesn't matter if he didn't
[3408] 2:34:29	fulfill all of them if he fulfilled the
[3409] 2:34:31	redemption ones.
[3410] 2:34:33	So
[3411] 2:34:37	um Mama says wait they're not supposed
[3412] 2:34:40	to be reading some of their own
[3413] 2:34:41	scriptures in the Torah.
[3414] 2:34:43	Um well technically it's the Tanakh.
[3415] 2:34:45	Okay. The Torah is the first five books.
[3416] 2:34:48	The Tanakh is the Torah
[3417] 2:34:51	um Nevi'im the prophets and the writings
[3418] 2:34:54	like the Ketuvim. Okay. So it's the
[3419] 2:34:57	Tanakh.
[3420] 2:34:58	Um
[3421] 2:34:59	>> [clears throat]
[3422] 2:35:02	>> um
[3423] 2:35:03	By the way Steven L. Anderson also
[3424] 2:35:05	thinks that the Tanakh is from the
[3425] 2:35:07	devil.
[3426] 2:35:07	By the way.
[3427] 2:35:09	Uh
[3428] 2:35:10	>> [laughter]
[3429] 2:35:13	>> I don't know how that works.
[3430] 2:35:15	Okay.
[3431] 2:35:16	But the Old Testament is is broken up
[3432] 2:35:18	into those three sections, three sort of
[3433] 2:35:21	groupings. The Torah, that's the first
[3434] 2:35:23	five books, that's your Pentateuch. The
[3435] 2:35:25	the Nevi'im, the prophets, and the
[3436] 2:35:27	Ketuvim, the writings.
[3437] 2:35:30	Okay?
[3438] 2:35:31	Um, but yeah, they
[3439] 2:35:33	modern Jews have been persuaded not to
[3440] 2:35:37	read certain sections of the Tanakh.
[3441] 2:35:39	And one of those sections is Isaiah 53.
[3442] 2:35:44	Because it's problematic.
[3443] 2:35:50	Uh, Chad Lennox asks, "How many types of
[3444] 2:35:52	prophecies are there?" Uh, several
[3445] 2:35:54	types. Okay, it's not just one.
[3446] 2:35:56	Uh, you do have consummation prophecies,
[3447] 2:35:59	you got apocalyptic prophecies, you got
[3448] 2:36:02	um, as I said, redemption prophecies.
[3449] 2:36:05	Um,
[3450] 2:36:06	there's all sorts of kind restoration
[3451] 2:36:08	prophecies, yeah. So, so there's a
[3452] 2:36:11	wide wide variety of different types of
[3453] 2:36:13	prophecies.
[3454] 2:36:19	Matt says, "Seriously, Matt wants the
[3455] 2:36:22	whole heretic bingo card set."
[3456] 2:36:25	Yeah. Yeah, it seems it doesn't it?
[3457] 2:36:28	>> [snorts]
[3458] 2:36:30	>> Uh, Jack Ray, who? A heretic that we
[3459] 2:36:32	were talking about earlier in the
[3460] 2:36:33	stream. Uh, go back to the beginning of
[3461] 2:36:36	the live stream if you want to know
[3462] 2:36:37	about um
[3463] 2:36:38	um, Anderson.
[3464] 2:36:40	>> [laughter]
[3465] 2:36:42	>> Uh, Starry Start goes, "So, the guy is
[3466] 2:36:44	neo-Marcionite?" Yeah, kind of.
[3467] 2:36:50	All right, so anyway, that Chad, that's
[3468] 2:36:52	how I would
[3469] 2:36:53	approach it you here is, you know,
[3470] 2:36:56	let's talk about
[3471] 2:36:59	Isaiah 53. Read it.
[3472] 2:37:02	Uh, yeah, your your your rabbi told you
[3473] 2:37:04	not to read it. Why did your rabbi tell
[3474] 2:37:06	you not to read it?
[3475] 2:37:07	You might want to read it.
[3476] 2:37:09	So,
[3477] 2:37:13	Okay, moving on here.
[3478] 2:37:26	Next one here.
[3479] 2:37:30	Uh Dr. Emmy Martinez asks, "What was
[3480] 2:37:33	Hades in the context of the Bible?
[3481] 2:37:36	Was it like Sheol?"
[3482] 2:37:39	Um yes, it was. Uh strictly speaking,
[3483] 2:37:43	um Hades was much more like Sheol
[3484] 2:37:46	than say, um hell or inferno. Okay. Now,
[3485] 2:37:52	uh Sheol was the general um is a general
[3486] 2:37:56	category that includes both what we
[3487] 2:37:58	would call later on
[3488] 2:38:00	uh Abraham's bosom plus
[3489] 2:38:02	um hell or suffering, okay?
[3490] 2:38:07	So, it was two compartments in one sort
[3491] 2:38:10	of uh realm.
[3492] 2:38:14	So, Hades was a general term for the
[3493] 2:38:16	abode of the dead.
[3494] 2:38:18	So, in in Greek parlance, it was the
[3495] 2:38:21	equivalent of Sheol.
[3496] 2:38:24	Now again, there's two
[3497] 2:38:26	compartments there
[3498] 2:38:27	divided by a a chasm of river.
[3499] 2:38:31	One half was a place of blessing and
[3500] 2:38:35	um
[3501] 2:38:35	restoration. The other half was
[3502] 2:38:37	punishment and suffering.
[3503] 2:38:40	So,
[3504] 2:38:42	so Hades is generally the equivalent of
[3505] 2:38:45	Sheol unless there's something specific
[3506] 2:38:47	about it that that sort of um narrows
[3507] 2:38:50	its definition.
[3508] 2:38:51	So, hope that helps. Thank you for the
[3509] 2:38:53	question.
[3510] 2:39:10	>> Uh Harry Stark, why is it difficult to
[3511] 2:39:13	convert Hindus when literally all their
[3512] 2:39:15	documents are legends? Ganesha is
[3513] 2:39:18	literally an elephant.
[3514] 2:39:20	Uh this is this is the trap of
[3515] 2:39:21	polytheism.
[3516] 2:39:24	Here is the Here is the It is really
[3517] 2:39:27	super difficult to convert Hindus.
[3518] 2:39:32	Because they have a framework
[3519] 2:39:37	that says all gods are the same.
[3520] 2:39:41	And um my next door neighbor growing up
[3521] 2:39:43	was a Hindu.
[3522] 2:39:45	Okay?
[3523] 2:39:46	And he said he said, "You know what? I I
[3524] 2:39:48	have no problem with Jesus.
[3525] 2:39:50	Stick him on the shelf with the rest of
[3526] 2:39:51	the gods."
[3527] 2:39:54	That's the Hindu thinking about Jesus.
[3528] 2:39:59	They got no problem adding Jesus to
[3529] 2:40:00	their pantheon.
[3530] 2:40:02	They won't make him king of kings and
[3531] 2:40:05	lords of lords. Okay?
[3532] 2:40:08	They won't scrap all the other
[3533] 2:40:12	um gods
[3534] 2:40:15	and exclusively
[3535] 2:40:17	worship Jesus. They won't do that.
[3536] 2:40:21	But that comes out of their framework.
[3537] 2:40:23	That comes out of their their their
[3538] 2:40:25	polytheistic thinking.
[3539] 2:40:28	That
[3540] 2:40:29	God is
[3541] 2:40:30	many.
[3542] 2:40:32	He's pantheistic. He's polytheistic all
[3543] 2:40:35	in one.
[3544] 2:40:38	So everything is God
[3545] 2:40:40	and God
[3546] 2:40:41	there are many gods.
[3547] 2:40:43	So Jesus, he's just another god.
[3548] 2:40:48	It's very very difficult to get past a
[3549] 2:40:50	framework like that.
[3550] 2:40:52	Um and and this is one of the sort of
[3551] 2:40:54	the one of the
[3552] 2:40:55	apologetic issues of of interacting with
[3553] 2:40:59	other religions
[3554] 2:41:01	is
[3555] 2:41:04	um
[3556] 2:41:07	is that you are just dealing with a a
[3557] 2:41:11	metaphysics here that is
[3558] 2:41:13	is is
[3559] 2:41:15	alien in many respects to what the
[3560] 2:41:17	Christian faith believes.
[3561] 2:41:23	Uh the philosopher from Dixie says,
[3562] 2:41:26	"Ganesha's not literally an elephant.
[3563] 2:41:28	He's the son of Shiva and Shaka Shakti
[3564] 2:41:31	and he's the same God as Harpokrates in
[3565] 2:41:33	the Egyptian pantheon."
[3566] 2:41:35	Um yeah, that's not much better, man.
[3567] 2:41:39	Um
[3568] 2:41:40	Harpokrates um
[3569] 2:41:42	Harpokrates is um Horus the sun.
[3570] 2:41:48	He's also a bird.
[3571] 2:41:50	Not a great Not a great comparison.
[3572] 2:41:53	A common lurker
[3573] 2:41:54	says, "Hinduism also a culture basically
