[0] 0:00	[Music] foreign
[870] 1:35:04	but that Yahweh is a monarchial monotheism that there's one great God
[871] 1:35:10	who creates below him lesser powers you know you know uh
[872] 1:35:16	principalities Powers angels Spirits demons and humans
[873] 1:35:23	okay and within that sort of hierarchy of
[874] 1:35:29	Spiritual Beings some will Rebel some don't okay
[875] 1:35:36	it's I think it's more fair to say that some of the gods are at war with God
[876] 1:35:45	more than God is at war with the Gods and let me sort of delineate what I mean
[877] 1:35:51	by that God is so powerful
[878] 1:35:59	he could wipe everyone out in an instant you could wipe out this whole universe without even with a blink of an eye
[879] 1:36:07	there's no real war here God has already won
[880] 1:36:13	God keeps winning basically all the the evil powers of
[881] 1:36:19	evil are doing is sort of deferring the final judgment
[882] 1:36:25	and they think they can win that way
[883] 1:36:30	so it's more along the lines that the gods as in these lesser spiritual powers
[884] 1:36:36	are at war with the god Supreme
[885] 1:36:42	so it it's not as I say it's not so much that God is at war with the gods this
[886] 1:36:49	isn't this isn't the sort of the polytheistic struggle that you find in a lot of literal liberal scholarship
[887] 1:36:57	this is more the idea that God has always been Supreme
[888] 1:37:04	and that you had she had some of his Creations rebelling
[889] 1:37:10	so I think that's what's going on here I think that's that's probably the best
[890] 1:37:16	way to look at it so and this is totally consistent with the heiser's view this is totally
[891] 1:37:22	consistent with heiser's View so um so I think that's probably the best way
[892] 1:37:29	to look at it is that these are these are spirits in Rebellion these are spirits and balance they're
[893] 1:37:35	powerful they're powerful they're ancient they're old
[894] 1:37:41	they're not used to giving up their power but there are ultimately no match for
[895] 1:37:49	the great God that's created him too so anyway I hope that answered the
[896] 1:37:54	question thank you very much for the Super Chat very very much appreciate it
[897] 1:38:05	okay our next question here's from Aston we're for 999 thank you very much for the Super Chat
[898] 1:38:11	I once knew and Answers in Genesis fanboy
[899] 1:38:17	it's kind of like I know a friend um I have a friend
[900] 1:38:23	he refused to consider Genesis a e context and accused Walton of believing
[901] 1:38:29	a modern version of gnosticism sad part he held a THM from Dallas Theological
[902] 1:38:35	Seminary okay well that is an interesting contradiction I will say that that is an
[903] 1:38:41	interesting contradiction um given how much that the th and
[904] 1:38:46	Adele's Theological Seminary teaches uh solid Hebrew and Greek exegesis as well
[905] 1:38:51	as the uh historical context of the Bible
[906] 1:38:57	um I'm kind of amazed that he got through a THM and still sort of thinks that Walton is a modern version
[907] 1:39:04	of narcissism Walton is not a gnostic not even close I mean anyone who thinks
[908] 1:39:10	Walton is a gnostic doesn't just doesn't understand what he teaches so
[909] 1:39:16	I mean Walton does thoroughly believe in the Bible
[910] 1:39:23	he's a friend of mine I I I know he doesn't I know he's not agnostic I mean
[911] 1:39:32	I mean this is just such a ludicrous accusation it isn't funny
[912] 1:39:39	I mean gnosticism is a very specific thing you know it believes in say that
[913] 1:39:44	the um spirit is good and flesh and the material world's bad it believes in the
[914] 1:39:50	salvation by secret knowledge it's it holds to [Music]
[915] 1:39:55	um a hierarchy of gods I mean there's a lot of things that go into gnosticism
[916] 1:40:03	that definitely do not apply to Walton uh not even close not even close anyone
[917] 1:40:10	who thinks that that Walton is an Gnostic has a screw loose
[918] 1:40:16	either he doesn't understand Walton or he doesn't understand narcissism so
[919] 1:40:22	uh I mean you can disagree with Walton I tend to more agree with him I agree with
[920] 1:40:28	Walton much much more than I disagree there's very few things I disagree with Walton I think the only thing I really
[921] 1:40:33	have disagreed with him on so far is his recent book on say demons that's that's
[922] 1:40:39	probably the only thing I really disagreed with him on recently but most of his stuff on say Genesis and
[923] 1:40:47	uh the Old Testament I I do agree with him on very much so so
[924] 1:40:52	he's not agnostic not in any way shape or form so anyway thank you very much for the
[925] 1:40:58	Super Chat very much appreciate and I hope that answered the question
[926] 1:41:03	okay uh Charlie don't surf 334 funnels thank you very much the Super Chat
[927] 1:41:09	in Genesis 46 20 asanath daughter of podifera is listed as the wife of Joseph
[928] 1:41:14	is this the same product for her own them no it isn't okay
[929] 1:41:20	uh they're different and we're we have the differentiation here by job title
[930] 1:41:27	okay job title tells us what the difference is okay
[931] 1:41:32	the potipharmed own Joseph was captain of the royal guard
[932] 1:41:39	it's captain of the Guard he is situated at a virus okay he's situated in a virus he's part
[933] 1:41:46	of the royal guard that protected the king so that's his role that's where he's
[934] 1:41:51	stationed potiphera
[935] 1:41:58	father of asanath is priest of on
[936] 1:42:03	he's the hairy tep the high priest of heliopolis
[937] 1:42:08	okay these are very very different job functions
[938] 1:42:14	okay the high tab the let me go this way the high priest at heliopolis is not
[939] 1:42:20	doing guard duty at a virus okay he's got better things to do
[940] 1:42:29	uh um potipheral is a lot higher rank and a lot higher Social Status than
[941] 1:42:35	potiphar now the two names are essentially the same
[942] 1:42:41	name in Egyptian they're very I mean Egyptian they're the same name they're potty Ray
[943] 1:42:48	um uh the one who's given of Rey okay so they are they are very the names
[944] 1:42:57	are the same in Egyptian but you know what B people had same names even in the
[945] 1:43:02	past you know am I the only David that ever existed I might be the definitive David
[946] 1:43:08	but not the only David so
[947] 1:43:14	there's a whole lot here that you know we have to kind of understand that these names I mean all names
[948] 1:43:21	that have have popularity over time you know this is not the only potiphar
[949] 1:43:29	you know uh the Joseph is not the only Joseph in the Bible you got this Joseph
[950] 1:43:36	who was uh in Egypt and then you've got Joseph you know uh a husband of Mary
[951] 1:43:43	you know names are reused over time over millennia
[952] 1:43:48	this is no different for Egypt than it is for say the Bible
[953] 1:43:55	so just because the names are the same we have to be be careful here that we don't try to
[954] 1:44:01	confuse that they're the same person and the job role here really is what
[955] 1:44:06	differentiates them the jobel and geography geography uh genealogists are fond of saying that
[956] 1:44:13	that you can't build genealogy on names alone you also have where people lived so you
[957] 1:44:19	can differentiate ex narrow down which ones are specific to your relation
[958] 1:44:26	so in this case paraphora Captain the guard he lives in varus
[959] 1:44:32	father of asanath he lives at heliopolis he's high priest there
[960] 1:44:38	higher Social rank different person so Ellie thank you for my Super Chat
[961] 1:44:43	very very much appreciate it okay now we're on to the twitch at ones
[962] 1:44:49	finally okay oh
[963] 1:44:54	we've gotten through the first 25 super chats so far wow we are on a
[964] 1:45:01	roll
[965] 1:45:06	and the next one here is from ass and we're for 199. thank you very
[966] 1:45:12	much the Super Chat wish I had more money you're fun to troll well
[967] 1:45:19	yeah well it's not getting it's not so fun to get into trouble over your uh trolls um I'm just saying
[968] 1:45:29	but I really appreciate you supporting this channel uh with your with your finances
[969] 1:45:35	uh even if even if I am fun to troll I do still appreciate the super chats thank you so much for your contributions
[970] 1:45:41	and your help for our Channel I very much appreciate that okay next
[971] 1:45:50	uh we've had so many super chats come in over the last hour by the way I if I
[972] 1:45:55	miss anything please let me know s and we're for 199. burp
[973] 1:46:04	he said he was running out of the question a lot of questions huh so you put in that huh
[974] 1:46:13	that's probably done during the dead time okay you're entertaining yourself huh ran out
[975] 1:46:20	of things to troll me with so you've decided to go with a belt
[976] 1:46:26	high level discourse on this live stream hi intellectual thought here
[977] 1:46:35	foreign well thank you for the Super Chat
[978] 1:46:43	okay next one
[979] 1:46:53	uh Daniel Ray for 4.99 and he says blessings well thank you so much
[980] 1:46:58	blessings to you too very much appreciate the super chats very much appreciate the support
[981] 1:47:05	this has meant so much to us uh you can't imagine it's just been so incredible how people have supported us
[982] 1:47:11	through this and through super chats um it's just actually crazy how many
[983] 1:47:16	super chats we've gotten tonight and we feel so blessed so thank you very much for the Super Chat and thank you for
[984] 1:47:22	your blessings very much appreciated
[985] 1:47:27	okay Danny DeMent for ten dollars
[986] 1:47:33	hey Dr Falk it's not much but I wanted to help out given the recent trouble well thank you so very much
[987] 1:47:38	your ministry has been such a blessing praying unseasonably for you and Mrs Falk God bless well God bless you too
[988] 1:47:46	we covet the prayers the prayers have meant so much to us
[989] 1:47:53	we have felt the prayers you know there was I will I'll basically freely
[990] 1:47:59	admit that there were black moments in all this you know moments of when we were
[991] 1:48:05	demoralized moments when we felt alone but
[992] 1:48:10	the whole Community has rallied around us they've given us support they've prayed
[993] 1:48:15	for us and the one thing that everyone can do that can really help us is just pray
[994] 1:48:21	we believe in the power of Prayer and we believe that God works through
[995] 1:48:28	prayer so we thank you so much for the prayers
[996] 1:48:34	the prayers are really really important to us really important
[997] 1:48:40	we appreciate the financial support too but we can't the financial support helps
[998] 1:48:46	us the prayers are essential for us
[999] 1:48:53	we need the prayers so again thank you so so very much for your tireless
[1000] 1:48:59	support and your prayers God bless you
[1001] 1:49:07	uh a very generous Super Chat here from uh
[1002] 1:49:12	random Taffer for fifty dollars thank you for that very very generous Super Chat
[1003] 1:49:18	and he says don't have a question just here to support the good doc well thank you very much for the for the support
[1004] 1:49:25	you've been such a blessing to listen to love you God bless your folded hands
[1005] 1:49:31	well thank you very much for the Super Chat thank you for the blessings thank you for the support
[1006] 1:49:37	uh we're humbled we're really really humbled by by everyone who's come by and support us we are so grateful and we are
[1007] 1:49:45	very much appreciated thank you so much
[1008] 1:49:52	a B for 19.99 thank you very much so much for the Super Chat can you explain
[1009] 1:49:57	Genesis 6 3 and God's saying that he will reduce man's ears to 120 years
[1010] 1:50:03	doesn't it show that Aegis could be correct for the age of Noah and them okay
[1011] 1:50:10	let's pull that up because there is a controversy there
[1012] 1:50:15	we all love a good biblical controversy
[1013] 1:50:22	okay
[1014] 1:50:28	then the Lord said my spirit shall not strive with man forever because he is also flesh nevertheless his day shall be
[1015] 1:50:35	120 years okay now there are two sort of
[1016] 1:50:40	major readings to this and they're sort of the one reading and then
[1017] 1:50:46	there's more of a consensus read more of a popular majority reading so the
[1018] 1:50:51	minority reading is basically what you suggest here is that it will reduce the
[1019] 1:50:57	the man's years to 120. now we have to understand that that
[1020] 1:51:04	reading was not really popular until the 20th century okay
[1021] 1:51:10	what happened in the 20th century was the average age of people changed
[1022] 1:51:17	there was this prediction um I I think his name was the amazing
[1023] 1:51:25	Criswell okay in the early 20th century I think around
[1024] 1:51:32	1901 there was this sort of popular psychic called The Amazing Criswell
[1025] 1:51:40	and he gave some crazy basically seven
[1026] 1:51:46	unbelievable predictions okay one of those
[1027] 1:51:53	camel leopard the name inspirational credibility sure
[1028] 1:51:58	but he gave these outlandish predictions like seven outlandish predictions
[1029] 1:52:04	one of those outlandish uh predictions was that
[1030] 1:52:10	human beings would live on average to the age of 70.
[1031] 1:52:16	now today that doesn't seem very outlandish
[1032] 1:52:23	today people regularly live to 70. they clearly lifted 90. many still live to uh
[1033] 1:52:30	many live to a hundred with say the extremes of human longevity
[1034] 1:52:38	being up to 120 years in the 20th century
[1035] 1:52:44	this reading of Genesis 6 3 as being a
[1036] 1:52:49	limit to the years of man being to 120 years became a very very popular reading
[1037] 1:52:57	okay but this is this is a reading that's
[1038] 1:53:02	20th century this is a 20th century reading
[1039] 1:53:08	Danny DeMent wasn't he the intro of Plan 9 from Outer Space yes he was the same
[1040] 1:53:14	guy you know your B films
[1041] 1:53:20	okay now while that is a very very popular it was
[1042] 1:53:28	a very popular view amongst many evangelicals in the 20th century it's not the majority view amongst uh
[1043] 1:53:36	say biblical Scholars today basically if you look at the text
[1044] 1:53:41	closely the Lord is saying in verse 3.
[1045] 1:53:47	my spirit shall not strive with men forever
[1046] 1:53:52	because he is also flesh nevertheless his day shall be 120 years
[1047] 1:54:00	the idea here is that he's the Lord is basically saying
[1048] 1:54:06	I'm starting a clock here 120 years before the flood
[1049] 1:54:14	so most Scholars today will basically see this not as a limited to the
[1050] 1:54:20	reduction of the age of man but more that the
[1051] 1:54:26	there's a timer that before the CL for the flood Noah you have 120 years to build that Ark
[1052] 1:54:35	you have one 120 years and then after that I'm going to destroy all men
[1053] 1:54:41	foreign view amongst biblical Scholars today
[1054] 1:54:48	and because that's and again this is because you know the the the beginning here is I uh my
[1055] 1:54:55	spirit shall not strive with man forever basically he's not gonna let the status
[1056] 1:55:00	quo of the anti-diluvian people go on forever
[1057] 1:55:08	he's not going to keep putting up with it that's essentially what he's saying he's not going to put up with it 120 years is is all I'm willing to do to to
[1058] 1:55:16	extend my grace to these people and then it's flood time
[1059] 1:55:22	and that's the majority view of say biblical executes today and frankly I
[1060] 1:55:27	hold that view too okay so anyway I hope that answers your question thank you very much for the
[1061] 1:55:33	Super Chat very very much appreciated
[1062] 1:55:42	okay um uh traconius constantiness for ten
[1063] 1:55:48	dollars thank you very much for the Super Chat God bless you Dr Falk you Mrs Falk and
[1064] 1:55:55	Dr Heiser have been in my prayers well uh
[1065] 1:56:00	thank you thank you for the Super Chat thank you for the prayers uh again
[1066] 1:56:07	Dr Heiser and his entire family need prayer
[1067] 1:56:13	um we really really need to come to prayer to support them at this time
[1068] 1:56:21	um as I said it's it's not looking good so
[1069] 1:56:27	um do pray for Dr Heiser do prayers family at the same time too uh Kiara and I very very much appreciate
[1070] 1:56:34	the prayers we need them we are fighting a spiritual battle
[1071] 1:56:40	and we are you know on one hand yes okay there's
[1072] 1:56:47	they're the people who I have out to get us but we know that we are also fighting principalities and Powers as well
[1073] 1:56:55	and at some point we'll I will share that I'll share share that information as well
[1074] 1:57:01	so you know I know that what's been happening to us this week is
[1075] 1:57:06	not the only battle we're facing so I very very much appreciate those prayers thank you very much for the
[1076] 1:57:13	Super Chat I very much appreciate it
[1077] 1:57:24	Angel McCann for five dollars thank you very much for the Super Chat thanks for hanging out with us on
[1078] 1:57:30	Central apologetics for a tribute to Michael Heiser hope all is well it's been a rough week and she goes on I know
[1079] 1:57:37	you've had a roughly bless you well there you go so you know what's going on you know
[1080] 1:57:43	what's going on but uh for me it was it was just a thrill to hang out with with Rob I I
[1081] 1:57:50	love Rob you know uh I love his channel I love I love his content he's a great
[1082] 1:57:58	great friend um and I really respect Michael Heiser
[1083] 1:58:03	really respect him and as I said before you know I I've criticized some particular I just like
[1084] 1:58:11	fine points of his views but overall I think he's right you know and that's a huge thing
[1085] 1:58:18	he's more right than wrong and one of the things I love
[1086] 1:58:23	about Michael Heiser is his creativity
[1087] 1:58:29	whoa I respect that I think it's I think it's phenomenal
[1088] 1:58:34	look I I think we're going to be be minding the spiritual Riches of Michael
[1089] 1:58:39	Heiser for generations to come there are very very few theologians that
[1090] 1:58:45	you can say that about you know yeah okay you know theolog some of the theologians you know they'll be on the
[1091] 1:58:50	shelf and you'll refer to them on the rare occasions to maybe do a doctoral thesis but you know you're not going to to mind them for deep profound insights
[1092] 1:59:00	I think Michael Heiser is one of those rare theologians that you're going to be able to mine for deep insights for
[1093] 1:59:07	generations to come so for me to be on Sentinel apologetics
[1094] 1:59:12	Channel and pay tribute to Michael Heiser that was an honor that was an absolute honor I'm glad I
[1095] 1:59:19	had the opportunity to do it I would have kicked myself if I couldn't have been on there
[1096] 1:59:25	it was just such an honor to do it to praise a man who's contributed so much to to our understanding of the
[1097] 1:59:31	Bible so anyway thank you very much for the Super Chat really appreciated
[1098] 1:59:37	and bless you too
[1099] 1:59:48	uh we've got a super chat but no comment here from
[1100] 1:59:53	um Diego adelaideano for 10 euro thank you very much for the Super Chat uh there's no
[1101] 2:00:00	question here if you have a question we'll be happy to answer it but uh I want to thank you very much for the
[1102] 2:00:06	Super Chat and the contribution every Super Chat helps us uh you basically put
[1103] 2:00:12	food on our tables you know um you know people have asked us if our
[1104] 2:00:17	loss of our um position at vsdfx is financially it doesn't affect us directly financially
[1105] 2:00:25	but it has it has implications and impacts
[1106] 2:00:30	but the fact that you've been supporting us on these live streams has compensated
[1107] 2:00:36	for that it compensates for that so we very very much appreciate and we
[1108] 2:00:41	thank you very much for the support we couldn't do it with all these super chats these super chats make up a large
[1109] 2:00:48	portion of our income so we really really appreciate and thank you so very much for that
[1110] 2:00:59	historical strategy gaming for two dollars thank you very much Super Chat what did Egyptian Siege equipment look
[1111] 2:01:06	like ooh interesting question interesting question we actually have
[1112] 2:01:14	some some um uh tomb paintings of Siege equipment from the tombs of benihasan
[1113] 2:01:22	uh they included Siege towers and battering rams
[1114] 2:01:30	and and what they would do is they would
[1115] 2:01:36	basically have these towers and they would roll or roll these towers up to the sides of of say walled cities and
[1116] 2:01:44	there would be a platform on top and you'd have archers on there and and basically people to go over the sides okay so that was an important Siege
[1117] 2:01:52	piece of Siege equipment is The Siege Tower but they also had battering rams
[1118] 2:01:58	and these Battlegrounds are actually not that much different from medieval battling rounds where you had basically a sheltered Hut with a big log that
[1119] 2:02:07	you'd use to Barrel gate in okay or a wall
[1120] 2:02:12	so a lot of this equipment didn't change much between say Egyptian times and medieval times but very very similar in
[1121] 2:02:18	Form and Function very very similar in Form and Function and as I said the best thing about this
[1122] 2:02:24	is we have uh uh drawings of these in in the tombs of benihasa so we we know what
[1123] 2:02:31	kind of Siege equipment they use they didn't have say um catapults of trebuchets
[1124] 2:02:38	so that had yet to be developed but as I said Siege Towers where they uh
[1125] 2:02:44	where they would say pull down the wall using the sea Tower as well so they would also use hooks
[1126] 2:02:49	so they basically get on there basically take a big hook and pull down parts of
[1127] 2:02:54	the wall yeah it's pretty impressive I mean it's
[1128] 2:02:59	pretty impressive um and frankly at the time this was also highly effective too because a lot of
[1129] 2:03:06	walls especially in the late Bronze Age middle Bronze Age oh I should say more the light Bronze Age they started
[1130] 2:03:12	getting into mud brick walls so mud brick walls are easier to pull down that way than say uh these big
[1131] 2:03:21	um middle bronze fortifications okay so so yeah basically the two two
[1132] 2:03:28	things they used were Siege towers and battering rams but that's pretty
[1133] 2:03:33	standard equipment for for the ancient world but but that's what they had so
[1134] 2:03:39	anyway I hope that answers the question great question interesting question thank you very much to the Super Chat
[1135] 2:03:45	very much appreciate it
[1136] 2:03:58	uh trunks for five hours of Australian thank you very much for the Super Chat what is your opinion on Eastern
[1137] 2:04:05	Orthodoxy how is a non-eastern Orthodox Christian supposed to think about the
[1138] 2:04:10	dialogue going on YouTube okay um
[1139] 2:04:16	not really sure of the question here in all honesty um
[1140] 2:04:23	I'm not aware of the not what what you mean by the non-eastern Orthodox
[1141] 2:04:29	supposed to think about the dialogue going on on YouTube now I'll give you my opinion of what I
[1142] 2:04:35	think of Eastern Orthodoxy Eastern Orthodoxy is one of the traditional branches of Christianity
[1143] 2:04:43	now I neither a dorse nor deprecate any specific denomination
[1144] 2:04:48	we are a non-denominational Channel we teach from a specifically Christian
[1145] 2:04:53	point of view but we think all you know essentially
[1146] 2:04:58	um small o Orthodox branches of Christianity have a voice and something
[1147] 2:05:04	to contribute to the dialogue Easter Orthodox he is among that
[1148] 2:05:10	it is one of the traditional branches of Christianity in fact it's one of the main traditional branches of Christianity
[1149] 2:05:16	I think it is strongly moored in the traditions of the early Christian Church
[1150] 2:05:22	I think it's got some problems I think all branches of Christianity have problems
[1151] 2:05:29	so the question is are those problems and are those issues going to be
[1152] 2:05:34	important to you so um
[1153] 2:05:40	so I I actually I actually have a lot of Eastern Orthodox friends
[1154] 2:05:46	I I don't have anything against the Eastern Orthodoxy uh if that's your tradition go for it
[1155] 2:05:54	now I have no problems with this but all churches have their particular
[1156] 2:05:59	problems and you can't name me a branch of
[1157] 2:06:05	Christianity that doesn't have a theological issue of some kind so with that said
[1158] 2:06:15	um I think is perfectly acceptable if you want to be a Christian if you want to be Eastern Orthodox go for it
[1159] 2:06:21	I have no problems with it at least at its for core fundamentals net
[1160] 2:06:26	fundamentals okay but I will say this about Eastern Orthodoxy and this is not a problem with Eastern
[1161] 2:06:33	Orthodoxy I have a bit of a problem with new Eastern Orthodox converts
[1162] 2:06:42	okay these are sometimes called ortho Bros
[1163] 2:06:48	and if you if you know about Eastern Orthodoxy you know what I mean by Ortho Bros
[1164] 2:06:54	essentially uh new converts to Eastern Orthodoxy who
[1165] 2:07:00	may have been in eastern Orthodoxy for six months a year and they think they know everything about Eastern Orthodoxy
[1166] 2:07:05	and then they say this is the Orthodox tradition and everyone's a heretic yeah it doesn't work that way
[1167] 2:07:12	uh so does not work work that way uh
[1168] 2:07:18	they're a pain they're it can take I'll say this about as far
[1169] 2:07:24	as the branches of Christianity are concerned you know there's some some branches of Christianity you can learn
[1170] 2:07:29	their fundamentals pretty quickly you know you can learn how to be a southern baptist pretty fast
[1171] 2:07:34	okay there's not much complexity to it the fundamentals of Eastern Orthodoxy
[1172] 2:07:41	can take you 20 years to learn okay 20 years
[1173] 2:07:48	and the reason why it's so much more difficult to sort of grasp
[1174] 2:07:53	in some ways is unlike say Southern Baptist
[1175] 2:08:00	convention where they've codified all the essential doctrines into a nice distilled package
[1176] 2:08:07	for you Eastern Orthodoxy is a huge diversity of
[1177] 2:08:12	opinion and it's based upon the consensus of the
[1178] 2:08:18	church fathers that's the rub
[1179] 2:08:24	the church fathers are an incredibly diverse body of writings
[1180] 2:08:29	now most most of us get into to reading the church fathers like
[1181] 2:08:35	reading Philip shaft's works okay tilt shafts works are
[1182] 2:08:42	say 10 volumes I think it's 10 volumes maybe it's 12 I don't remember you know at least for us Anthony and
[1183] 2:08:49	fathers and then you got another 12 volumes for the post I see and fathers of the West
[1184] 2:08:55	and then the volume step volume two which is another 24 volumes and you think okay you know I've got
[1185] 2:09:01	you know roughly 40-ish volumes here read that no problem
[1186] 2:09:08	and then you discover all of these are translated from a series called mignae
[1187] 2:09:13	McNay was an editor in the 17th 18th century who collected the church fathers from various monasteries and published
[1188] 2:09:19	them and then you discover that his series is 300 volumes
[1189] 2:09:27	of the writings of the church fathers in Greek and Latin
[1190] 2:09:34	who can read all of that and condense a consensus
[1191] 2:09:40	this is sort of why patristic Scholars spent a lifetime of learning
[1192] 2:09:46	that's the consensus tradition of Eastern Orthodoxy
[1193] 2:09:54	this is why it takes so long to digest Eastern Orthodoxy
[1194] 2:09:59	okay very very difficult to do
[1195] 2:10:05	you have to be a lot more circumspect about Eastern Orthodoxy
[1196] 2:10:10	hey yeah BC how many volumes yeah 300. 300
[1197] 2:10:18	and they're not small volumes not these little tiny books they're big folios about that thick
[1198] 2:10:27	we saw a trinity had had a had a set of nickname you know it went for a whole whole
[1199] 2:10:34	um uh what's it called now yeah yeah uh row
[1200] 2:10:40	yeah it was a library aisle volumes
[1201] 2:10:45	yeah it's three with that's a three with two zeros yeah yeah crazy how much I
[1202] 2:10:53	mean the early church followers were voluminous writers they're absolutely we had a question last week about uh uh
[1203] 2:11:01	Aaron s being prolex you know being wordy excessively wordy well you know he was not alone
[1204] 2:11:11	yeah patras uh patui uh samatos uh says uh patrilogia Latina is another 221 yeah
[1205] 2:11:19	hey yeah no human being can really read it
[1206] 2:11:26	all and condense it it's just it's just crazy how much writing there is
[1207] 2:11:33	that's the consensus tradition of Eastern Orthodoxy
[1208] 2:11:38	this is why it takes so long to digest and any Ortho bro who thinks he can
[1209] 2:11:44	digest this in six months to a year is doesn't know what he's talking about
[1210] 2:11:51	Okay so while I do have uh can I get these on
[1211] 2:11:56	Audible no you can't [Laughter]
[1212] 2:12:02	I VC it's funny though
[1213] 2:12:11	yeah so I think a while while Eastern Orthodoxy as a branch of Christianity is totally acceptable
[1214] 2:12:18	you have to be a you have to have humility when you go into it just because the consensus of Orthodox
[1215] 2:12:25	tradition is so vast and so diverse so you you are you are dealing with a
[1216] 2:12:33	huge amount of material and very very few people will actually take the time to really study it in that sort of depth
[1217] 2:12:42	so uh games your second question how is a non-eastern Orthodox Christian supposed
[1218] 2:12:47	to think about the dialogue going on YouTube I'm not aware of what that dialogue is so I'll have to defer on that question so anyway I hope that
[1219] 2:12:54	answered your question thank you very much for the Super Chat very much appreciated uh I like Eastern Orthodoxy
[1220] 2:13:00	as a as as a denomination um but it does have its challenges
[1221] 2:13:06	you might be up to those challenges if that's what you're thinking if you're in that already or if you're considering
[1222] 2:13:12	going into it but it does have its challenges so thank you very much for the Super Chat very much appreciate it
[1223] 2:13:25	uh Patrick Smith for 50 thank you very much for the Super Chat three hours probably not smile
[1224] 2:13:34	what do you think of Jim Tabor well we're already at two hours and 30
[1225] 2:13:39	minutes so yeah we're probably gonna be going a little Beyond three hours here
[1226] 2:13:45	we might have to cut it off at four just because but um I still have to go to work tomorrow
[1227] 2:13:51	but um yeah We're not gonna make three hours not a
[1228] 2:13:56	chance [Laughter] uh I don't know anything about Jim Tabor off the top of my head so I'm gonna have
[1229] 2:14:03	to decline that question but um I want to thank you I have to look into two Jim
[1230] 2:14:09	Tabor was I'm not really sure of who he is so anyway I can't comment on anyone I
[1231] 2:14:15	just don't know so anyway thank you very much for the Super Chat very much appreciated
[1232] 2:14:21	um it's a very very generous Super Chat and I thank you very so so much for the support of this channel we can't do it
[1233] 2:14:27	without people like you so thank you so much
[1234] 2:14:34	historical strategy gaming Dr Falk will put to be continued on the video no
[1235] 2:14:40	we're not going to do that because the problem is if we start doing a 2B continued video to just rack up more and
[1236] 2:14:47	more and more and more we'll never get through it
[1237] 2:14:54	yeah we will be delighted to have another live stream next Friday
[1238] 2:15:00	all right um uh adeli
[1239] 2:15:05	sorry Adela I'm gonna butcher this I'm so sorry Adele I diano sorry about that I did my
[1240] 2:15:15	best um I'm terrible with names terrible story uh for five euros thank you so
[1241] 2:15:21	much for the Super Chat very much appreciated thank can't think of a question and my
[1242] 2:15:26	phone's about to die thanks for these live streams peace well you're most welcome we do these these live streams as a
[1243] 2:15:33	service to the community yes we do earn a sizable portion of our income from these but that was never the intent of
[1244] 2:15:41	these these live streams these this intent of the live streams was to serve the community and answer questions
[1245] 2:15:47	we just never expected people to support us through it and uh we are grateful for
[1246] 2:15:53	it because we did need it we didn't know we needed it but we also very much appreciate it and
[1247] 2:16:00	we're humbled by people like you who just support us just for the sake of supporting us so thank you very much and
[1248] 2:16:07	thank you for your support very much appreciated
[1249] 2:16:15	foreign Super Chat from slam RN it's good to see
[1250] 2:16:22	you here tonight Susan thank you very much for that super chat it's a very very generous 100 Super Chat
[1251] 2:16:28	amazing amazing thank you so much for that that generosity and she says have a great
[1252] 2:16:34	weekend someday I'll be able to think of a good question hey anytime you want to ask a question
[1253] 2:16:39	will will field it okay uh we love having you here good to see
[1254] 2:16:46	you here tonight we so very very much appreciate it um and we appreciate that generosity
[1255] 2:16:52	that is so helpful to our Channel we so much appreciate it
[1256] 2:16:57	though um when you do have a good channel uh good question or even not so
[1257] 2:17:02	good question we'll take those two you know look I'll I'll say this the only stupid
[1258] 2:17:08	question I've ever come across is when when students tell me is that going to be on the exam
[1259] 2:17:14	any other questions about the question [Laughter]
[1260] 2:17:22	the only reason that that other question was was a stupid question was I I told him anything would be on the exam
[1261] 2:17:28	so but yeah absolutely whenever you have a
[1262] 2:17:34	question come on we'll answer it be happy to do so and I want to thank you very much for
[1263] 2:17:40	that really really generous Super Chat it really helps us we so appreciate it
[1264] 2:17:45	so thank you very much and we will try to have a great weekend so blessings to
[1265] 2:17:51	you
[1266] 2:18:02	uh Paul's patras for 10 Canadian thank you very much to the Super Chat what do you think of the claim that the
[1267] 2:18:09	context of the laws in Exodus 21 to 23 assumes Israel is settled in Canaan
[1268] 2:18:15	and so the laws don't date to the Mosaic period does Exodus 20 25 assume property
[1269] 2:18:22	and farming okay hmm
[1270] 2:18:28	now here's the thing Exodus 21 to 23 does assume Israel will
[1271] 2:18:36	be will be battled in Canaan
[1272] 2:18:41	does that mean the laws don't date to the Mosaic period not necessarily and
[1273] 2:18:48	here's the reason why we have to remember that the Israelites are coming out of the land of Egypt
[1274] 2:18:55	what did they do in Egypt that the Bible tells us that they not only made bricks but they were
[1275] 2:19:01	agricultural Farmers they did agricultural work
[1276] 2:19:07	they would have been aware while living in Egypt that people were allotted plots
[1277] 2:19:13	of land each family was a lot a certain amount of land
[1278] 2:19:19	and at least of the farming class and they were given the responsibility
[1279] 2:19:25	to till that land and were taxed on that land and they couldn't go beyond that land
[1280] 2:19:32	so after the inundation in
[1281] 2:19:39	in Egypt the administrators would basically stake out a plot of land for each person
[1282] 2:19:47	or each farming family and they were not allowed to move that stake that stake was part of it
[1283] 2:19:53	so a lot of the laws that we find in Exodus 23 21-23 would have already been
[1284] 2:20:00	germane to agricultural life in Egypt
[1285] 2:20:05	so already everyone coming out of Egypt is assuming
