[0] 1:26	Heat. Heat.
[1369] 1:12:26	>> William's right. ism sounds.
[1370] 1:12:30	>> Well, it does sound a bit like nihilism
[1371] 1:12:32	>> because you lose your individuality.
[1372] 1:12:34	>> Yeah, you do lose your individuality
[1373] 1:12:36	once you hit Nirvana. Okay. So,
[1374] 1:12:39	ultimately, if you've climbed up the
[1375] 1:12:42	reincarnation ladder, you get dissolved
[1376] 1:12:47	into the uh world spirit.
[1377] 1:12:52	You become one and lose your identity
[1378] 1:12:54	altogether.
[1379] 1:12:58	So even that
[1380] 1:12:59	>> have all the individuals.
[1381] 1:13:01	>> Yeah.
[1382] 1:13:02	>> Yeah. So even even that doesn't doesn't
[1383] 1:13:04	doesn't match the scratch test of how
[1384] 1:13:07	you should behave on earth equates to
[1385] 1:13:09	how you should behave in heaven because
[1386] 1:13:11	there is no heaven. They're just the
[1387] 1:13:13	closest thing you're going to get to
[1388] 1:13:14	heaven is that dissolvation into the
[1389] 1:13:17	into nirvana and that's just not the
[1390] 1:13:19	same. So
[1391] 1:13:21	I wouldn't even know anyone who wants
[1392] 1:13:22	that.
[1393] 1:13:24	But then again too for Buddhists they
[1394] 1:13:26	most of them say it's it's impossible to
[1395] 1:13:28	reach Nirvana.
[1396] 1:13:29	So it's an impossible standard to meet
[1397] 1:13:32	anyway.
[1398] 1:13:34	So
[1399] 1:13:37	all right moving on to the next one
[1400] 1:13:38	here. Lewis Sandaval for 100 Dominican
[1401] 1:13:41	pesos. Thank you very much for the super
[1402] 1:13:43	chat.
[1403] 1:13:45	Uh
[1404] 1:13:47	he says Genesis 4:17 to4 are the
[1405] 1:13:49	achievements of Kane's line evil? Let's
[1406] 1:13:52	look here
[1407] 1:13:56	and we'll discuss this
[1408] 1:13:59	chapter 4 17
[1409] 1:14:04	to 24. And Cain had relations with his
[1410] 1:14:07	wife and she conceived and she gave
[1411] 1:14:09	birth to Enoch and he built a city and
[1412] 1:14:12	called the name of the city Enoch and
[1413] 1:14:15	the name of his son. Now Enoch was b to
[1414] 1:14:18	Enoch was born Arod and Arod became the
[1415] 1:14:21	father of uh Mahul Yael. Mahu Yael
[1416] 1:14:25	became father of Methusa
[1417] 1:14:28	and Methusael became the father of
[1418] 1:14:31	Lamik. It's Methuselah.
[1419] 1:14:34	Uh and Lamech took himself two wives.
[1420] 1:14:37	The name of one was Ada. The other was
[1421] 1:14:40	name was Zilla.
[1422] 1:14:42	And Ada gave birth to Gable.
[1423] 1:14:46	and he was the father of those who dwelt
[1424] 1:14:48	in tents and have livestock.
[1425] 1:14:52	As for Zilla, she gave birth to
[1426] 1:14:54	Tupalcain, the forger of all influence,
[1427] 1:14:56	bronze and iron, and the silver sster of
[1428] 1:14:59	Tupel was Nama.
[1429] 1:15:02	And Lamach said to his wives, Adamzilla,
[1430] 1:15:05	listen to my voice. Your wives of uh
[1431] 1:15:08	Lamech, give heed to my speech, for I
[1432] 1:15:10	have killed a man for wounding me a and
[1433] 1:15:12	a boy for striking me. If Cain is
[1434] 1:15:15	avenged sevenfold, then Llamic 77fold.
[1435] 1:15:18	Okay, now let's talk about these
[1436] 1:15:21	achievements cuz it's not what it meets
[1437] 1:15:23	the eye.
[1438] 1:15:25	Some of these are
[1439] 1:15:28	retrojections.
[1440] 1:15:29	Okay, some of these are clearly
[1441] 1:15:32	retrojections.
[1442] 1:15:34	Uh it's not that these these
[1443] 1:15:36	achievements are evil, they're just sort
[1444] 1:15:39	of out of their proper context. Okay.
[1445] 1:15:43	Um, the whole idea of the tubocain
[1446] 1:15:47	giving you being the fortress of all
[1447] 1:15:49	implements of bronze and iron, that's
[1448] 1:15:51	that that's basically a retrojection.
[1449] 1:15:54	Okay. Cuz they kind of thought that
[1450] 1:15:57	Tubalcain was in Turkey.
[1451] 1:16:01	So, so that's that's that's sort of the
[1452] 1:16:06	what the author of Genesis is thinking
[1453] 1:16:08	here is that Tubocane lived around
[1454] 1:16:10	Turkey. And in Turkey at that time they
[1455] 1:16:13	started forging uh implements of bronze
[1456] 1:16:15	and iron. And we have to remember that
[1457] 1:16:17	this was put to pen at the cusp of the
[1458] 1:16:19	iron age. Okay. So there was nobody pre
[1459] 1:16:24	flood actually forging iron. Iron would
[1460] 1:16:27	not be invented for a long long as far
[1461] 1:16:29	as um metallic iron being used in tools
[1462] 1:16:32	for a long time before then or after
[1463] 1:16:34	then. So,
[1464] 1:16:36	so we have to we have to realize that
[1465] 1:16:38	for example the um the bronze
[1466] 1:16:41	implementations
[1467] 1:16:42	implements that's retrojection
[1468] 1:16:46	um the father of all those who played
[1469] 1:16:49	the linear in the pipe probably
[1470] 1:16:52	something similar so some of these are
[1471] 1:16:54	going to be retrojections now there's
[1472] 1:16:56	another thing we have to keep in mind
[1473] 1:16:58	too with the say the line of Cain say
[1474] 1:17:01	versus
[1475] 1:17:03	um say the line of of Seth
[1476] 1:17:09	and that is that there's this
[1477] 1:17:12	um Cain are city dwellers. They build
[1478] 1:17:16	cities. That's their big achievement. If
[1479] 1:17:18	you can say any achievement of them,
[1480] 1:17:20	that's their achievement.
[1481] 1:17:23	line of Seth are pastoralists
[1482] 1:17:26	and they're intended to be written that
[1483] 1:17:29	way
[1484] 1:17:31	because what's happening is when this is
[1485] 1:17:33	being put to pen Israel has come out of
[1486] 1:17:36	Egypt they're starting around the Sinai
[1487] 1:17:38	and they're making that conversion from
[1488] 1:17:41	being city dwellers at Avarus to being
[1489] 1:17:44	pastoralists in the promised land.
[1490] 1:17:48	So there's a dichotomy here and this is
[1491] 1:17:50	part of the ritual framework of say
[1492] 1:17:53	Genesis 4 basically 1-1. It's 1-1 is an
[1493] 1:17:58	entire ritual framework.
[1494] 1:18:01	And Genesis 4 is basically saying, okay,
[1495] 1:18:05	some of you guys are going to be city
[1496] 1:18:07	dwellers. Some of you guys are going to
[1497] 1:18:10	be pastoralists. By and large, most of
[1498] 1:18:13	you are going to be pastoralists.
[1499] 1:18:18	So you have this uh this this this
[1500] 1:18:21	wicked line of Cain
[1501] 1:18:24	who, you know, while they do incredible
[1502] 1:18:26	things, they're also city dwellers.
[1503] 1:18:30	So yeah, you're going to get some of
[1504] 1:18:31	those advantages, but understand that
[1505] 1:18:34	most of you are going to end up as as
[1506] 1:18:38	pastoralists.
[1507] 1:18:42	So
[1508] 1:18:45	basically
[1509] 1:18:52	uh Louis Sandival says so basically it's
[1510] 1:18:55	an ancient nomad step pastoral versus
[1511] 1:18:57	sedentary agriculturalist more like
[1512] 1:18:59	urban and rural think of it this way
[1513] 1:19:02	more urban and rural
[1514] 1:19:04	um there will be there will be those who
[1515] 1:19:08	uh do sedentary agriculturalism
[1516] 1:19:11	but here's The thing uh they won't be
[1517] 1:19:14	doing it around large cities.
[1518] 1:19:16	Okay. When they did it at Avarus, the
[1519] 1:19:20	the agriculture around the city of
[1520] 1:19:21	Avarus was around a massive city. So
[1521] 1:19:25	when they lived in Avarus, they were all
[1522] 1:19:29	um they would go out in the fields and
[1523] 1:19:32	then they come back into the city at
[1524] 1:19:33	night. They lived in the city, went out,
[1525] 1:19:36	worked the fields, came back to the city
[1526] 1:19:39	and they had all the all the benefits of
[1527] 1:19:42	city which meant imported a uh produce
[1528] 1:19:46	uh trade goods all that stuff. What he's
[1529] 1:19:49	basically the writer of Genesis 4 is
[1530] 1:19:51	basically telling him is you're going to
[1531] 1:19:53	be pastoralists
[1532] 1:19:56	out in the fields and you're not going
[1533] 1:19:58	to have the support of big cities. some
[1534] 1:20:01	of you, yeah, you'll get to live in
[1535] 1:20:03	cities, but it's not desirable.
[1536] 1:20:08	So,
[1537] 1:20:10	so that's what's sort of going on there.
[1538] 1:20:14	So, it's not ancient nomads versus
[1539] 1:20:17	agriculturalists. It's more that ancient
[1540] 1:20:19	nomads and agriculturalists are being
[1541] 1:20:23	lumped into one group and city dwellers
[1542] 1:20:26	are being lumped into the other group.
[1543] 1:20:33	Ryan, man, there were a lot of pastors
[1544] 1:20:35	back then. Yeah, there were.
[1545] 1:20:39	Well, pastored is from the from the old
[1546] 1:20:42	word meaning shepherd.
[1547] 1:20:45	That's the where we get the word pastor
[1548] 1:20:47	from.
[1549] 1:20:49	Shepherd.
[1550] 1:20:51	So, pastoralists are shepherds.
[1551] 1:20:57	Okay.
[1552] 1:20:59	Uh, serial bowl asks, "How accurate are
[1553] 1:21:01	the reconstructed rules of Senate?" Not
[1554] 1:21:03	accurate at all. Nobody knows how Senate
[1555] 1:21:05	was played. Uh, the reconstructed rules
[1556] 1:21:08	are just sort of make believe.
[1557] 1:21:11	Take that as what you will.
[1558] 1:21:15	Okay,
[1559] 1:21:17	let's move on. The next one here,
[1560] 1:21:21	Louis Senville here.
[1561] 1:21:23	Yeah, entirely made up. Yeah, the rules
[1562] 1:21:25	of the Senate uh as it applies today.
[1563] 1:21:28	There are actually people who who do
[1564] 1:21:30	Senate tournaments. I I I don't
[1565] 1:21:32	understand it. But hey, but yeah, the
[1566] 1:21:34	rules are entirely made up. Nobody knows
[1567] 1:21:36	how it was played.
[1568] 1:21:40	Okay. Uh next one here is from Lucville
[1569] 1:21:44	from 100 Dominican pesos. Thank you very
[1570] 1:21:46	much for the super chat.
[1571] 1:21:48	Do modern a nations have angelic
[1572] 1:21:51	princes? Daniel 10:13. Let's go to
[1573] 1:21:54	Daniel 10:13 and we'll talk about this
[1574] 1:22:02	Daniel
[1575] 1:22:07	10
[1576] 1:22:09	verse 13.
[1577] 1:22:11	Yep, that's what I thought. But the
[1578] 1:22:14	prince of the kingdom of Persia was
[1579] 1:22:15	withstanding me for 21 days. And behold,
[1580] 1:22:18	Michael, one of the chief princes, came
[1581] 1:22:20	uh to help me, for I had been left there
[1582] 1:22:22	with the kings of Persia. Okay.
[1583] 1:22:26	Do modern nations have angelic princes?
[1584] 1:22:30	Yes.
[1585] 1:22:31	Yes, they do.
[1586] 1:22:34	Uh they are called in scripture uh
[1587] 1:22:37	exusia or powers. Um you've got like for
[1588] 1:22:42	example in uh the book of Ephesians
[1589] 1:22:45	there's a sort of ranking spirits of
[1590] 1:22:47	iniquity then cosmic craters then exosia
[1591] 1:22:52	and then arcase arcs are on the top.
[1592] 1:22:55	Okay we're going to we're doing a whole
[1593] 1:22:56	video on this one of the Monday videos
[1594] 1:22:58	we'll be talking about this in detail.
[1595] 1:23:01	So basically the exucia are the second
[1596] 1:23:05	from the top. These are your
[1597] 1:23:09	basically
[1598] 1:23:11	um evil spirits that control nations.
[1599] 1:23:15	They control governments.
[1600] 1:23:18	So,
[1601] 1:23:19	and they do it using subtle influence.
[1602] 1:23:21	They don't do they don't like possess
[1603] 1:23:24	rulers directly. What they do is they
[1604] 1:23:27	plant say oh this is a good idea in
[1605] 1:23:29	their minds and let them run with it.
[1606] 1:23:32	Okay.
[1607] 1:23:33	So,
[1608] 1:23:37	uh, BC4YT
[1609] 1:23:40	asked, "If all power and authority has
[1610] 1:23:42	been given to Christ, why are these guys
[1611] 1:23:44	still in charge?"
[1612] 1:23:47	Well, because of, again, that's that
[1613] 1:23:50	permissive will of God. God permits
[1614] 1:23:54	certain evil to take place. It's the
[1615] 1:23:55	wheat and the tears. He could I mean,
[1616] 1:23:58	Christ could come in, rip up all the
[1617] 1:24:00	tears.
[1618] 1:24:02	Absolutely.
[1619] 1:24:04	He could he could rip up all the he
[1620] 1:24:06	could he could vanquish all the um the
[1621] 1:24:09	exosia, the cosmic craters, the ark, all
[1622] 1:24:11	of them. He could sweep them all off the
[1623] 1:24:14	board. Okay.
[1624] 1:24:17	But then humans would still do evil.
[1625] 1:24:22	So then it would require them to be
[1626] 1:24:24	ripped off the board
[1627] 1:24:27	and some would be lost as a result.
[1628] 1:24:29	could be.
[1629] 1:24:32	>> Yeah.
[1630] 1:24:32	>> He took all the tears.
[1631] 1:24:35	>> Yeah. Exactly. Basically with the wheat
[1632] 1:24:37	and the tears, it says, you know, the
[1633] 1:24:40	the servants come to the master and say,
[1634] 1:24:42	"Hey, your enemy has come in a night and
[1635] 1:24:44	sewed tears among the wheat. What do we
[1636] 1:24:46	do? Do we do we rip it all up?" And the
[1637] 1:24:49	master said, "Let them go together
[1638] 1:24:51	because if you rip up the tears, you'll
[1639] 1:24:54	rip up some of the wheat, too."
[1640] 1:24:58	Christ desires that none shall be lost
[1641] 1:25:02	but
[1642] 1:25:03	at the time of the harvest the wheat
[1643] 1:25:06	will be separated from the tears at that
[1644] 1:25:08	time. So there will be the evil in this
[1645] 1:25:12	world and demonic and spiritual powers
[1646] 1:25:16	in this world until that the wheat
[1647] 1:25:20	separating of the wheat and the tears
[1648] 1:25:22	takes place.
[1649] 1:25:29	Uh BC4YT says um so Christ is permitted
[1650] 1:25:33	to defeat these powers. Yes, he's
[1651] 1:25:34	permitted to defeat these powers and he
[1652] 1:25:36	chooses to do it gradually taking
[1653] 1:25:39	uh by gradual territory taken by
[1654] 1:25:41	Christians. Exactly. Yeah. That seems to
[1655] 1:25:43	be the motus operand I hear for Christ
[1656] 1:25:46	is that the kingdom of God is a gradual
[1657] 1:25:49	movement into the world. It's it's it's
[1658] 1:25:51	it's
[1659] 1:25:54	Christ becoming king of this world
[1660] 1:25:58	through gradual means
[1661] 1:26:02	so as to not destroy
[1662] 1:26:06	to to do as little damage as possible in
[1663] 1:26:08	the process.
[1664] 1:26:14	Uh, Luc Saniful says, "But those but do
[1665] 1:26:17	those v beings have a name and an
[1666] 1:26:19	individual will of the nation and
[1667] 1:26:21	country they're in charge?" Uh, to a to
[1668] 1:26:24	a greater or lesser extent. I mean,
[1669] 1:26:26	they're all named. I mean, spirit beings
[1670] 1:26:28	have names. We have names.
[1671] 1:26:31	So, they they do have names, but um um
[1672] 1:26:37	they don't necessarily they they only
[1673] 1:26:39	control countries to greater or lesser
[1674] 1:26:41	extents.
[1675] 1:26:43	Boy, they try.
[1676] 1:26:45	They they really try. Um like for
[1677] 1:26:48	example, cosmic craters. Now let's talk
[1678] 1:26:50	about cosmic craters. Cosmic craters are
[1679] 1:26:54	are one step down from the exusia, from
[1680] 1:26:57	the powers.
[1681] 1:27:00	The
[1682] 1:27:02	um the cosmic creators are in charge of
[1683] 1:27:05	things like religious movements,
[1684] 1:27:08	uh political movements,
[1685] 1:27:10	social movements. Okay.
[1686] 1:27:13	That's what cosmic creators do. They're
[1687] 1:27:16	in charge of they they they do the stuff
[1688] 1:27:19	that that sort of um influences large
[1689] 1:27:22	groups of people.
[1690] 1:27:25	So um if you've got say a certain say
[1691] 1:27:29	political or social movement happening
[1692] 1:27:32	that will be cosmocrac
[1693] 1:27:37	Craters,
[1694] 1:27:41	I'll spell it out for you here. Okay,
[1695] 1:27:47	Cosmo Crater.
[1696] 1:27:51	There you go.
[1697] 1:27:53	Okay. Uh, cosmo craters. These are
[1698] 1:27:56	translated in in your text as world uh
[1699] 1:27:59	world powers. Okay. World rulers
[1700] 1:28:02	sometimes. But yeah, cosmic craters.
[1701] 1:28:08	Oh boy, the spirit critters are back.
[1702] 1:28:15	Okay, cosmic creators are essentially
[1703] 1:28:17	they're the ones that that that sort of
[1704] 1:28:19	run things like organizations.
[1705] 1:28:22	Um,
[1706] 1:28:24	uh, you know, they're they're the ones
[1707] 1:28:26	that sort of push like like the woke
[1708] 1:28:29	movement would be have been run by a
[1709] 1:28:31	cosmocr.
[1710] 1:28:32	Okay.
[1711] 1:28:35	But when you get to the to governments,
[1712] 1:28:38	that's the next step up the totem pole.
[1713] 1:28:41	That's when the powers or exusia,
[1714] 1:28:43	they're in charge of that. So the prince
[1715] 1:28:46	of the kingdom of Persia would have been
[1716] 1:28:48	an exusia or a power.
[1717] 1:28:53	So
[1718] 1:28:55	So uh there you go. That's And yes, they
[1719] 1:28:59	are still around. They're still around.
[1720] 1:29:01	They still exist and they're still doing
[1721] 1:29:04	doing nasty things. So, hope that helps.
[1722] 1:29:07	Lewis, thank you for the super chat.
[1723] 1:29:09	Very much appreciated.
[1724] 1:29:15	Uh, Louis Sandville says, "How does one
[1725] 1:29:17	defeat or conquer them?" You can't.
[1726] 1:29:20	Okay,
[1727] 1:29:22	you can't you can't really defeat a
[1728] 1:29:25	cosmic crater or a a exocia. or an RK.
[1729] 1:29:32	They're sort of beyond touch as it were.
[1730] 1:29:35	Here's the thing. You can kill the
[1731] 1:29:37	movements that they start or destroy the
[1732] 1:29:39	nations that they run, but then they
[1733] 1:29:41	just move on to the next one.
[1734] 1:29:44	They kind of know how to stay out of
[1735] 1:29:46	touch,
[1736] 1:29:48	you know. Um,
[1737] 1:29:51	they do have others other spirits doing
[1738] 1:29:53	their dirty work for them. Okay.
[1739] 1:29:58	Yeah. the uh Persia's not doing right
[1740] 1:30:01	well. Yeah. Um pray for the people of
[1741] 1:30:04	Iran by the way. Um they're trying to
[1742] 1:30:07	get rid of one of their um exucio right
[1743] 1:30:09	now
[1744] 1:30:11	and they could really use some help.
[1745] 1:30:15	Um pray for them constantly.
[1746] 1:30:20	>> Yeah. But but pray for the people of
[1747] 1:30:21	Iran right now cuz they've had they've
[1748] 1:30:23	been under the thumb of an exosia for
[1749] 1:30:28	40-ish years and yeah they want out. So
[1750] 1:30:38	uh big destin says the archangel Michael
[1751] 1:30:40	is fighting these be de uh beings right?
[1752] 1:30:42	Yeah he can fight these demons. U
[1753] 1:30:44	Michael has fought some of these. Okay.
[1754] 1:30:49	Um Now, um I don't Here's one of the
[1755] 1:30:52	things about Michael we have to
[1756] 1:30:53	understand too. He's not really called
[1757] 1:30:55	an archangel.
[1758] 1:30:58	We call him an archangel, but he's not
[1759] 1:31:00	really called an archangel.
[1760] 1:31:03	He's called a a high prince.
[1761] 1:31:08	He's called a high or chief prince Sar.
[1762] 1:31:11	And
[1763] 1:31:13	they're they're different. Okay. Uh,
[1764] 1:31:17	think of think of uh the princes of of
[1765] 1:31:20	heaven of the heavenly host as more of
[1766] 1:31:23	military officers.
[1767] 1:31:25	They're
[1768] 1:31:26	they're the they're the Navy Seals and
[1769] 1:31:29	the the um
[1770] 1:31:32	uh the Chads of of uh of God's army.
[1771] 1:31:40	Okay.
[1772] 1:31:43	So, Michael is never called an
[1773] 1:31:45	archangel. He's not an archangel.
[1774] 1:31:50	Um, big destiny. Whoa. Is that a higher
[1775] 1:31:53	ang than archangel? Archangel is is
[1776] 1:31:56	really um a job title. It's a job title.
[1777] 1:32:00	It's um how do I say? Think of it this
[1778] 1:32:03	way. Trusted messenger. Most trusted
[1779] 1:32:07	messenger. That's what an archangel is.
[1780] 1:32:09	It's a most trusted messenger.
[1781] 1:32:13	It's not necessarily an angel who's
[1782] 1:32:15	powerful. I mean, Gabriel's probably not
[1783] 1:32:17	that powerful, to be honest, any more
[1784] 1:32:19	powerful than any other angel, but he is
[1785] 1:32:21	very trusted.
[1786] 1:32:24	You know, he will go where where where
[1787] 1:32:27	other angels fear to tread.
[1788] 1:32:30	Give a d you want you want to send a
[1789] 1:32:32	message and it's a dangerous assignment,
[1790] 1:32:33	send Gabriel.
[1791] 1:32:36	Okay?
[1792] 1:32:38	But Michael is something different.
[1793] 1:32:43	Michael is is sort of a prince of God's
[1794] 1:32:47	army. He's a fighting angel.
[1795] 1:32:51	He's a fighting angel.
[1796] 1:32:57	Ryan Cohen camp archad. Yeah.
[1797] 1:33:02	Yeah.
[1798] 1:33:05	Geek Chad. Angels versus beta demons.
[1799] 1:33:09	Yep. Well, demons are bums. Sorry,
[1800] 1:33:12	they're bums.
[1801] 1:33:19	Okay, so I think we've we've we've
[1802] 1:33:21	covered here. Do an uh nations have
[1803] 1:33:23	angelic princes? And the answer to that
[1804] 1:33:25	is yes, they do.
[1805] 1:33:30	Uh, next one here is from Big Destiny
[1806] 1:33:32	for $5. Thank you very much uh for the
[1807] 1:33:34	su chat. I'm very skeptical when people
[1808] 1:33:38	say God is speaking to them. Sure. Okay.
[1809] 1:33:41	Does God speak to people today like the
[1810] 1:33:43	prophets of old or is this a figure of
[1811] 1:33:45	speech? There's nothing preventing God
[1812] 1:33:49	from speaking to people today.
[1813] 1:33:52	Here's the thing. God is only limited by
[1814] 1:33:55	how he limits himself.
[1815] 1:33:58	That's the limitation.
[1816] 1:34:01	So
[1817] 1:34:02	if you want uh God will only be limited
[1818] 1:34:06	by how he limits himself.
[1819] 1:34:10	Therefore God has not limited himself to
[1820] 1:34:13	speaking to people today.
[1821] 1:34:16	So
[1822] 1:34:18	even though we might be skeptical of it
[1823] 1:34:20	and I think we have rights to be
[1824] 1:34:21	skeptical of it,
[1825] 1:34:24	there's also it's also possible that it
[1826] 1:34:26	could happen.
[1827] 1:34:29	Now, with that said,
[1828] 1:34:32	lot of critters out there pretend to be
[1829] 1:34:35	God and aren't.
[1830] 1:34:38	Can God speak to people today like the
[1831] 1:34:40	prophets of old? Yes, they can.
[1832] 1:34:44	Will they prophesy like the prophets of
[1833] 1:34:47	old? No, they won't.
[1834] 1:34:51	And there's a reason why.
[1835] 1:34:54	One of the limitations God has for
[1836] 1:34:56	himself is he no longer brings prophets
[1837] 1:35:01	into
[1838] 1:35:04	the throne room of God. We have to
[1839] 1:35:06	understand that when a prophet of old
[1840] 1:35:09	to be technically a prophet and let's be
[1841] 1:35:12	let's be honest about this. Even though
[1842] 1:35:15	Daniel received prophecies, Daniel's not
[1843] 1:35:18	a prophet. He's not considered to be a
[1844] 1:35:20	prophet.
[1845] 1:35:22	And the reason why Daniel was never
[1846] 1:35:24	conceived received uh never said to be a
[1847] 1:35:28	prophet is because he never appeared
[1848] 1:35:31	within the throne room of God. God's
[1849] 1:35:32	throne room never appeared to him and he
[1850] 1:35:35	is never taken up into God's throne
[1851] 1:35:37	room. All Daniel's prophecies are by
[1852] 1:35:40	angelic messenger.
[1853] 1:35:44	That's an important distinction.
[1854] 1:35:49	So when God gave prophetic decrees, he
[1855] 1:35:53	does so by bringing people up
[1856] 1:35:58	into the throne room of God and
[1857] 1:35:59	basically saying, "Here's here's what
[1858] 1:36:01	here's the message. Go deliver it."
[1859] 1:36:04	So
[1860] 1:36:08	Ryan, so the minor prophets wouldn't be
[1861] 1:36:10	considered actual prophets. Yes, they
[1862] 1:36:12	were all considered to be actual
[1863] 1:36:14	prophets because they that happened to
[1864] 1:36:16	them.
[1865] 1:36:17	Okay. Now, you did have some prophets
[1866] 1:36:20	that were just possessed by the Holy
[1867] 1:36:22	Spirit and did speak. Okay. Um, and
[1868] 1:36:25	they're called prophets, but they're not
[1869] 1:36:27	sort of canonized as prophets in the
[1870] 1:36:29	same way. Now, um, but Daniel's an
[1871] 1:36:33	exception here. Daniel's kind of an
[1872] 1:36:34	exception here because of his particular
[1873] 1:36:39	uh the methods that he was that was was
[1874] 1:36:42	used for his prophecies.
[1875] 1:36:45	That said, however,
[1876] 1:36:48	um does that same sort of style of
[1877] 1:36:51	prophecy happen today? Um there's
[1878] 1:36:54	nothing preventing them from getting a
[1879] 1:36:55	word from God. God can speak to them.
[1880] 1:36:59	Absolutely, he can speak to them.
[1881] 1:37:03	Does that carry the same weight as
[1882] 1:37:05	biblical prophecy today? Probably not.
[1883] 1:37:09	um even say for example the spiritual
[1884] 1:37:12	gift of prophecy that that's that's
[1885] 1:37:13	mentioned in the book of Ephesians
[1886] 1:37:17	is
[1887] 1:37:18	generally meant to be say personal
[1888] 1:37:22	it's not meant to be overall edicts for
[1889] 1:37:24	the church and any edict for the church
[1890] 1:37:28	has to be judged within that framework
[1891] 1:37:32	though.
[1892] 1:37:40	Uh, Ryan says, "So, some of these
[1893] 1:37:41	heavenly visits would be extra
[1894] 1:37:43	biblical." Yeah. Yeah. But I if if the
[1895] 1:37:46	Bible says that they're a prophet, it's
[1896] 1:37:48	usually infers that they've done a visit
[1897] 1:37:51	to to the heavenlies. Okay. So, that's
[1898] 1:37:54	usually inferred.
[1899] 1:38:01	uh loose sandal, how does one
[1900] 1:38:02	legitimately conf uh legit confirm
[1901] 1:38:05	someone is a prophet in today's world?
[1902] 1:38:09	Well, compared to scripture, here's the
[1903] 1:38:12	thing. God's word never contradicts
[1904] 1:38:14	itself.
[1905] 1:38:16	Never contradicts itself.
[1906] 1:38:18	So, you have to judge and and and this
[1907] 1:38:22	has been true of all through history.
[1908] 1:38:26	We look at the prophets of say the
[1909] 1:38:28	prophets and the writings of say the Old
[1910] 1:38:30	Testament. What do we do? We compare it
[1911] 1:38:33	to the to the penetuk. Compare it to T
[1912] 1:38:35	to T to T to T to T to T to T to T to T
[1913] 1:38:35	to T to T to T to T to T to T to T to T
[1914] 1:38:35	to T to T to T to Torah. If it's
[1915] 1:38:37	consistent with Torah, it was met with
[1916] 1:38:40	the cannons of um of um Ezra and
[1917] 1:38:46	Nehemiah. It's scripture. If it doesn't,
[1918] 1:38:49	it goes. Okay. It's why our apocrypha
[1919] 1:38:53	never made it.
[1920] 1:38:54	How do we judge if the New Testament is
[1921] 1:38:56	from God? We compare it to the Old
[1922] 1:38:58	Testament. What we know has been spoken
[1923] 1:39:00	from God. If it's consistent, it stays.
[1924] 1:39:03	If it doesn't, it goes.
[1925] 1:39:06	How do we know that the uh that the Book
[1926] 1:39:09	of Mormon, Pearl of Great Price, and
[1927] 1:39:11	Doctrines of Covenants is from the word
[1928] 1:39:13	of God? We compare it with the New and
[1929] 1:39:15	the Old Testament. If it doesn't
[1930] 1:39:19	match that that threshold, it goes and
[1931] 1:39:22	it went.
[1932] 1:39:26	Sorry, hstack.
[1933] 1:39:28	I still like you, but you know that's
[1934] 1:39:30	that's why the Christian church rejected
[1935] 1:39:33	it.
[1936] 1:39:38	Yeah. Big Destiny says do what the
[1937] 1:39:39	Bereans did. Exactly.
[1938] 1:39:42	Do what the Bereans did.
[1939] 1:39:45	The Bereans were more noble because they
[1940] 1:39:47	compared what Paul was saying to the Old
[1941] 1:39:50	Testament.
[1942] 1:39:54	>> Yeah. They looked and they checked and
[1943] 1:39:56	they did the comparison.
[1944] 1:39:58	>> They didn't take it just because
[1945] 1:40:00	somebody said
[1946] 1:40:01	>> Yeah. They didn't They didn't take it
[1947] 1:40:03	just because somebody said so.
[1948] 1:40:11	Gandalf the beast. God gave me a
[1949] 1:40:13	message. Jesus wasn't king. Yeah. Okay,
[1950] 1:40:16	buddy. Please stand in on the line.
[1951] 1:40:18	Everyone pick up your stone. Old
[1952] 1:40:19	Testament reference. Well, there was a
[1953] 1:40:22	lot of those who were like, for example,
[1954] 1:40:25	um
[1955] 1:40:26	you know, God said that there would be
[1956] 1:40:29	false prophets so that he could test
[1957] 1:40:32	those who were true to his word versus
[1958] 1:40:34	those who weren't.
[1959] 1:40:36	those who weren't, you know, they were
[1960] 1:40:41	they were, you know, uh, removed from
[1961] 1:40:44	the community. So
[1962] 1:40:47	>> that's another way.
[1963] 1:40:50	>> Yeah.
[1964] 1:40:55	>> Yeah.
[1965] 1:40:57	Yeah. So yeah, that's how this is how
[1966] 1:41:00	the church has always
[1967] 1:41:03	treated say new revelations. New
[1968] 1:41:06	revelations have always been compared to
[1969] 1:41:10	the old.
[1970] 1:41:12	And if they if they if they don't
[1971] 1:41:13	compare to the old, they're gone. That's
[1972] 1:41:16	just how how it works.
[1973] 1:41:26	Okay. So, let's move on here.
[1974] 1:41:37	Okay. So, let's move to the next one
[1975] 1:41:38	here. Uh,
[1976] 1:41:45	Louis Sandival, how come today's
[1977] 1:41:47	mainline Protestants were hijacked? Uh,
[1978] 1:41:50	several things.
[1979] 1:41:52	Um, some of it was theological, some of
[1980] 1:41:55	it was um cultural.
[1981] 1:41:58	uh you've got for example uh in in
[1982] 1:42:01	mainline Protestantism you had the idea
[1983] 1:42:02	of prima scriptura and that's sort of in
[1984] 1:42:06	many ways opened the foundation for uh
[1985] 1:42:09	mainline protestantism to get hijacked.
[1986] 1:42:11	What you had with say main uh say um
[1987] 1:42:15	primis scriptura is you check the bible
[1988] 1:42:18	first
[1989] 1:42:19	then you check all other sources of
