[0] 0:00	[Music] foreign
[912] 1:43:34	thank you very much for that Super Chat my question is in the chat okay
[913] 1:43:42	okay and he says in Zechariah 9 9 what does the Hebrew word
[914] 1:43:48	um mean and
[915] 1:43:53	deliver or and or salvation how do we know okay it's an interesting question
[916] 1:43:58	let's pull up that text come again
[917] 1:44:04	Zechariah
[918] 1:44:11	Zachariah nine
[919] 1:44:20	verse 9. okay now this is from The New American Standard Version I'm going to
[920] 1:44:26	disagree with The New American Standard Version here in a moment you'll see why and the text says Rejoice greatly o
[921] 1:44:35	Daughter of Zion shout and Triumph o daughter Jerusalem behold your king is coming to you he is just an endowed with
[922] 1:44:42	salvation that's that word there um uh um
[923] 1:44:49	NASA or nusa uh humble and mounted on a donkey even on a Colt the full of a
[924] 1:44:56	donkey all right and the whole question here revolves around that meaning of um I think it's
[925] 1:45:02	new so let me just look at the Hebrew here just a second to make sure I'm pronouncing it right is trying to
[926] 1:45:09	um no saw okay no saw Okay so what do we know about Nosa
[927] 1:45:20	um the root word here is um um and it means
[928] 1:45:27	um or yes I guess it's a Sheen um no sha sorry no Sha
[929] 1:45:34	my pronunciation is terrible on all this stuff so forgive me so it comes from yesha from which we get mashiach Messiah
[930] 1:45:43	and the root word is salvation however
[931] 1:45:48	this is in the nifal tense okay it's in the nifal construction of the verb
[932] 1:45:54	which means it's either a middle voiced or it's the in the reflexive
[933] 1:46:02	so when it's in the reflexive the meaning changes slightly
[934] 1:46:08	and the the idea here is the root tense is not to be so much salvation but to
[935] 1:46:13	help it's to help but
[936] 1:46:19	if it's reflexive it's help yourself
[937] 1:46:26	so what does this mean in this particular context he is righteous Sadiq
[938] 1:46:32	and able to help himself
[939] 1:46:37	the meaning here is a Victorious he is righteous and Victorious
[940] 1:46:45	humble and mounted on Donkey alike even on a court
[941] 1:46:51	so it's basically saying that Messiah here is coming in Victory
[942] 1:47:00	so that's what no Shaw means here is it's a Victorious
[943] 1:47:06	and this is actually confirmed in hellot if you want to go and read that they actually specifically cite this
[944] 1:47:13	particular Passage and basically say that it means to be victorious
[945] 1:47:20	so it doesn't mean deliver or salvation it means Victorious and that's because
[946] 1:47:25	of the particular construction of the verb here which is as I said in the reflexive
[947] 1:47:32	something you do to yourself so he's all-powerful he can help himself
[948] 1:47:38	and because he can help himself he doesn't need the help of others and he's Victorious
[949] 1:47:44	so that's what the sense here is conveying so when I I hope that helped thank you
[950] 1:47:50	very much for the Super Chat very much appreciate and I hope you found that interesting
[951] 1:48:02	okay our next Super Chat here is from Captain set for two dollars and he says
[952] 1:48:08	hello my question is in the live chat okay I'll take a look uh thank you very much for the Super Chat
[953] 1:48:15	and he goes does the song of Deborah indicate Yahweh was originally a midianite war God as
[954] 1:48:22	many scholars have claimed okay a verse would have been really helpful here
[955] 1:48:29	uh cause the song of Deborah is actually quite long so
[956] 1:48:35	uh without having a little more context it would be very sort of hard to nail
[957] 1:48:40	this down uh if you want to put a a verse in here that you wouldn't be
[958] 1:48:48	specifically to comment on I would need I'd probably need that to comment further
[959] 1:48:56	so this is one of those those situations where
[960] 1:49:04	it's the air okay yeah let me find that quickly I'm gonna have to do a search here
[961] 1:49:20	because it's five four okay I can pull that up now
[962] 1:49:25	and the text says Lord when thou just go out from Sierra when thou dis March from the field of
[963] 1:49:32	Edom the earthquake the heavens also drift even the clouds dripped with water okay
[964] 1:49:38	now the here's the thing up a lot of people now believe in What's
[965] 1:49:43	called the um what's it called now um the canine hypothesis
[966] 1:49:50	the idea that uh Yahweh was originally from was a midianite god
[967] 1:49:57	or at least got its Origins that um in median and that Moses brought it back
[968] 1:50:04	from Midian two of the Israelites living in Egypt
[969] 1:50:10	uh frankly I don't have a problem with that hypothesis I think that's a perfectly reasonable hypothesis
[970] 1:50:17	given The Narrative of Moses yeah absolutely this is totally reasonable
[971] 1:50:23	do we know exactly what Yahweh was when he was in Midian that's a different
[972] 1:50:29	question because we don't have any midianite sources for Yahweh
[973] 1:50:35	and that's going to that's going to matter now you do have say the shasu of Yahoo
[974] 1:50:44	which could be a midianite source but then again it might not be
[975] 1:50:50	there's there's enough ambiguity in that text too raise doubts
[976] 1:50:59	one way or the other and I wouldn't want to bank the farm on that particular text
[977] 1:51:05	so we are sort of at that point left with
[978] 1:51:12	a basically speculation we don't know for sure
[979] 1:51:18	I think it's I think it's pretty good bet if we're dealing with probability
[980] 1:51:23	here and at this point we're dealing with a fan full of biblical texts
[981] 1:51:29	and The Narrative of Moses and from that I would be more likely to
[982] 1:51:35	wager that the canine hypothesis is correct however what did that God mean while in
[983] 1:51:42	Midian is an open question we don't know so again this is just we're just gonna
[984] 1:51:49	have to admit ignorance here until we get more information through an inscription or text or SEALS or
[985] 1:51:55	something so anyway I hope that answers your question at least as best as we can
[986] 1:52:01	do with the available information that we have and sometimes some questions are just day like that we don't have enough info
[987] 1:52:08	I think here's one of those examples where there isn't enough info but it does very much strike me that
[988] 1:52:16	that Yahweh was originally an idum a god from the land of Edom
[989] 1:52:23	so anyway thank you very much for the Super Chat very much appreciated and at least that's how he chose to identify
[990] 1:52:28	himself okay we also know that God also identify himself in other ways as well
[991] 1:52:34	so we have to be open to that too like El Shaddai
[992] 1:52:39	Okay so you
[993] 1:52:45	so it's just it's not a Canaanite god per se it's just one that has identified
[994] 1:52:50	himself in certain ways so anyway and frankly the weren't really
[995] 1:52:58	Canaanites anyway they were descendants of the abrahamic lines
[996] 1:53:04	so again not Canaanites but  nonetheless
[997] 1:53:11	so thank you very much for the Super Chat I hope that helped and very much appreciate it
[998] 1:53:20	okay next Super Chat here is from Mystery flavor good to see you
[999] 1:53:26	haven't seen you in a while for 20 thank you much for the Super Chat
[1000] 1:53:32	it might seem like an odd question but why would king abimelech be so interested in marrying Sarah considering
[1001] 1:53:39	her age Genesis 21-16 great question
[1002] 1:53:47	well the Bible here
[1003] 1:53:52	okay
[1004] 1:54:00	Genesis 1 verses 21-16 now I'm not going to read the whole narrative here
[1005] 1:54:08	uh but let's be part of it now Abraham journeyed from there toward the land of the Negev and settled
[1006] 1:54:14	between Kadesh and sure then he's sojourned in guerrer and Abraham said is Sarah his wife he is
[1007] 1:54:22	my sister so I've been like king of guerrer sent and took Sarah but God came to abimelech in a dream of the night and
[1008] 1:54:29	said behold you are a dead man because the woman you are taken for she is married now abimelech had not come near her and
[1009] 1:54:36	he said Lord will thou slay a nation even though blameless did he not say himself to me she is my
[1010] 1:54:44	sister and she herself said he is my brother in the Integrity of my heart and in the innocence of my hands I have done
[1011] 1:54:51	this then God said to him in the dream yes I know that in the Integrity of your heart
[1012] 1:54:57	you have done this I also have kept you from sinning against me therefore I did not let you touch her
[1013] 1:55:04	now therefore restore the man's wife for he is a prophet and he will pray for you and you will live but if you do not
[1014] 1:55:10	restore her you know you will surely die and all those who are yours
[1015] 1:55:15	okay now ah the whole matter of her age
[1016] 1:55:25	I think here we're dealing again with a clan situation that there wasn't just that that there's
[1017] 1:55:33	a sort of a a lineage of Abraham not
[1018] 1:55:38	just one person so when we talk about
[1019] 1:55:43	you know Sarah and Sarah is a word that means princess so
[1020] 1:55:50	so it's a word that means princess so when we go into this and we look at
[1021] 1:55:57	say a passage like this where she's clearly not physiologically in her
[1022] 1:56:05	70s
[1023] 1:56:11	smoking hot 70s huh
[1024] 1:56:16	no she's not she's not um
[1025] 1:56:22	but we also get little hints in the text that that you know
[1026] 1:56:29	indicate that these age that they're they're they're not treating these ages as ages as individuals for example
[1027] 1:56:36	like Abraham you know if we went by the strict
[1028] 1:56:41	readings of the ages he was birthed by uh conceived by Tara
[1029] 1:56:49	when Tara was 130 and yet
[1030] 1:56:56	Abraham said well says God well who who possibly has ever
[1031] 1:57:03	conceived at 100. wait a minute didn't your dad do it at 130
[1032] 1:57:11	you can tell by the writing of the text there's more going on here
[1033] 1:57:17	than just say annoy Eve um reading of these ages there's more
[1034] 1:57:24	Happening Here because if you held that you you'd have to conclude that the text contradicts
[1035] 1:57:30	itself so I think what's What's Happening Here is
[1036] 1:57:36	we're seeing a a line of Abraham and essentially
[1037] 1:57:43	um a matriarch of the family that's a line of Sarah
[1038] 1:57:49	so lucera that's being presented to abimelech is not in her 70s 80s
[1039] 1:57:56	or the 90s but she's she's probably a lot younger a
[1040] 1:58:02	lot younger and a lot more attractive
[1041] 1:58:07	okay so I'm not touching that Mr Rich B.o.B I'm
[1042] 1:58:15	not gonna even mention that comment okay yeah I I think we'll we'll stop the
[1043] 1:58:22	question there because we don't want to get cross about this so anyway
[1044] 1:58:27	uh anyway so that's what I think is going on it's a much younger woman that's in the line of of Sarah and
[1045] 1:58:34	Abraham's in the line of Abraham that they didn't actually live to those extreme old ages
[1046] 1:58:42	thank you there is there is the possibility that this could be a highly political marriage too
[1047] 1:58:48	foreign but that's that's still that's still a
[1048] 1:58:56	that would still be a highly unusual move because if you want a tree wife
[1049] 1:59:02	you want a daughter okay tree wives are exchanges of
[1050] 1:59:08	daughters not strangers with sisters sisters don't have any value in the uh
[1051] 1:59:15	in the tree wife situation so you wouldn't you wouldn't be making couldn't it wouldn't be a good political
[1052] 1:59:22	marriage so you have to keep that in mind it's the daughters that are traded not the
[1053] 1:59:29	sisters unless he wants a political marriage with the clanitara
[1054] 1:59:36	I mean that's a possibility maybe that's that could be but then again Tara's dead at this point
[1055] 1:59:43	so there's no there's there's no well the clan may not be yeah the clan of Terror needs to be still going in fact
[1056] 1:59:49	it probably is still going at this point so so that's a possibility that we could be
[1057] 1:59:55	open to that this is a political marriage um to try to ingratiate a biblic to
[1058] 2:00:02	terrorist Clan but we're supposed to get the idea here that that Abraham is forming his own
[1059] 2:00:09	Clan so I don't think it I'm not convinced
[1060] 2:00:14	I'm not convinced okay so anyway that's all I'm going to say on this uh anyway and uh thank you very
[1061] 2:00:21	much for the Super Chat I hope I gave some insight into this but I think it's a younger woman honestly
[1062] 2:00:36	okay our next Super Chat here is from Mr Rich Bob for five dollars thank you very much for the Super Chat
[1063] 2:00:42	was shoe material we're Geb and not thought to be human shaped is it all
[1064] 2:00:48	just iconography and had no discernible shape what about other gods okay
[1065] 2:00:54	um yes they thought they had human-like bodies no question okay
[1066] 2:01:01	especially in the case of newt now when Egyptians looked up in the sky
[1067] 2:01:07	at night and they saw the Milky Way they said to themselves that's the body of the god of snoot and their minds
[1068] 2:01:15	would fill in the the nude woman of the Goddess newt
[1069] 2:01:21	and you can see this painting on a lot of tombs so that's very normal
[1070] 2:01:27	so they did think that these Gods had a material body but they also thought they had a natural
[1071] 2:01:34	substance too so they basically thought that yeah it
[1072] 2:01:39	was a man but it was also the Earth
[1073] 2:01:45	um two was was the wind the air
[1074] 2:01:50	and had a material body as well so it's not just iconography
[1075] 2:01:57	it's also that they had this they had this sort of duality of a physicality
[1076] 2:02:05	they had a duality of a physicality where they both represent the natural substance that they're representing as
[1077] 2:02:12	well as have a body as well so it was thought they had both
[1078] 2:02:20	so that's sort of the tension of the Egyptian religious system as it refers
[1079] 2:02:27	to its gods as such the gods of ancient Egypt could
[1080] 2:02:33	age get old get sick be killed and die
[1081] 2:02:40	now not all gods could be killed not all God's aged and died but some could
[1082] 2:02:48	and that's because they had that sort of physic dualist dual physio physicality
[1083] 2:02:54	like for example we find in things like the very late period stories of the god Rey the sun god Ray
[1084] 2:03:01	and at that point he's kind of senile he's a very old God at that point
[1085] 2:03:07	and he's kind of lost his marbles senility has set in senility has
[1086] 2:03:13	definitely set in and so you see him in certain Stories being portrayed as sort of this pathetic
[1087] 2:03:22	shadow of a god he's an old God he's a frail God
[1088] 2:03:28	he's a declining God not a dead God but he's declining and he'll never be dead
[1089] 2:03:34	because he's the son but he's both the son and has that dual
[1090] 2:03:41	duality of physicality as well his human-shaped body is growing old
[1091] 2:03:47	Braille and dying or at least degrading but he's also that physical form of the
[1092] 2:03:55	Sun that moves across the sky every day
[1093] 2:04:00	so yes uh you do find this in Egyptian religion so anyway thank you very much for the
[1094] 2:04:06	Super Chat very much appreciate it and I hope that helped explain it
[1095] 2:04:21	um okay
[1096] 2:04:28	huh we'll see
[1097] 2:04:37	okay
[1098] 2:04:52	okay we're on uh we're at 8 38 p.m right now as far as uh in our super chats we
[1099] 2:04:59	just got one for here from JP for two dollars thank you much for the Super Chat any words to share about Black Hebrew
[1100] 2:05:06	Israelites oh
[1101] 2:05:13	this is a big topic okay this is a big topic and one that's kind of hard to sort of
[1102] 2:05:19	Broach in a three-minute Super Chat um the idea about Black Hebrew
[1103] 2:05:25	Israelites is they believe that um the people who are African-Americans
[1104] 2:05:32	today are the original tribes of Israel that
[1105] 2:05:37	they're the original Israelites and that modern Jews are imposters
[1106] 2:05:45	that have sort of co-opted Israel but it gets a little Stranger Than all
[1107] 2:05:50	this many of them will say that the nation of Israel the land of Israel is actually in
[1108] 2:05:56	Africa so they were essentially
[1109] 2:06:01	uh enslaved in Israel Africa or Africa's Israel and then
[1110] 2:06:10	shipped to North America and that they will basically inherit
[1111] 2:06:16	the all the promises that were given to Abraham including domination and basically
[1112] 2:06:23	there's a triumphalist um um eschatology that basically they will
[1113] 2:06:29	all other races will serve them okay now
[1114] 2:06:38	um yeah not all Africans mind you specifically African-Americans yes it's specifically African Americans This is
[1115] 2:06:44	an African-American religion this is not an African religion you don't find this religion in Africa
[1116] 2:06:51	and they will often uh refer to like maps from the 19th century you know like
[1117] 2:06:56	uh there's a little place in Namibia called Jerusalem okay and they'll see I see the original
[1118] 2:07:04	Jerusalem was in Africa it was in Namibia
[1119] 2:07:11	of course um you can find all sorts of biblical names
[1120] 2:07:16	all over the globe okay because that's what we did when we left the old old
[1121] 2:07:23	world was we we named places after places that we were familiar with
[1122] 2:07:29	you know like uh there's more there's multiple bethesdas does you know
[1123] 2:07:37	you know you'll find uh I think there's even a Jerusalem New York you know it's just you find this everywhere
[1124] 2:07:44	you know because people believed in the Bible and they named
[1125] 2:07:50	their new towns after uh specific places and they reused those
[1126] 2:07:55	names yeah Athens is in Georgia yeah exactly
[1127] 2:08:00	uh says 1000 clever boy well I mean the the whole idea of
[1128] 2:08:05	reusing names is so common it's not even funny you know how many Springfields are
[1129] 2:08:11	there in the U.S I think there's one per state you know you'll find a Springfield in practically every state of the United
[1130] 2:08:17	States yeah there's a Memphis and Luxor in the States oh yeah
[1131] 2:08:22	you know that's this is just something that we kept doing you know biblical towns are no different
[1132] 2:08:30	people moved and they named their towns after biblical cities you know um
[1133] 2:08:36	you know there's bethel's a whole bunch of bethels out there too
[1134] 2:08:43	so it's a very very strange new religious movement and it's fairly recent
[1135] 2:08:48	and it came out a lot of it came out of say afrocentrism
[1136] 2:08:54	so you know it's this sort of weird blend of afrocentrism and the Bible
[1137] 2:09:03	but um I it doesn't it doesn't hold up the
[1138] 2:09:10	scrutiny it really doesn't so that's about all I'm going to say on this at the moment thank you very much for the Super Chat
[1139] 2:09:16	very much appreciate we might do some more in-depth videos on this at some point
[1140] 2:09:22	um but um right now that's we're not slanting it
[1141] 2:09:27	um in the near future but we have been thinking about this uh because I've been asked about this on
[1142] 2:09:34	a number of occasions so anyway thank you very much for the Super Chat very much appreciated
[1143] 2:10:01	thank you I'm gonna take this Bonbon question
[1144] 2:10:07	because I think it's a good one uh why don't Christians believe in oral Torah that's very very simple because
[1145] 2:10:14	Christians don't believe in the talmud
[1146] 2:10:19	here's the problem with the talmud uh the talmud is the writing of oral Torah
[1147] 2:10:25	you have the mishnah um you got to set her alarm you got a lot of books within the talmud
[1148] 2:10:31	the problem with the the talmud and the oratora is it was written
[1149] 2:10:37	oftentimes hundreds of years and sometimes thousands of years after the fact
[1150] 2:10:43	and a lot of it is just plain speculation it's speculation
[1151] 2:10:48	it's myth it's making up stuff
[1152] 2:10:55	um people often ask me why do I don't use well I refer to the Torah or sorry the
[1153] 2:11:01	oral Torah on the talmud when I do chronology work and it's because it's incredibly
[1154] 2:11:07	unreliable incredibly unreliable you've got contradictory stories you got
[1155] 2:11:14	um all sorts of crazy stuff in there so it's really really difficult to trust
[1156] 2:11:21	something that is kind of
[1157] 2:11:26	a collection of myths stories and speculations
[1158] 2:11:32	okay and there's no compulsion for Christians to to hold up speculation
[1159] 2:11:40	so that's why we generally do not believe in as as Christians in the oral
[1160] 2:11:47	to Raw now I do think that there's value in reading the talmud
[1161] 2:11:52	just like I think there's value in reading the Apocrypha but that doesn't mean I'm going to
[1162] 2:11:59	regard it as an authoritative source um
[1163] 2:12:05	I've seen some commentaries that have tried to use the talmud
[1164] 2:12:12	and oral Torah in its commentary and I'll be very honest there's some of
[1165] 2:12:19	the worst commentaries I've ever read They're not good commentaries because they don't take generally don't
[1166] 2:12:26	take they give Primacy to the Sages
[1167] 2:12:32	uh the Jewish sages but don't give Primacy to the original context
[1168] 2:12:37	so you know I'm all about context I'm all about uh the context of the original
[1169] 2:12:43	writings I'm all about you know discovering what how the Israelites lived what they believed what they read
[1170] 2:12:51	and then using that to interpret the text I don't need the speculations of
[1171] 2:12:56	somebody A Thousand Years Later who had forgotten all that
[1172] 2:13:02	they had no idea what the context of those original writers were I think a lot of people come to oral
[1173] 2:13:09	Torah with this sort of sense of oh
[1174] 2:13:14	they spoke the original language they must know more
[1175] 2:13:20	no not really honestly I mean you could probably I mean Heiser
[1176] 2:13:26	said this you know you can find a six-year-old in Israel who can speak the original language
[1177] 2:13:31	you're gonna trust that you're in biblical interpretation to a six-year-old
[1178] 2:13:38	be more concise and clear than a Ron White interpretation
[1179] 2:13:49	okay we wouldn't be very responsible this is why we don't
[1180] 2:13:55	put oral Torah and tamud on a pedestal because it's not responsible it's not
[1181] 2:14:02	good exegesis so anyway I hope that answers the question thank
[1182] 2:14:09	you very much for the question it's an important question and I think a lot of people sort of
[1183] 2:14:14	um give the sages more do than they really should have so anyway thank you
[1184] 2:14:21	very much for the question appreciate the question but that's sort of where I stand on this
[1185] 2:14:33	okay
[1186] 2:15:07	are you getting to the end here yeah Heaven be
[1187] 2:15:12	I know we have uh Jack Ray coming up
[1188] 2:15:17	I saw his 9 23 is where the Mark is very close to
[1189] 2:15:26	it right now
[1190] 2:15:33	there you go Foundation okay and Jack rays uh ancient Egyptian Bible please check
[1191] 2:15:39	your email for a donation
[1192] 2:15:51	and um he gave us a hundred dollars U.S thank you very much for that Super Chat
[1193] 2:15:57	uh by the way Jack um in um your copious free time uh please send
[1194] 2:16:03	me either a Twitter chat or uh contact me on Facebook uh we'd like to get your
[1195] 2:16:11	address to send you a little thank you for being so generous to our Channel uh we really couldn't have survived this
[1196] 2:16:17	long without your your very very generous support and we really really appreciate it and we just want to send
[1197] 2:16:22	you a token of our gratitude we very very much appreciate how much
[1198] 2:16:28	you've given to uh this channel over the last year or two so we very much appreciate we don't
[1199] 2:16:35	thank you so very much your generous donations help keep this channel going we are so grateful and we so appreciate
[1200] 2:16:43	it so please um we don't have a way of contacting you but uh or or send uh send a um email
[1201] 2:16:53	with your address to that um um to that address you use for the
[1202] 2:17:00	PayPal so anyway thank you very much for the Super Chat we really really appreciate
[1203] 2:17:06	it thank you so much for your generosity it helps keep food on our table and keeps this work going
[1204] 2:17:15	okay you're on the Discord server too so send me a DM that'll work just fine
[1205] 2:17:23	okay the next Super Chat here is from polycarp uh
[1206] 2:17:29	varieta for 4.99 thank you very much for the Super Chat and he says from a Biblical perspective
[1207] 2:17:36	why did God allow the development of other religions and why hasn't he intervened in recent times
[1208] 2:17:43	okay two questions why did God allow the development of
[1209] 2:17:49	other religions and why hasn't he intervened in recent times
[1210] 2:17:54	okay there's two the first I'll take the first question is why did he allow the
[1211] 2:18:01	development of other religions I think
[1212] 2:18:07	he allowed it to show the darkness to
[1213] 2:18:13	if you have a counterfeit it implies a genuine like for example if you have a
[1214] 2:18:19	counterfeit dollar bill that implies that there's a real Count there's a real dollar bill out there you
[1215] 2:18:25	know you might have a roll of counterfeited dollars in your pocket but
[1216] 2:18:31	you know somewhere out there in the big universe that there's a real dollar bill
[1217] 2:18:36	out there at least until the monetary system collapses and then when we're all host
[1218] 2:18:43	okay but the the establishment of a counterfeit
[1219] 2:18:49	implies a genuine in the same way the establishment of a
[1220] 2:18:56	counterfeit religion alludes to a genuine
[1221] 2:19:02	so you do have this idea in say New
[1222] 2:19:10	Testament revelation that all those that came before Christ were robbers and thieves
[1223] 2:19:16	that they were Steelers stealing from a flock and that the whole idea that God allowed
[1224] 2:19:24	the development of of these other religions to show hey there is religion
[1225] 2:19:31	there's going to there's going to be all these counterfeit religions but there's going to be a true one also
[1226] 2:19:37	so that's why I think he allowed it now why hasn't he
[1227] 2:19:44	intervened in recent times it comes down to the Sea the sower and the seed
[1228] 2:19:51	uh or sorry the parable of the weed and the territory it's a parable of leading tears okay now in the parable of the T
[1229] 2:19:58	we in the tares the good farmer goes out and he plants his wheat
[1230] 2:20:04	and his enemy comes by night and sows tears among the wheat
[1231] 2:20:12	okay now the Terrace is basically a worthless plant it's a weed
[1232] 2:20:18	it's a weed that grows alongside the wheat and it has an empty head you can't eat a
[1233] 2:20:24	tear but you also can't tell them apart they're not easy to tell apart from the
[1234] 2:20:30	wheat they're both cut grasses essentially they're both types of grass
[1235] 2:20:35	so the tear will grow up now tears can choke out wheat
[1236] 2:20:41	and wheat is not is is a kind of a sensitive grass so
[1237] 2:20:47	this presents the farmer with a problem do you pull out the tears
[1238] 2:20:54	you know trying to maximize how many how much wheat survives
[1239] 2:20:59	and the farmer makes the decision in the parable no we leave the tares with the wheat
[1240] 2:21:06	and let them grow alongside and we'll figure it out the Harvest
[1241] 2:21:12	we'll figure it out at the Harvest so what happens is
[1242] 2:21:18	the parable says the angels will sort it all out essentially the angels will collect the
[1243] 2:21:24	tares and burn them because we don't want to risk pulling up
[1244] 2:21:30	the wheat so the idea of why he hasn't intervened
[1245] 2:21:36	is because he doesn't want to affect
[1246] 2:21:42	the wheat those who would come to Christ by growing up alongside the tares
[1247] 2:21:51	essentially so that's why the the the risk the
[1248] 2:21:56	danger to the true religion is greater than
[1249] 2:22:02	allowing the other religions to prosper essentially
[1250] 2:22:08	so that's it from a Biblical perspective of why God allowed the development and
[1251] 2:22:13	of other religions and allow them to persist is because the risk of of you know
[1252] 2:22:22	damaging the cause of Crisis too great to pull them up at this point in time
[1253] 2:22:27	so anyway I hope that answers your question thank you much for the Super Chat very very much appreciated
[1254] 2:22:37	uh we have another one here from polycarp uh salivar varieta for 199.
[1255] 2:22:43	thank you very much for the Super Chat are you more of an Old Testament or new testament guy yeah I gotta be honest I'm
[1256] 2:22:50	more of an Old Testament guy um that's more because I find it interesting okay
[1257] 2:22:56	uh okay okay
[1258] 2:23:03	um I didn't mean to imply that Jesus wasn't interesting okay
[1259] 2:23:09	I'm not even applying that salvation isn't interesting okay [Laughter]
[1260] 2:23:16	we are bible-believing Christians okay
[1261] 2:23:23	I'm getting myself into trouble here my night's not even over yet
[1262] 2:23:28	[Laughter]
[1263] 2:23:37	but I have to admit when I study the Bible I'm much more interested in the Old Testament honestly
[1264] 2:23:44	there's a reason why the reason why I'm I'm so interested in the Old Testament is because less work's
[1265] 2:23:50	been done on it yeah it's been around longer but it also
[1266] 2:23:55	hasn't had the same attention and sort of the Christian sphere that
[1267] 2:24:01	say the New Testaments had I mean in Christianity we have to admit the New Testament dominates it dominates
[1268] 2:24:09	it dominates our churches it dominates our seminaries it dominates our our Christian academic
[1269] 2:24:17	worlds because of that a lot of work's been done on the New Testament
[1270] 2:24:24	however at the same time too the con to cultural context of the New
[1271] 2:24:30	Testament covers about 100 years the language
[1272] 2:24:36	is really pretty narrow it's koine Greek
[1273] 2:24:41	in New Testament studies the sort of the Frontier of the research is more or less
[1274] 2:24:47	debating over grammar in terms of phrase you know basically exegesis
[1275] 2:24:55	now in the case of Old Testament there's so much we don't know
[1276] 2:25:01	there's a lot we don't know about the context there's a lot we don't know about the languages even Hebrew we think that
[1277] 2:25:09	Hebrews are well established language there's still really solid articles being published on Hebrew
[1278] 2:25:14	foundational stuff you know Hebrews a language says that went dead twice not just once it died
[1279] 2:25:21	twice so that leaves us with a very interesting um and I'm from how we understand what
[1280] 2:25:29	Biblical Hebrew is supposed to say uh it covers a huge amount of time
[1281] 2:25:37	you know it covers A Thousand Years you know that's that's going to give you
[1282] 2:25:43	huge amounts of variance in history culture various Empires are involved uh
[1283] 2:25:50	there's a whole lot that could be discovered here it's a whole lot of fascinating fascinating stuff
[1284] 2:25:58	so you know yeah I get excited about the Old Testament because I'm always learning new things in it
[1285] 2:26:05	so yeah I tend to be more of an Old Testament guy I fully admit it
[1286] 2:26:11	but then again that's because I like learning
[1287] 2:26:18	yeah my producer did point out yeah the New Testament is more of an Old Testament book anyway you know it's just
[1288] 2:26:24	to understand the New Testament you really need to understand the Old Testament just like it says in Hebrews
[1289] 2:26:32	you know the book of Hebrew says you know I wish you understood the Old Testament
[1290] 2:26:38	okay or sorry uh I wish you understood say
[1291] 2:26:43	the revelation of Christ like you understood the Old Testament now of course the guys who are reading Hebrews understood the Old Testament thoroughly
[1292] 2:26:51	you know I kind of wish we had that problem today where you know people would understand uh the Old Testament you know if they
[1293] 2:26:59	just understood the Old Testament maybe a lot better off but instead we have people who don't understand old or new testament
[1294] 2:27:06	and that's sort of the problem we're finding ourselves in today so yeah I get excited about the Old
[1295] 2:27:12	Testament that's just that's what I'm interested in
[1296] 2:27:18	so anyway thank you very much for the Super Chat very much appreciated and I hope you get I gave you some insight
[1297] 2:27:23	into uh my preferences here just
[1298] 2:27:35	okay polycarp salivare varieta for 199. thank you very much for the Super Chat
[1299] 2:27:41	very much appreciated what is your view of Heaven hell and Purgatory okay
[1300] 2:27:49	um I'm gonna give you a wait till Monday on this one part of it okay I'll explain part of it
[1301] 2:27:57	but uh I have done a full video on hell
[1302] 2:28:03	I have um I do not believe in purgatory I
[1303] 2:28:08	believe Purgatory is um goes against the finished work of
[1304] 2:28:14	Jesus Christ Jesus Christ paid the entire cost of sin there is no having to pay your own way
[1305] 2:28:22	out of purgatory okay that would be by works okay you're
[1306] 2:28:28	working your way out of out of purgatory that's a Salvation by works issue and that's that's probably that's very
[1307] 2:28:34	problematic okay Evan Heaven I think is real
[1308] 2:28:40	I think it is divine Bliss I think we're given bodies that when exposed to the glory of God
[1309] 2:28:49	experiences Bliss okay peace happiness
[1310] 2:28:56	um newest of life and life eternal
[1311] 2:29:01	I believe Heaven is a place of eternal life okay and life abundantly
[1312] 2:29:08	and I think there's going to be a lot of people in heaven that we don't expect to be there so I don't think it's necessarily super exclusive
[1313] 2:29:16	okay I'm not a Universalist by any stretch of the imagination by the way because I think there's a real hell
[1314] 2:29:22	now to get my views on hell um I will uh tune in Monday
[1315] 2:29:30	because on Monday we are doing a Mr EC show okay the topic of Mr EC show is seven
[1316] 2:29:39	views of hell so you'll want to turn into tune into Monday's video for the answer to this
[1317] 2:29:45	question okay at least on the help portion and then you'll get my view of Hell okay
[1318] 2:29:52	so I wouldn't want to give away spoilers
[1319] 2:29:58	yes Mr EC says tune in Monday
[1320] 2:30:05	could be
[1321] 2:30:15	so anyway uh thank you very much for the Super Chat so that you got my view of heaven
[1322] 2:30:21	and very few people disagree on Heaven by the way I mean most people will say it I mean probably the most uh
[1323] 2:30:28	contentious thing about heaven is some people do think it's not eternal but they're in a real minority most
[1324] 2:30:36	people who believe in heaven think it's Eternal think it's Bliss nobody disagrees about heaven it's the other two that there's wider disagreement on
[1325] 2:30:45	and views on hell are kind of all over the map so we're going to talk about the seven
[1326] 2:30:50	views of hell and um and we'll do that on Mondays uh Mr EC
[1327] 2:30:57	show so thank you very much for the Super Chat very much appreciate it
[1328] 2:31:06	okay and I got another one here from polycut uh salivarietta for 4.99 thank
[1329] 2:31:11	you very much for the Super Chat why did God choose Moses and the prophets what is his criteria
[1330] 2:31:20	ah the prophets are servants okay and the criteria
[1331] 2:31:29	seems to be the ability to serve essentially they are they are an intermediary now
