[0] 0:00	[Music] foreign
[910] 1:39:15	why uh you know you have to look at other places because there's no evidence there did you look at the evidence properly
[911] 1:39:21	but what's your horizon when you when you say that you know what are you accepting as
[912] 1:39:27	evidence you know why is is is is one set of evidence better than another seven
[913] 1:39:33	evidence aren't they both evidence one or the other
[914] 1:39:39	so when you when you talk about consensus scholarship you're really talking about
[915] 1:39:46	a field that has been dominated by skeptical skeptical approaches skeptical
[916] 1:39:53	methodological approaches to the Bible whether that's the documentary hypothesis whether it's biblical
[917] 1:39:58	minimalism you know redaction theories you know there's a lot of these theoretical
[918] 1:40:07	skeptical approaches that have gone into the teaching of
[919] 1:40:14	say biblical studies for the last 80 years
[920] 1:40:19	several generations of scholarship so when you get that
[921] 1:40:26	that I mean when I went to college first in the
[922] 1:40:31	in the late 1980s uh my my
[923] 1:40:37	um biblical studies uh professor you know he basically said that nobody believes in the Bible anymore there's
[924] 1:40:43	nothing in the Bible that you can rely on nothing in the Bible is true nothing he
[925] 1:40:49	said really how do you give something 100 false
[926] 1:40:56	um but his view wasn't uncommon in the 80s it really wasn't
[927] 1:41:03	you know the pendulum had had so far swung towards biblical minimalism
[928] 1:41:10	that you know people were saying you know respected Scholars were saying there's
[929] 1:41:15	nothing you know historical in the Bible now fortunately today it's different
[930] 1:41:22	it's a lot different we do have have you know consensus Scholars that basically say okay you know we may not agree with
[931] 1:41:29	an axis but we at least think there's now a King David so a lot has changed in just 40 Years of
[932] 1:41:36	scholarship you know a lot has changed
[933] 1:41:42	and I think it's changing too with the Exodus as well you know as more people are doing good
[934] 1:41:50	methodological studies on say the pentateuch from an ancient near Eastern perspective
[935] 1:41:57	I think this is going to change any even more and it's and it's not just me that's doing this it's like guys like
[936] 1:42:03	Benjamin Newman uh Noonan's doing this um Mark janssen's doing this there's there's others there's a lot uh quite a
[937] 1:42:10	few others now that are doing this and picking up where sort of uh the last
[938] 1:42:16	generation left off so you know you if you got an approach
[939] 1:42:22	where everyone is saying yeah The Exodus is myth there's no evidence for the Exodus they're also going to say the same thing for Moses it's leader
[940] 1:42:30	so that's why the consensus is what is what it is now
[941] 1:42:37	with that said do I believe it was well preserved the
[942] 1:42:42	sayings of Moses uh of Moshe and Iran yes I do and a lot of it comes down to
[943] 1:42:48	linguistics uh we do find say a lot of Egyptian loanwords in the pentateuch
[944] 1:42:55	you know which seems to suggest that these were people that came out of Egypt
[945] 1:43:00	a lot of Egyptian names in the pentateuch again if you're a Semitic Israelite analytic
[946] 1:43:07	Semitic culture you're not gonna pick up Egyptian names automatically
[947] 1:43:13	and you're not going to do this just for to to try to make your book seem more
[948] 1:43:19	more Egyptian you know you're not dealing with that kind of audience that that's that's
[949] 1:43:24	sophisticated that they can go oh yeah that word we commonly use yeah it's Egyptian
[950] 1:43:30	no they're they're not going to do that that's that's that's bizarre and strange nobody does that
[951] 1:43:36	oh oh that word you're using yeah it's French
[952] 1:43:41	you know a lot of English is based upon French and German but we don't normally pick it apart to
[953] 1:43:47	see oh yeah yeah that word you're doing using it's German or or it's French and origin yeah
[954] 1:43:55	you know it's just Nobody Does this nobody did it back then
[955] 1:44:04	nobody does that today but yet we do see a lot of egyptianisms
[956] 1:44:10	in the pentateuch this does tell me that a lot of what was in the pentateuch
[957] 1:44:18	is original to at least the wandering period in the Sinai
[958] 1:44:24	foreign so I think those parts are definitely well preserved now could
[959] 1:44:30	other pits been added absolutely absolutely you know there is there are
[960] 1:44:36	connecting phrases that do allude to say later editor editorial
[961] 1:44:44	uh connecting I mean what I think what what I think that the pen took originally was was
[962] 1:44:49	essentially the loose papers uh of Moses and Aaron
[963] 1:44:55	essentially the loose papers of Moses and Aaron that had been collected together and then sort of written out as one
[964] 1:45:04	as five books with with editors connecting the papers with just little
[965] 1:45:11	pieces of interceding text I think it's pretty obvious when you
[966] 1:45:16	start reading it you know it says in some places like this these are the words of Moses
[967] 1:45:22	well Moses wouldn't have written that okay an editor would have written that
[968] 1:45:28	whether that editor is Joshua who knows but this could have this process of
[969] 1:45:34	smoothing out the text could have taken place as as late as I would say the early monarchy
[970] 1:45:41	so it could have happened up to a relatively late period of time
[971] 1:45:49	but I also think too that there was a very good faith effort of the editors to preserve the original text
[972] 1:45:56	not necessarily maintain the spelling or the grammar but to keep the content
[973] 1:46:05	so anyway I hope that answered your question thank you very much for the Super Chat it's an interesting question
[974] 1:46:10	and there's a lot of nuance and a lot of detail here involved but I hope that answered it thank you very much the
[975] 1:46:17	Super Chat very much appreciated okay
[976] 1:46:29	okay interesting um uh Super Chat for five dollars from Ming is mad love
[977] 1:46:36	um okay interesting uh interesting username
[978] 1:46:43	and he says thanks for all the answers bless you bless you Dr Falk and Kiara
[979] 1:46:49	well thank you very much we really really appreciate the Super Chat and the
[980] 1:46:54	uh thanks we appreciate it uh got a smile here on the side from Kiara which is always a plus
[981] 1:47:02	uh so uh we appreciate the uh super chats it really helps us out
[982] 1:47:09	um it's been a lean month so uh tonight's not looking particularly better
[983] 1:47:14	so uh we have um we are grateful for all the donations
[984] 1:47:19	that we get because it does help us to survive uh we have we've come to depend
[985] 1:47:25	upon this for uh it's an important source of income so we do appreciate the
[986] 1:47:31	thanks and we thank you for the support of the channel it's very very much appreciated I mean we would be still
[987] 1:47:37	doing this if we didn't get the super chats we don't know how long we'd be doing it to be honest
[988] 1:47:43	but we do this as a labor of love really so we'd be answering your questions we'd
[989] 1:47:49	be here Friday night anyway so but we do appreciate people who who
[990] 1:47:55	are supporting what we do and it does help us really in ways you
[991] 1:48:00	probably don't even realize so thank you very much for the Super Chat very very much appreciated
[992] 1:48:09	okay and the final uh this is our final Super
[993] 1:48:14	Chat here from Paolo Andres for 4.99 thank you for your answer well my pleasure it's my pleasure uh anytime we
[994] 1:48:23	can answer a question uh you know and that helps somebody else uh
[995] 1:48:32	oh okay okay sorry I got distracted by a question here uh
[996] 1:48:39	so anyway uh thank you very much uh for the Super Chat and I'm glad we were able
[997] 1:48:44	to answer your question um it was a good question so um it's always a pleasure to to do good
[998] 1:48:49	questions and we really appreciate the support um
[999] 1:48:55	wow thank you so much very very much appreciate it
[1000] 1:49:00	okay uh now we're gonna go on to the uh non-super chats here so
[1001] 1:49:07	uh we're almost pushing two hours so we might get out of here early tonight
[1002] 1:49:12	um uh historical gaming strategy when even
[1003] 1:49:19	the Mr EC merch comes out then it will be a main source of income
[1004] 1:49:27	we have had so many requests for Mr EC merchandise oh wow um
[1005] 1:49:37	if anyone knows how to do it uh look if anyone knows how to to do proper
[1006] 1:49:43	merchandising you know merchandise let us know come onto our Discord server let us know
[1007] 1:49:53	please we've checked out both you've checked out my check out they scam me yeah we want to avoid the
[1008] 1:50:00	scammers we've we've we've encountered some of
[1009] 1:50:06	these guys who are just you know they want to merchandise your stuff you know but they don't want to pay out
[1010] 1:50:12	yeah we encountered one where it was like well the more units you sold the less you got per unit
[1011] 1:50:20	how does that work and they're more expensive it was Yeah the more expensive it was like t-shirts you know if you
[1012] 1:50:26	want to to get ten dollars for your T-shirt you have to charge like 125 yeah
[1013] 1:50:31	and they took a hundred of it yeah I mean some of these some of these places were charging like for a t-shirt 125 and
[1014] 1:50:37	you get 10 out of it so it was a bad deal all around so if anyone knows how to how to do do
[1015] 1:50:44	merchandising in a way that's not a complete rip-off uh come onto my Discord server I'd
[1016] 1:50:50	invite you all to come onto my Discord server anyway because our Discord server is really cool uh and let us know you know give us some
[1017] 1:50:56	help here because it's not it's not something we are really familiar with we don't know how to merchandise this stuff
[1018] 1:51:01	but we are we're open to doing it at this point
[1019] 1:51:07	yeah Kiara and I both want a Mr EC t-shirt and cup okay
[1020] 1:51:13	okay I wanted Mr EC coffee cup and a t-shirt
[1021] 1:51:18	um I also wouldn't mind doing a little bit of Mana machine stuff uh you know you can have real fun we
[1022] 1:51:24	could have some real fun with this so to support our ministry good at this stuff who knows a reliable
[1023] 1:51:32	source yeah so if you didn't hear her offline if anyone knows a good reliable source
[1024] 1:51:40	for doing this please let us know
[1025] 1:51:47	has just gave us a 499 Super Chat well thank you very much for the Super Chat
[1026] 1:51:52	I can never think of a question but I want to bless you well thank you you have blessed us
[1027] 1:51:58	uh we appreciate this this is really really cool uh so much so appreciate it
[1028] 1:52:06	okay um see here there's a
[1029] 1:52:13	but yes um thank you so much it does bless us and it helps us greatly so we really
[1030] 1:52:19	appreciate every Super Chat thank you so very much
[1031] 1:52:25	um yeah it's very helpful
[1032] 1:52:30	so very very much appreciate the Super Chat very much appreciate sentiment and
[1033] 1:52:36	you know we are amazed that you know we come on to here we answer questions and we get richly blessed in return you know
[1034] 1:52:44	just it's wonderful thank you so very much and thank you for the Super Chat
[1035] 1:52:51	okay uh what's the takeaway for five dollars thank you very much for the Super Chat
[1036] 1:52:58	asking for a friend and Scotty what is your opinion on the Norse
[1037] 1:53:04	mythology favorite Gods story lore or something else oh
[1038] 1:53:11	well uh
[1039] 1:53:17	my uh to give you a little bit of background information uh
[1040] 1:53:23	my mother's father was from Sweden okay
[1041] 1:53:30	uh yes so yes I have Norse blood
[1042] 1:53:37	my wife has Danish and Norwegian blood uh so yes um
[1043] 1:53:44	but I wasn't raised on North mythology so it wasn't something that
[1044] 1:53:49	um yeah Scandinavian Cuisine sure okay
[1045] 1:53:54	Scandinavian Cuisine was one thing uh but the mythology I didn't get much
[1046] 1:54:00	of the two Raiders my wife likes the two Ravens
[1047] 1:54:09	um I don't have a huge opinion of of North
[1048] 1:54:15	mythology I'm Vaguely Familiar with it you know the the myth of Odin and Thor
[1049] 1:54:20	and the tree with the three Fates um
[1050] 1:54:27	so you know I have some familiarity with Morse or mythology
[1051] 1:54:33	um but it's really it's not really something I was really into I wasn't really into it as a kid
[1052] 1:54:38	Viking sure okay Vikings were cool I loved Vikings as a kid
[1053] 1:54:46	um but thology not so much it wasn't really it
[1054] 1:54:51	wasn't a huge huge thing for me uh
[1055] 1:54:56	wasn't that interesting for me um Valhalla was kind of interesting honestly
[1056] 1:55:02	uh that's probably the the only the whole idea of dying and battling going to Valhalla where you get to fight some
[1057] 1:55:09	more I kind of I kind of I kind of you know that was kind of interesting
[1058] 1:55:16	but that's about the limit of it um again was not much in North theology uh
[1059] 1:55:24	North Norse mythology as a kid um so didn't get into that I mean as a kid
[1060] 1:55:30	I was a total egyptophile it's totally egyptophile yeah Egyptian I mean I I you have to
[1061] 1:55:36	understand as a kid I was I was already you know tinkering with hieroglyphs and all that stuff so for me I was always
[1062] 1:55:42	about Egypt uh even as a small child so
[1063] 1:55:48	um didn't so much look at Norse mythology but anyway I do appreciate the super
[1064] 1:55:53	chat um that's probably the best I can say um don't have really a bunch of an
[1065] 1:55:58	opinion on it at all sorry uh but I do appreciate the Super Chat thank you very much for the Super Chat and I very very
[1066] 1:56:05	much appreciate it okay we have uh a super chat from aleko
[1067] 1:56:10	for five dollars Australian thank you very much the Super Chat shabbat shalom Folkers and everyone well shabbat shalom
[1068] 1:56:16	to you um I don't see a question here but I thank you very much for the Super Chat I'm very very much appreciated
[1069] 1:56:23	I do as I said every Super Chat helps us we very very much appreciate it
[1070] 1:56:31	it helps us continue to do work now for for
[1071] 1:56:36	uh everybody just keeping everyone on the same page
[1072] 1:56:41	what we've been working on recently is this upcoming discussion with Tides Kennedy that's probably been the big
[1073] 1:56:47	thing on my map it's it's consumed all my time for like the last six weeks
[1074] 1:56:54	so um just sort of getting it in my head
[1075] 1:56:59	so that's that's probably one of the reasons why I haven't been so active on say some of the servers like the Discord
[1076] 1:57:06	and um and on my comment section in YouTube because that has really taken my focus
[1077] 1:57:13	so um it should be a very very interesting discussion but that's what that's what we've been working on is is
[1078] 1:57:19	trying to give the the best you know case for the late uh exit state
[1079] 1:57:28	and it's finally this is finally happening on Monday I got the final confirmation from uh Sean McDowell today
[1080] 1:57:36	got the link for for Monday not the public link but the private one
[1081] 1:57:42	uh when the when the when the public link is is up where we will put those uh
[1082] 1:57:47	links on the community the channel the community section of the channel so that
[1083] 1:57:52	everyone knows where to tune in
[1084] 1:57:58	and we are going to have the after party at four I'm gonna do something unique for the after party if you missed the
[1085] 1:58:04	beginning of the live stream wishes we're actually going to use stream yard so that people can come in and actually talk face to face with me
[1086] 1:58:11	or at least you know chat to chat with me so instead of being a monologue it will be a true dialogue and we will talk
[1087] 1:58:18	about everything that happened on or at least what interested people uh who come in and and want to discuss
[1088] 1:58:24	the debate the discussion so I'm hoping for a civil discussion
[1089] 1:58:31	and we will see what happens you know stuff like this is going to be a surprise you know sometimes it can be
[1090] 1:58:37	very productive and a very cordial discussion sometimes it's less so
[1091] 1:58:43	all that's in God's hands so debate in the morning at 10 30 A.M
[1092] 1:58:50	and then in the afternoon at 4 P.M uh Pacific time it'll be the after party
[1093] 1:58:57	so this will be awesome as Recreation just said this will be
[1094] 1:59:02	awesome very much look I'm very much looking forward to this uh it's been a long time
[1095] 1:59:09	coming it's been something that uh the early dators honestly have not been
[1096] 1:59:16	able to feel a good um somebody really really knowledgeable in
[1097] 1:59:22	the field for a long time now Titus Kennedy is is probably one of the most knowledgeable people in
[1098] 1:59:30	this field at least representing his point of view which is the early exit of State
[1099] 1:59:37	yeah now the you know we there's things we do very much agree with you know
[1100] 1:59:42	Titus and I do agree on several things we both agree that the Bible is the word
[1101] 1:59:48	of God and we both take the word of God seriously you know we both believe in a historical Exodus
[1102] 1:59:54	and I think we both would maintain that the Bible is internally consistent so I
[1103] 1:59:59	there there's there's Common Ground there you know and we both we're both Believers in Jesus Christ so
[1104] 2:00:05	you know there's Common Ground there and hopefully that Common Ground will be enough to keep this this conversation
[1105] 2:00:10	very very civil so but it is a lot of preparation work has gone into this as I said six weeks
[1106] 2:00:16	of prep work so with that said thank you very much for the Super Chat
[1107] 2:00:22	very very much appreciate it because it does help our Channel let's get back to
[1108] 2:00:29	uh the non-super chats in the comments
[1109] 2:00:34	said why so few thumbs up bless that like button before you forget folks okay
[1110] 2:00:41	well um we have it's been a slow night it's been a slow night we haven't had a lot
[1111] 2:00:46	of uh super chats we haven't had a lot of of activity in the in the live chat
[1112] 2:00:51	uh it's just been slow nights so you know we don't understand why but sometimes it happens
[1113] 2:00:59	God will bless what He blesses you know if he doesn't bless this channel you
[1114] 2:01:05	know what then it's not serving the people anymore and will go away and something else will take its place
[1115] 2:01:10	if what we do here helps the community you know it the community will benefit
[1116] 2:01:16	from it they'll grow you know and and more will you know more people will
[1117] 2:01:22	learn and and grow spiritually and hunger for the word of God so
[1118] 2:01:28	uh yes absolutely uh Sean McDowell on Monday November 7th at 10 30 a.m Pacific
[1119] 2:01:37	time all right yep Monday Monday
[1120] 2:01:44	November 7th 10 30 A.M
[1121] 2:01:52	[Music] 10 30 A.M Pacific time
[1122] 2:01:59	you can do PST Pacific Standard Time
[1123] 2:02:07	at 4 pm awesome okay let's take another comment here
[1124] 2:02:24	uh Mr EC Mana machine popcorn Bulls oh yeah I would love that too
[1125] 2:02:30	especially see the mountain machine bowls [Laughter]
[1126] 2:02:36	I mean a manufacturer for a pot porch popcorn popper was that some shaped like
[1127] 2:02:42	a Mana machine now that that you're talking yeah yeah I don't think we'll get that [Laughter]
[1128] 2:02:50	um Angelica Reyes says hello I'd like to know what type of insect is that on your front cover it's
[1129] 2:02:58	a Scarab which is um uh a very nice way of saying a dung
[1130] 2:03:04	beetle laughs scared sounds so much better
[1131] 2:03:11	um basically uh this was a very very important symbol in Egyptian mythology
[1132] 2:03:19	the Scarab is a is a beetle that basically takes dung
[1133] 2:03:27	uh puts it down a hole its nest lays an egg on it and you know reproduces you
[1134] 2:03:33	know the larvae ate the dung and produce new beetles now the Egyptians saw this as the
[1135] 2:03:40	manifestation of the god kepuru the god of manifestations it was kind of
[1136] 2:03:47	a solar God so they would see the the scare beetles working in the hot sun you know
[1137] 2:03:53	seemingly more active during the Sun the daytime and
[1138] 2:03:58	um you know they would say okay you know one Beetle creates more beetles you know
[1139] 2:04:04	you know manifestations a multitude um so you know that's was a it was a
[1140] 2:04:11	very very important symbol in Egyptian solar uh mythology
[1141] 2:04:17	so in our case what we did for our logo is we did a solar a a scare Beetle and
[1142] 2:04:24	we put a patristic cross on it to sort of show that you know this is ancient Egypt and the Bible
[1143] 2:04:30	so that's what our our logo represents on on say the um live streams we just
[1144] 2:04:37	use a Scarab just a Scarab that we drew so anyway I hope that answered the question
[1145] 2:04:42	uh thank you very much for the question okay
[1146] 2:04:48	Crystal malice uh Crystal Mouse asks do you have any
[1147] 2:04:55	thoughts on Denver Seminary I saw that Richard has taught there so I was thinking about their OT program yes I
[1148] 2:05:02	would I would I would rate Denver Seminary very high um I do know Richard Hess
[1149] 2:05:10	um I've talked to him several times I've attended his lectures
[1150] 2:05:15	um I have a story with Richard Tesla I might share one day uh
[1151] 2:05:22	but uh Richard has very good at what he does very very good at what it does
[1152] 2:05:27	he is a believer he doesn't he doesn't sort of trumpet it out there but he is a believer
[1153] 2:05:34	um I like Richard Hess I mean he's uh he's a great guy I wouldn't hesitate I wouldn't hesitate
[1154] 2:05:41	to go to Denver Seminary honestly I think they have a decent OT program
[1155] 2:05:46	and S has done a great job expanding that program so I think I I think that would be a
[1156] 2:05:52	great choice so um so again depends what you want out of it
[1157] 2:05:58	but I think I think that'd be a good choice for an OT program it's a well-respected program it's a well-respected program
[1158] 2:06:04	so Ellie thank you for the question very much appreciated
[1159] 2:06:14	okay uh take this from uh oh two questions from Saint Ronan oh
[1160] 2:06:21	hard choice okay uh good evening Dr Falk before
[1161] 2:06:26	Muhammad started his Conquest was he in a malachite or a Canaanite at first
[1162] 2:06:31	I heard Scholars that he was from Petra um
[1163] 2:06:37	as far as we can tell I think he is from Medina I think that's his birth town is
[1164] 2:06:43	Medina so he is not he's neither he's not an
[1165] 2:06:51	amalekite and he's not a Canaanite uh basically already by the time of
[1166] 2:06:57	Muhammad the Arabian Peninsula had been occupied by Arabic tribes
[1167] 2:07:03	okay now the Arabic tribes had taken over
[1168] 2:07:09	from the the midianites basically midianites
[1169] 2:07:15	being ishmaelites so they drove out the ishmaelites out of Midian
[1170] 2:07:23	and basically forced them into be what was but became uh a Dom and to some
[1171] 2:07:29	extent Moab so basically Edom and Moab are sort of
[1172] 2:07:35	the last gasp of of the ishmaelites
[1173] 2:07:41	um and you could even make the case that the Egyptian kingdom is sort of the last ishmaelite Kingdom
[1174] 2:07:48	uh but Muhammad himself is a descendant of of the Arabic tribes
[1175] 2:07:54	now this is a a group of uh semites that migrated from
[1176] 2:08:03	say the Eastern side of the Sinai sorry the Saudi Arabian Peninsula driving out
[1177] 2:08:10	the midianites out of Midian and then sort of taking over this the entire Saudi peninsula
[1178] 2:08:18	so that's uh that's sort of his his his Heritage
[1179] 2:08:24	and as I said I believe he comes from uh Medina now we have to understand that
[1180] 2:08:30	Petra at the time of Muhammad had already been abandoned
[1181] 2:08:35	Petra was long abandoned it was abandoned around 200 A.D so it had already been abandoned for
[1182] 2:08:41	about 400 years by the time of Muhammad
[1183] 2:08:48	and part of the reason it was abandoned was because water supply had been broken Petra had to actually pipe water in
[1184] 2:08:55	it piped from a spring using essentially a cobble together piping system and a
[1185] 2:09:02	very in a very interesting piping system they basically made these short ceramic
[1186] 2:09:08	pipes that were two halves uh top half and a bottom half
[1187] 2:09:13	and they made it so that the bottom half of one end would insert into the other so this would retain water and prevent
[1188] 2:09:21	evaporation as it was being channeled down the Mountainside very very uh
[1189] 2:09:28	Innovative system of water transport well what happened was that water system
[1190] 2:09:33	broke pipes broke essentially and that forced people to to leave Petra
[1191] 2:09:41	there was no more water coming in and there wasn't the infrastructure anymore around the second third Century
[1192] 2:09:48	A.D to repair that so without that that support
[1193] 2:09:56	um they they just had to abandon the city so
[1194] 2:10:02	Muhammad would not have enlight in all likelihood been from Petra but it seems more likely he was from Medina and that
[1195] 2:10:09	seems to be what uh is the his his origin and by that by the time of
[1196] 2:10:17	Muhammad in the in the 6th century uh the whole Saudi Peninsula was
[1197] 2:10:22	essentially of Arabic descent so not Canaanite not a malachite Arabic
[1198] 2:10:29	different set of tribes so anyway thank you very much question very much appreciated
[1199] 2:10:35	okay
[1200] 2:10:42	let's see what else we have here oh uh we got uh thank you from Jack Ray for
[1201] 2:10:47	five dollars thank you very much for the Super Chat very very much appreciated uh we so appreciate every Super Chat again
[1202] 2:10:54	we depend upon your super chats to make ends meet we can't do it without
[1203] 2:11:00	you thank you so very much very very much appreciated and if you have a question you know put
[1204] 2:11:07	it in we'll answer it okay
[1205] 2:11:17	I see here uh now this one I'm gonna have to
[1206] 2:11:25	I'm gonna have to be contrarian here last one from Saint Rowan Eddie Van Halen or Bach who's got more musical
[1207] 2:11:31	power yeah I'm voting an old regular here I'm sorry I'm still gonna have to go with Bach on this one
[1208] 2:11:37	uh you know when it comes to musical power now okay I will I will say this in a
[1209] 2:11:45	cage match Eddie Van Halen will win but you're talking musical power okay
[1210] 2:11:50	not cage matches so I'll still have to go with Bach here it was a cage match Yeah Eddie Ben and
[1211] 2:11:57	Van Halen but musical power I still had it to Bach I I have a hard time you know
[1212] 2:12:02	Trump and Bach on just about anything musical because you know guy was just a genius absolute genius
[1213] 2:12:10	um anyway thank you for the question
[1214] 2:12:17	all right let's see what else we have here okay and
[1215] 2:12:24	uh Recreation will there be popcorn only if you bring it [Laughter]
[1216] 2:12:35	again with the cage matches well of course we're talking musicians how are we gonna avoid cage matches and music I
[1217] 2:12:41	don't see I don't see how you can you can you can keep the two separate
[1218] 2:12:46	laughs all right any let's see
[1219] 2:12:54	uh huh
[1220] 2:13:15	what about pizza oh pizza sounds good
[1221] 2:13:20	we ought to have pizza for uh for our after party yeah Pizza does sound sound delicious
[1222] 2:13:32	yeah we haven't prepared for food for us for that day we should probably think about that
[1223] 2:13:38	yeah we think that we've thought about the Theology and all the arguments of uh Taz Kennedy but not about what we eat no
[1224] 2:13:43	no we never we never talk about practical things at home no we only talk about theology
[1225] 2:13:52	will there be a lightsaber duel um wow um I hope not
[1226] 2:14:00	I mean look I mean if I have to resort to a lightsaber after the forced lightning I've done
[1227] 2:14:06	something wrong [Laughter]
[1228] 2:14:12	first so you don't have to do the lightsaber if he's close enough to you that he have
[1229] 2:14:19	to use a lifesaver you've messed up hahaha Force lightning first
[1230] 2:14:29	[Laughter] never let him so close that he has to he can use the lightsaber just being silly
[1231] 2:14:37	get him 20 feet across the room with the Force lightning and be done with them
[1232] 2:14:51	see here uh non-super chats
[1233] 2:14:59	hmm take this one from Keith wise
[1234] 2:15:06	I read online that Egyptians would pour beer on a woman to try to get her to have a child have you heard of this no I
[1235] 2:15:11	haven't I've heard of them getting women to drink beer
[1236] 2:15:17	to have a child that I've heard of
[1237] 2:15:26	um yes yes there is there is a
[1238] 2:15:31	oh wow uh uh the ads finished answering your question here
[1239] 2:15:37	um there there you do find in in Egyptian
[1240] 2:15:42	um literature literature
[1241] 2:15:50	a connection with between intoxication with narcotics and conception
[1242] 2:15:57	okay uh Lotus the juice of the lotus plant
[1243] 2:16:02	mixed with wine is a powerful intoxicant
[1244] 2:16:08	fertility rituals often use this combination so
[1245] 2:16:15	uh women getting intoxicated to conceive
[1246] 2:16:21	was something that they did in Egypt I've never heard of beer being poured on a woman to get her to conceive
[1247] 2:16:29	uh beer you have to kind of understand in in Egypt beer was not to get drunk
[1248] 2:16:35	beer was for water purification it was so low in alcohol that you really couldn't get drunk on beer in Egypt
[1249] 2:16:43	so it didn't have that sort of Mystique that it has in say the West in the west
[1250] 2:16:49	our beards are potent enough that people can actually get intoxicated on our beers
[1251] 2:16:54	not so in Egypt you'd have to drink an awful lot of beer in Egypt to get intoxicated it was only between one and
[1252] 2:17:00	a half to three percent very very low in alcohol so you had to drink a lot of beer
[1253] 2:17:05	like a gallon of beer to get drunk so you know it was it wasn't something
[1254] 2:17:12	that that people used to get drunk they got they got drunk on wine and if they really want to get hammered
[1255] 2:17:19	wine mixed with lotus and they would use that for for
[1256] 2:17:26	fertility so that was much more common so anyway thank you very much for the
[1257] 2:17:32	for the question very much appreciate I hope that answered your question
[1258] 2:17:37	foreign
[1259] 2:17:43	wow we just got a really really generous Super Chat from um Jack Ray wow thank
[1260] 2:17:50	you very much for that Super Chat very very much appreciated wow that is just incredibly generous
[1261] 2:17:56	very very much appreciate this and it says oh nice idea here's something for
[1262] 2:18:02	debate food and drink pizza or whatever well thank you so much uh I guess we're
[1263] 2:18:09	having pizza cool wow
[1264] 2:18:14	um very much appreciate this this is this is really helping us so um thank you so very much it's
[1265] 2:18:22	um gifts like this I mean every gift is important to us every gift it helps us out but get extra generous gifts like
[1266] 2:18:29	this are very very helpful and we really appreciate it and we don't take this for
[1267] 2:18:35	granted we know that people do give sacrificially and thank you so very much
[1268] 2:18:42	what's the takeaway says Jack Ray is the MVP of the night yes he is definitely uh
[1269] 2:18:50	thank you so very much okay
[1270] 2:18:56	uh of course now this is leading to a line of pizza questioning so I gotta
[1271] 2:19:02	answer those too but uh thank you very much Jack really
[1272] 2:19:07	appreciate this this generous support of our Channel and the mission that we're doing
[1273] 2:19:13	okay uh historical strategy gaming what is
[1274] 2:19:18	your favorite type of pizza oh oh
[1275] 2:19:23	I don't know if I'm gonna lose a lot of respect out of this um
[1276] 2:19:30	uh we do we do we don't like we don't like ultra thin crusts we do like a moderately thick crust
[1277] 2:19:37	pizza and the consensus the scholarly consensus uh in in our uh
[1278] 2:19:46	in our domicile here is uh we have a divided opinion
[1279] 2:19:53	we both agree on on the same pizzas but we tend to like both
[1280] 2:20:00	uh Supreme so loaded with everything you know mushrooms uh sausage pepperoni uh
[1281] 2:20:09	bell pepper you know multiple cheese we like that kind of pizza we also like the
[1282] 2:20:15	ham and pineapple uh there's just something about that that's you know it's like a dessert pizza and it's just
[1283] 2:20:22	we both really like it so we both like both types and so with sometimes
[1284] 2:20:27	alternate between say uh Supreme and ham and pineapple
[1285] 2:20:33	yeah I know some people say that's not real pizza but you know I live in the West Coast
[1286] 2:20:39	you know it seems to be more accepted here uh but
[1287] 2:20:47	okay interesting interesting [Laughter]
[1288] 2:20:52	I knew I liked you guys Cole Walker had interesting ham
[1289] 2:20:59	pineapple bacon jalapeno banana pepper with alfredo sauce interesting
[1290] 2:21:06	interesting um one of our house might not prefer
[1291] 2:21:12	they might not like the jalapeno uh but the Alfred sauce that's an
[1292] 2:21:17	interesting choice um
[1293] 2:21:22	[Laughter]
[1294] 2:21:30	well the great pizza War has begun
[1295] 2:21:37	foreign I remember I remember uh the the food
[1296] 2:21:43	War we had over is a hot dog a sandwich we're not going to revisit that by the
[1297] 2:21:49	way it was too divisive
[1298] 2:21:55	uh historical strategy gaming we have a local store here that sells barbecue Pizza
[1299] 2:22:01	um yeah I've had barbecue Pizza it's not bad it's not bad
[1300] 2:22:09	um I've even had anchovies on pizza and really enjoyed it
[1301] 2:22:14	um but you know the thing is one of the things I've discovered with like anchovies on pizza is it really depends
[1302] 2:22:21	on the type of anchovy um the little thin ones not are not so
[1303] 2:22:28	good on pizza they're not they're not great on pizza big ones the the ones that are like thick thick fillets I mean those can be
[1304] 2:22:35	quite good on pizza so you know I I don't I I don't go out
[1305] 2:22:41	I've never gone out of my way to order anchovy pizza but I had I had anchovy pizza once
[1306] 2:22:50	you know an unlimited supply of it and it was just like you know seven slices in and I'm just going oh my gosh I'm
[1307] 2:22:56	just like addicted to this
[1308] 2:23:01	I mean it was like being Dr Zord Zoidberg you know eating the anchovies you know
[1309] 2:23:10	he couldn't stop and I thought I was like that I couldn't stop eating the anchovy pizza it was just like
[1310] 2:23:16	oh you just it's salty and savory and for some reason I can't stop eating it
[1311] 2:23:23	it's terrible okay
[1312] 2:23:31	so let's take a few more non-super chats make sure we cover as many as we can
[1313] 2:23:41	uh let's see here
[1314] 2:23:47	I'm gonna take this one from Lost in Victory here he asks both Mesopotamia and Egypt were
[1315] 2:23:53	irrigated lands yes both cases they were do you think this has any bearing on
