[0] 3:03	Heat.
[2231] 1:58:58	as their offspring were alive.
[2232] 1:59:02	So
[2233] 1:59:05	Kipius H fertility contest in a sense.
[2234] 1:59:08	Yeah. Welcome to Royal Succession.
[2235] 1:59:20	Okay, next one here.
[2236] 1:59:27	Let's see here. What do we got here? Uh,
[2237] 1:59:30	Louis Sandival, where was Abraham's?
[2238] 1:59:33	Okay, it is in
[2239] 1:59:37	northern Mesopotamia
[2240] 1:59:39	at a place called Urashesh and it is an
[2241] 1:59:43	active archaeological site. You can find
[2242] 1:59:46	it um on Google Maps. Um I think it's in
[2243] 1:59:51	Iraq if I'm not mistaken.
[2244] 1:59:54	Um but yeah, it's a place called
[2245] 1:59:56	Urashesh
[2246] 2:00:00	and it is in Mesopotamia unlike Ur of
[2247] 2:00:03	Sumer which is actually not in
[2248] 2:00:05	Mesopotamia.
[2249] 2:00:07	So oh there's about a half dozen in
[2250] 2:00:11	Mesopotamia but I think Abraham's ish.
[2251] 2:00:14	So,
[2252] 2:00:23	uh, Ryan Conamp asks, "Do we know how
[2253] 2:00:25	many fallen angels there are?" No, we
[2254] 2:00:28	have no clue. Um,
[2255] 2:00:32	we know they can't procreate.
[2256] 2:00:34	We know that they cannot um
[2257] 2:00:39	um that there's many, many of them.
[2258] 2:00:42	Uh there have been some people that have
[2259] 2:00:44	said, you know, myriads of myriads of
[2260] 2:00:47	angels. Okay. Oh, that's a hundred
[2261] 2:00:50	million. Okay. That's a 100 million.
[2262] 2:00:55	And the idea of fallen angels is that a
[2263] 2:00:57	third of the angels fell. So a third of
[2264] 2:01:00	a 100 million is 33 million. Okay. But I
[2265] 2:01:03	I wouldn't place that um number as as
[2266] 2:01:08	bonafide. Um the myriads of myriads is
[2267] 2:01:11	really just a a um
[2268] 2:01:16	an expression of uncountable number.
[2269] 2:01:21	So
[2270] 2:01:27	mama says third of heaven. How big is
[2271] 2:01:29	the spiritual realm? Huge.
[2272] 2:01:32	Huge.
[2273] 2:01:35	The spiritual realm is absolutely
[2274] 2:01:37	massive.
[2275] 2:01:39	Dante
[2276] 2:01:43	>> um
[2277] 2:01:46	Scott Warworth did Danty Dante would
[2278] 2:01:48	have would would Danty have a good
[2279] 2:01:52	>> Dante would
[2280] 2:01:53	>> claim he's got a good estimate as to the
[2281] 2:01:56	notable fall fallen angels. Yeah.
[2282] 2:01:59	Again, I think I think the whole idea of
[2283] 2:02:01	myriads of myriads is and a myriad is
[2284] 2:02:03	10,000 by the way. that that's um again
[2285] 2:02:07	it's it's a hyperbolic number. So um I
[2286] 2:02:13	yeah I I don't think there's there's any
[2287] 2:02:14	way to give a good estimate of it. So
[2288] 2:02:19	>> got a point if there's so many of them.
[2289] 2:02:26	>> Serial B says, "If there are so many
[2290] 2:02:29	angels, why do Gabriel and Michael keep
[2291] 2:02:31	getting mentioned with none other being
[2292] 2:02:33	mentioned besides Abdon?"
[2293] 2:02:36	Um,
[2294] 2:02:41	well, Gabriel and Michael are
[2295] 2:02:43	superstars.
[2296] 2:02:46	That happens even in the spirit.
[2297] 2:02:48	>> That happens even in the spiritual
[2298] 2:02:49	world.
[2299] 2:02:52	Okay.
[2300] 2:02:53	>> But that's that's I mean look uh Gabriel
[2301] 2:02:56	um Gabriel's an archangel. Gabriel's an
[2302] 2:02:59	archangel. Now we don't know exactly
[2303] 2:03:01	what that means. Um he's a high angel,
[2304] 2:03:05	whatever that is.
[2305] 2:03:08	Um
[2306] 2:03:10	he says so many NFL players. Why is Tom
[2307] 2:03:14	Brady?
[2308] 2:03:16	Yeah, Clipius has it right here. If
[2309] 2:03:18	there's so many NFL players, why is Tom
[2310] 2:03:20	Brady in mo so many headlines? Exactly.
[2311] 2:03:23	Yeah, because they're superstars.
[2312] 2:03:26	Michael's a
[2313] 2:03:28	Michael's a badass. I mean, that's
[2314] 2:03:30	basically what he is. I mean, he's he's
[2315] 2:03:34	he's
[2316] 2:03:35	the
[2317] 2:03:38	he's the toughest guy on on Heaven's
[2318] 2:03:40	Block.
[2319] 2:03:45	You know, Michael's taking names and and
[2320] 2:03:47	kicking butt. That's that's what he
[2321] 2:03:48	does.
[2322] 2:03:50	You know, he's he's one of the sarim.
[2323] 2:03:52	He's one of the heavenly sarim. One of
[2324] 2:03:55	the princes of the heavenly host.
[2325] 2:03:59	>> Mama's got a point, too. Counting is
[2326] 2:04:01	pointless, but not long as you know the
[2327] 2:04:06	Yeah. Mama says counting is pointless so
[2328] 2:04:09	long as you know the proportion. Yeah,
[2329] 2:04:10	pretty much.
[2330] 2:04:15	Okay, let's move on. The next question
[2331] 2:04:17	here
[2332] 2:04:20	asks, "How do we know in your case that
[2333] 2:04:22	out of many Egyptian false gods that
[2334] 2:04:25	there were real spiritual ones out
[2335] 2:04:27	there?" We don't. We don't. But we do
[2336] 2:04:30	know that there's so many
[2337] 2:04:34	of um Egyptian gods that are just made
[2338] 2:04:38	up that um
[2339] 2:04:42	you know I mean centipede head god I
[2340] 2:04:45	mean come on
[2341] 2:04:50	does nothing. It is a god that does
[2342] 2:04:53	nothing. There's got to be a lot
[2343] 2:04:56	>> god of chocolate.
[2344] 2:05:02	>> I mean, let me just let me see if I can
[2345] 2:05:04	take a find a quick quick look here here
[2346] 2:05:07	at uh some and I'll describe some of
[2347] 2:05:09	these gods for you. Um cuz they're
[2348] 2:05:12	wacky.
[2349] 2:05:17	Uh if I can get it up in time.
[2350] 2:05:28	14year-old. He's a bad donkey.
[2351] 2:05:33	>> Yes.
[2352] 2:05:36	>> All right, let's see if I can find a
[2353] 2:05:38	picture here from that tomb. And it's
[2354] 2:05:40	just like it's like nutso.
[2355] 2:05:45	Um,
[2356] 2:05:50	and it's taking its sweet time here.
[2357] 2:05:54	See if I can find some of these and I'll
[2358] 2:05:56	post it here so you can see it as well.
[2359] 2:05:59	I hope. Okay, it's
[2360] 2:06:05	where he is. King's Valley.
[2361] 2:06:09	King's Valley.
[2362] 2:06:49	language.
[2363] 2:07:00	All right. There are some. Do I have
[2364] 2:07:02	anything other than a
[2365] 2:07:06	Okay, we have
[2366] 2:07:11	see a dead person.
[2367] 2:07:18	Oh, here's a nice one. Okay, I will see
[2368] 2:07:21	if I can save this.
[2369] 2:07:34	Jeez,
[2370] 2:07:36	don't don't do that.
[2371] 2:07:42	It's gonna be
[2372] 2:07:45	You know what I do? I think I'm going to
[2373] 2:07:46	do I think I am going to
[2374] 2:07:53	Just cut this.
[2375] 2:07:56	All right.
[2376] 2:07:58	All right. I'm going to do this instead
[2377] 2:08:00	because this will be more efficient.
[2378] 2:08:01	Let's do a window capture
[2379] 2:08:04	properties.
[2380] 2:08:11	Okay. Yeah, that will work better. All
[2381] 2:08:14	right. We're going to show you some of
[2382] 2:08:16	the gods of of Egypt here.
[2383] 2:08:20	Okay. Okay.
[2384] 2:08:24	And
[2385] 2:08:46	Okay, these are gods that are posted
[2386] 2:08:50	one of the Egyptian tombs here. Okay.
[2387] 2:08:54	All righty. Let's have fun with this.
[2388] 2:08:58	Here we got
[2389] 2:09:01	a
[2390] 2:09:03	god, which is a nubium tied to a slaver
[2391] 2:09:05	pole. That's a god.
[2392] 2:09:09	Uh, we've got a keer, which is okay,
[2393] 2:09:12	that's fine.
[2394] 2:09:14	Um, we have got a
[2395] 2:09:18	cowheaded god underwater.
[2396] 2:09:21	That's a god.
[2397] 2:09:25	Uh, we've got an eye on and it just says
[2398] 2:09:28	here um god of uh chourett whatever that
[2399] 2:09:34	is which is looks like a basically a
[2400] 2:09:38	semi a an oval
[2401] 2:09:41	here
[2402] 2:09:44	an oval with a I in it. We've got a
[2403] 2:09:51	uh
[2404] 2:09:53	looks like a cattle that's that's like
[2405] 2:09:57	upright.
[2406] 2:09:59	Okay, we got that god.
[2407] 2:10:03	Uh we got a gut poke.
[2408] 2:10:06	>> Yeah, it could be Pokemon. We've got a
[2409] 2:10:10	um
[2410] 2:10:12	a another beetle god wearing a black
[2411] 2:10:16	dress.
[2412] 2:10:18	Beside it, we've got a a a god with cow
[2413] 2:10:24	skin color of some sort.
[2414] 2:10:29	Uh there's that there's that slaved god.
[2415] 2:10:34	We've got a another beetle god with
[2416] 2:10:37	wings on a mummy.
[2417] 2:10:43	I have any more here? Where's that? very
[2418] 2:10:46	good. So, you know, just it's just a
[2419] 2:10:50	crazy
[2420] 2:10:52	um plethora of deities here
[2421] 2:10:57	and it just goes on and on and on down
[2422] 2:11:01	this tomb.
[2423] 2:11:03	So,
[2424] 2:11:06	you know, do I think these are real
[2425] 2:11:08	gods? No, I don't. Do I think they're
[2426] 2:11:10	fallen angels? No, they're nothing.
[2427] 2:11:13	Quite literally nothing.
[2428] 2:11:18	Clipius, they probably would have loved
[2429] 2:11:20	trading card games.
[2430] 2:11:23	>> Clipius, they probably would have loved
[2431] 2:11:26	trading card games. Oh yeah, they
[2432] 2:11:28	definitely Pokemon cards. That would
[2433] 2:11:30	been right up their alley.
[2434] 2:11:40	Clipius. Did ancient Egyptians have like
[2435] 2:11:42	god inventors, concept artists?
[2436] 2:11:45	Probably.
[2437] 2:11:47	Probably.
[2438] 2:11:50	Count Marcy Babby, the baboon god of
[2439] 2:11:53	Egypt. Yeah.
[2440] 2:11:59	I mean, it's crazy. I mean, this is like
[2441] 2:12:01	Yeah. No way could you could describe
[2442] 2:12:03	this to to each one of these being in
[2443] 2:12:05	fallen angels. Just Yeah. So, no. No, I
[2444] 2:12:09	don't. It would it would be a futile
[2445] 2:12:12	process to try to to to try to weed out
[2446] 2:12:15	the ones that are really angelic fallen
[2447] 2:12:18	angels versus the ones that are just
[2448] 2:12:20	made up.
[2449] 2:12:22	>> Have you seen my shiny horse? Huge power
[2450] 2:12:26	level.
[2451] 2:12:27	>> Clipius, bro. Have you seen my shiny
[2452] 2:12:29	horse? It's got a huge power level.
[2453] 2:12:33	Got to catch them all.
[2454] 2:12:41	Scottworth and psychedelics use while
[2455] 2:12:44	walking alongside the Niles. Giptos must
[2456] 2:12:47	have been tripping on something. Come
[2457] 2:12:49	all these colorful characters.
[2458] 2:12:58	Scott Worin asks, "What chems did these
[2459] 2:13:01	Egyptians dose themselves on?" Lotus.
[2460] 2:13:06	Lotus juice.
[2461] 2:13:08	Very trippy.
[2462] 2:13:10	Very, very trippy.
[2463] 2:13:17	All right, next one here. Let's go. Move
[2464] 2:13:19	on here.
[2465] 2:13:24	Uh
[2466] 2:13:34	Lewis Sanville asks why did the
[2467] 2:13:36	Egyptians build pyramids?
[2468] 2:13:38	Uh the resurrection machines.
[2469] 2:13:41	Essentially the idea is that the king,
[2470] 2:13:45	the power of the king
[2471] 2:13:48	used the pyramid to resurrect nightly
[2472] 2:13:52	from the dead. Essentially that the
[2473] 2:13:56	pyramid provided a means to for the for
[2474] 2:14:00	the soul of the kingdom to return from
[2475] 2:14:02	the afterlife to collect offerings so he
[2476] 2:14:05	would be fed and wouldn't starve. and
[2477] 2:14:08	those buried around him would get the
[2478] 2:14:11	residual energy from the king to come
[2479] 2:14:15	back from the dead to collect their
[2480] 2:14:18	offerings so they didn't starve.
[2481] 2:14:22	So, it's essentially a uh the pyramids
[2482] 2:14:23	are resurrection machines uh to prevent
[2483] 2:14:26	starvation.
[2484] 2:14:28	That's what it is. Cuz the one thing
[2485] 2:14:30	Egyptians feared more than anything was
[2486] 2:14:33	starvation.
[2487] 2:14:35	They absolutely were. Look, they were
[2488] 2:14:38	more terrified of starving to death than
[2489] 2:14:40	actually dying by the sword.
[2490] 2:14:44	Um,
[2491] 2:14:48	so,
[2492] 2:14:52	uh, Scott Worth says, "I heard the ma it
[2493] 2:14:54	was a major trade commodity with the
[2494] 2:14:55	Manoans, the opians." Yes. Um,
[2495] 2:15:00	uh, the Criates, not so much the
[2496] 2:15:02	Manowans, but the Criates did have an
[2497] 2:15:06	opium trade with Egypt. Uh, you don't
[2498] 2:15:10	really find that though until the second
[2499] 2:15:12	intermediate period,
[2500] 2:15:15	but uh,
[2501] 2:15:17	opioids um, the the, um, um, poppy sap,
[2502] 2:15:22	it was usually in wine or in honey. It
[2503] 2:15:26	wasn't used to trip on though. Um,
[2504] 2:15:31	it wasn't used in that way.
[2505] 2:15:34	How do I say this? Um,
[2506] 2:15:37	the use of opioids in Egypt was more
[2507] 2:15:39	akin to aspirin.
[2508] 2:15:42	It was an analesic.
[2509] 2:15:44	When Egyp when Egyptians wanted to go to
[2510] 2:15:47	get high, they didn't use opium. They
[2511] 2:15:50	used poppy or sorry, um, lotus juice.
[2512] 2:15:59	So,
[2513] 2:16:05	so that's the reason it's essentially
[2514] 2:16:07	it's essentially that that um
[2515] 2:16:13	um that whole idea of the trade with
[2516] 2:16:15	theopians uh for the uh for uh poppy
[2517] 2:16:19	extract that's that's again that all
[2518] 2:16:21	that's analogesic stuff.
[2519] 2:16:25	Clipius,
[2520] 2:16:28	>> what
[2521] 2:16:28	>> can you mix?
[2522] 2:16:30	>> Uh, Clipius asks, can you mix them? You
[2523] 2:16:34	could, but it wouldn't produce the same
[2524] 2:16:36	thing. Okay. Um, it won't. Uh,
[2525] 2:16:39	compounding
[2526] 2:16:40	opium, opioids, and lotus uh juice would
[2527] 2:16:44	not get you anything that's interesting.
[2528] 2:16:48	Uh, they they work on two different
[2529] 2:16:50	actions. Okay.
[2530] 2:16:53	So, opioids act upon the
[2531] 2:16:55	neurotransmitters in your brain that
[2532] 2:16:58	give you a a uh high
[2533] 2:17:02	um basically because they're they're
[2534] 2:17:05	interfering with dopamine receptors.
[2535] 2:17:08	Um
[2536] 2:17:11	lotus juice is a hallucinogen.
[2537] 2:17:14	Okay. It makes you see funky stuff.
[2538] 2:17:18	So yeah, very very different kinds of
[2539] 2:17:20	actions.
[2540] 2:17:24	All right, next one here
[2541] 2:17:27	uh we'll take is a few more from uh at
[2542] 2:17:30	ministries here.
[2543] 2:17:33	Next one here first kings 11:19 to4. Can
[2544] 2:17:36	we identify these pharaohs? Let's look
[2545] 2:17:38	up what's being asked here. So we'll get
[2546] 2:17:42	the Bible here. First Kings 11 19 and
[2547] 2:17:46	40. Okay.
[2548] 2:17:50	Um,
[2549] 2:17:54	let's see here. First Kings 11, we'll
[2550] 2:17:56	start at verse 17. That Hadad fled to
[2551] 2:17:59	Egypt, he had certain [ __ ] of his
[2552] 2:18:02	father's servant while Hadad was a young
[2553] 2:18:04	boy. And when they arose from Midian and
[2554] 2:18:06	came to Pa and they took men with him
[2555] 2:18:09	from Piran and came to Egypt to Pharaoh
[2556] 2:18:11	the king who gave him a house and now of
[2557] 2:18:14	him food in the land. Now Hadad had
[2558] 2:18:16	found Pharaoh be great favor before
[2559] 2:18:18	Pharaoh so that he gave him in marriage
[2560] 2:18:20	to the sister of his own wife the sister
[2561] 2:18:23	of uh Tapenis the queen.
[2562] 2:18:26	All right. Now um this is during the
[2563] 2:18:30	time of Solomon. Yes. Okay. Uh the king
[2564] 2:18:33	during the time of Solomon was Shosank
[2565] 2:18:35	the first at least during his latter
[2566] 2:18:37	years. So, um,
[2567] 2:18:43	uh, Solomon reigns from
[2568] 2:18:47	here, let me get my
[2569] 2:18:50	from basically 970 to 931 BC.
[2570] 2:18:56	Um
[2571] 2:18:59	the three kings that reigned during the
[2572] 2:19:02	the time of Solomon were uh Simon who
[2573] 2:19:05	reigned from 980 to 961.
[2574] 2:19:08	That's probably the the the king that
[2575] 2:19:10	gave um Solomon his his wife
[2576] 2:19:16	um Susenis II who reigned from 961 to
[2577] 2:19:20	947
[2578] 2:19:22	and then Shoshank I was of a different
[2579] 2:19:25	dynasty
[2580] 2:19:26	from um 947 to 925.
[2581] 2:19:32	Now,
[2582] 2:19:33	um, Simon and Cecinius II had good
[2583] 2:19:36	relations with Solomon.
[2584] 2:19:39	So, it's it's unlikely it was either of
[2585] 2:19:41	those two. So,
[2586] 2:19:46	um, to harbor an enemy of Solomon here,
[2587] 2:19:50	let's go further down. 940 here, uh,
[2588] 2:19:53	sorry, to first kings 11:40.
[2589] 2:19:57	Uh Solomon sought to put Jerobom to
[2590] 2:19:59	death but but Jerobom arose and fled to
[2591] 2:20:02	Egypt to Shishak, king of Egypt. That's
[2592] 2:20:03	Shishank the first. So yeah, we can
[2593] 2:20:06	absolutely identify who that was.
[2594] 2:20:09	So that's that's Shishon the first. Uh
[2595] 2:20:11	he's the guy who built the Bubastite
[2596] 2:20:13	portal in Egypt where we showed you um
[2597] 2:20:16	that we showed you the Bubastite portal
[2598] 2:20:19	when you were there. So um
[2599] 2:20:23	so yeah, that's that's who that was.
[2600] 2:20:24	That's this is Shishank the um and
[2601] 2:20:29	most likely the the same king is it's
[2602] 2:20:32	also Shishak the first Shishon the first
[2603] 2:20:34	in verse 19 as well so I hope that helps
[2604] 2:20:38	thank you for the super chat really
[2605] 2:20:39	appreciate it
[2606] 2:20:45	uh then first Kings 11:30 so God decides
[2607] 2:20:48	to split the kingdom
[2608] 2:20:53	uh Uh we'll take a that come or question
[2609] 2:20:56	in a moment here
[2610] 2:20:59	11:30
[2611] 2:21:05	first Kings 11:30 then Alhijah took hold
[2612] 2:21:10	of a new cloak which was to and tore
[2613] 2:21:11	into 12 pieces
[2614] 2:21:13	and then he said to Jerobom take for
[2615] 2:21:16	yourself 10 pieces for just says the
[2616] 2:21:18	Lord God of Israel behold I will tear
[2617] 2:21:21	the kingdom out of your hand and solemn
[2618] 2:21:23	and give you 10 tribes tribes
[2619] 2:21:25	but he will have one tribe for my sake
[2620] 2:21:28	and this is an interpolation here. This
[2621] 2:21:29	is another scribe of gloss verse 32.
[2622] 2:21:32	Okay. So Jerobom gets 10
[2623] 2:21:37	gets two.
[2624] 2:21:40	So yes there's a some there there is a
[2625] 2:21:43	prophetic uh aspect to this. This is
[2626] 2:21:46	judgment
[2627] 2:21:48	again for Solomon following other gods.
[2628] 2:21:51	That's that's the judgment that Solomon
[2629] 2:21:54	maintains is he's not faithful to to to
[2630] 2:21:57	Yahweh. He worships other gods and then
[2631] 2:22:00	that results in the splitting of his
[2632] 2:22:02	kingdom. So,
[2633] 2:22:05	so absolutely that's what's going on
[2634] 2:22:06	there.
[2635] 2:22:10	Um he has a followup here.
[2636] 2:22:13	Since God is the one who split Israel,
[2637] 2:22:14	what does this mean about the Israelite
[2638] 2:22:16	religion? Were northern tribes still
[2639] 2:22:18	expected to go to Jerusalem? Yes, they
[2640] 2:22:20	were.
[2641] 2:22:22	um
[2642] 2:22:24	there was only one place prescribed for
[2643] 2:22:26	worship to Yahweh. So yes, the northern
[2644] 2:22:28	tribes were still expected to go to
[2645] 2:22:31	Jerusalem.
[2646] 2:22:33	Uh but this is there's also consequences
[2647] 2:22:36	to not following Yahweh. You know, you
[2648] 2:22:39	don't follow Yahweh, bad stuff happens.
[2649] 2:22:42	You follow other gods, bad stuff
[2650] 2:22:45	happens.
[2651] 2:22:46	So they were told, you know, Solomon,
[2652] 2:22:49	your your kingdom will last as long as
[2653] 2:22:52	you and your posterity follow the Lord.
[2654] 2:22:55	They didn't. This led to the weakening
[2655] 2:22:59	and the and the this division of the
[2656] 2:23:01	kingdom. So,
[2657] 2:23:04	so yeah, um even though that there was a
[2658] 2:23:06	split, uh God split Israel, it still was
[2659] 2:23:09	the place that Jerusalem was still the
[2660] 2:23:12	place where the worship of the Lord was
[2661] 2:23:14	prescribed. So,
[2662] 2:23:21	Claia says, "Don't go your way, go
[2663] 2:23:23	Yahweh."
[2664] 2:23:25	Yeah,
[2665] 2:23:27	>> it's pretty much what the Old
[2666] 2:23:28	>> That's That's pretty much what the Old
[2667] 2:23:30	Testament says, which is if you want to
[2668] 2:23:32	worship God, you got to do it God's way.
[2669] 2:23:35	Well, yeah, absolutely.
[2670] 2:23:39	So, I mean,
[2671] 2:23:43	if you don't follow the Lord and his
[2672] 2:23:45	precepts, that's that's that's
[2673] 2:23:48	an issue.
[2674] 2:23:56	Okay.
[2675] 2:23:58	All right. Moving on here.
[2676] 2:24:03	See
[2677] 2:24:13	Uh, L sandival.
[2678] 2:24:16	Uh, does God let people whose loved ones
[2679] 2:24:19	recently died to visit one last time?
[2680] 2:24:24	Oh, that's a tough one.
[2681] 2:24:27	Um,
[2682] 2:24:31	that's a tough one. uh
[2683] 2:24:34	because the text does say it is
[2684] 2:24:37	appointed unto men to die once and then
[2685] 2:24:39	the judgment.
[2686] 2:24:41	Now is
[2687] 2:24:44	does God allow somebody who is not going
[2688] 2:24:49	to face judgment to make a a a temporary
[2689] 2:24:53	visit?
[2690] 2:24:55	It's possible.
[2691] 2:24:57	I'd say it's rare.
[2692] 2:25:00	Um but it's not un it's not unbiblical
[2693] 2:25:05	either.
[2694] 2:25:07	So
[2695] 2:25:09	um possible yes rare also
[2696] 2:25:14	uh for the rep probate no.
[2697] 2:25:18	So if the person was an unbeliever
[2698] 2:25:21	yeah there'd be no second visit.
[2699] 2:25:27	Um so uh yeah.
[2700] 2:25:44	Uh Maverick Glow says there are those
[2701] 2:25:46	who say the soul lingers for 40 days
[2702] 2:25:48	after that person dies.
[2703] 2:25:50	There's there's also people who say the
[2704] 2:25:52	world is f flat too, but um a lot of
[2705] 2:25:55	people say a lot of things.
[2706] 2:25:59	So um I don't I don't take hearsay for
[2707] 2:26:02	much
[2708] 2:26:19	uh lenaval
[2709] 2:26:21	asks does a Christian need to instantly
[2710] 2:26:23	forgive people who do them wrong and
[2711] 2:26:25	wave all the consequences the moment
[2712] 2:26:26	they do something wrong? No.
[2713] 2:26:32	Um, do they have to forgive? Yes.
[2714] 2:26:35	Do they have to do it immediately?
[2715] 2:26:37	Probably not.
[2716] 2:26:39	>> Probably can't. I mean, depending on the
[2717] 2:26:42	severity of
[2718] 2:26:47	the uh is
[2719] 2:26:52	about
[2720] 2:26:54	being bullied,
[2721] 2:26:56	active.
[2722] 2:26:58	That's no wonder.
[2723] 2:27:01	>> Well, if there's no repentance, there's
[2724] 2:27:03	no need for forgiveness. I mean, there's
[2725] 2:27:04	just you can't if if someone's being
[2726] 2:27:07	actively bullied, you can't forgive that
[2727] 2:27:10	immediately unless there's repentance.
[2728] 2:27:14	So,
[2729] 2:27:15	>> or you're out
[2730] 2:27:17	>> or you're out of the situation entirely.
[2731] 2:27:19	But, you know,
[2732] 2:27:22	>> we we've we've talked about this
[2733] 2:27:23	repeatedly. But there are still going to
[2734] 2:27:26	be
[2735] 2:27:30	>> has
[2736] 2:27:30	>> yeah there's there there's there's
[2737] 2:27:32	always going to be consequences to sin
[2738] 2:27:35	you know con the consequences don't go
[2739] 2:27:37	away once somebody repents
[2740] 2:27:41	you know so um
[2741] 2:27:42	>> and forgiving somebody is more of
[2742] 2:27:47	you don't nurture against them
[2743] 2:27:50	>> well you don't hold it against them is
[2744] 2:27:53	you
[2745] 2:27:55	But
[2746] 2:27:57	to say you need to instantly forgive
[2747] 2:28:00	them
[2748] 2:28:02	well sometimes people can't do that
[2749] 2:28:06	depends on the degree of the hurt
[2750] 2:28:09	you know
[2751] 2:28:10	>> and a lot of times
[2752] 2:28:12	>> for God to give you the grace
[2753] 2:28:16	>> because quite frankly being angry is a
[2754] 2:28:19	form of protection
[2755] 2:28:22	>> it gives you the energy It tells you the
[2756] 2:28:24	situation
[2757] 2:28:26	and it gives you the energy.
[2758] 2:28:29	>> Yeah.
[2759] 2:28:32	Yeah. Um
[2760] 2:28:35	and it doesn't it doesn't erase the
[2761] 2:28:36	consequence. It just doesn't erase the
[2762] 2:28:38	consequence. So it all depends. I mean
[2763] 2:28:41	this really does depend
[2764] 2:28:44	is if there if there is
[2765] 2:28:48	no repentance there's no no basis for
[2766] 2:28:51	forgiveness.
[2767] 2:28:53	So
[2768] 2:28:55	it this is going to a lot of this is
[2769] 2:28:57	going to depend upon the circumstances.
[2770] 2:28:58	So um that's the best we can give it at
[2771] 2:29:01	this point. So
[2772] 2:29:11	uh we got a $5 super chat here from
[2773] 2:29:13	Billy Ningan
[2774] 2:29:15	who asks uh Dr. Folk, is the New Kingdom
[2775] 2:29:18	era calendar the same as the modern day
[2776] 2:29:21	calendar? Um, not quite.
[2777] 2:29:25	Uh,
[2778] 2:29:27	uh, new the new kingdom era calendar was
[2779] 2:29:30	365 days. No quarter day yet. Uh, you
[2780] 2:29:34	won't see the quarter day un introduced
[2781] 2:29:36	until
[2782] 2:29:38	I believe it is during the early toolic
[2783] 2:29:41	period. So, in the new kingdom calendar,
[2784] 2:29:45	they still had their calendar rotating
[2785] 2:29:47	through the through the solar cycle um
[2786] 2:29:51	because they just hadn't counted for
[2787] 2:29:53	that quarter day yet. So, it's not the
[2788] 2:29:56	same. It's it's different by a quarter
[2789] 2:29:58	day and that quarter day does add up
[2790] 2:30:01	over thousands of years. So, so
[2791] 2:30:05	not quite the same. It's getting there,
[2792] 2:30:08	but it's not quite there yet. So, hope
[2793] 2:30:11	that helps. Thank you for the super
[2794] 2:30:12	chat. Really appreciate it.
[2795] 2:30:16	Okay, I'll take some more. Um,
[2796] 2:30:23	see here more 18 ministry super chats.
[2797] 2:30:29	Uh, okay. First Kings 12:16. They can
[2798] 2:30:33	just piece out like that. I don't know.
[2799] 2:30:35	Let's see what's the text here.
[2800] 2:30:40	First Kings
[2801] 2:30:43	12 verse 16.
[2802] 2:30:52	Uh so the king did oh verse start at 15.
[2803] 2:30:55	So the king did not listen to the to the
[2804] 2:30:57	people. This is Rayoboam.
[2805] 2:30:59	For it was a turn of events from the
[2806] 2:31:01	Lord that he might establish his his
[2807] 2:31:03	word which the Lord spoke through Ahijah
[2808] 2:31:06	the sh uh Shilonite to Jeroboam son and
[2809] 2:31:09	Abat. When all of Israel saw that the
[2810] 2:31:12	king did not listen to them, the people
[2811] 2:31:15	answered the king saying, "What portion
[2812] 2:31:17	do we have in David? We have no
[2813] 2:31:19	inheritance in the son of Jesse. To your
[2814] 2:31:21	tents, O Israel, now look after your own
[2815] 2:31:24	house, David." So they departed their
[2816] 2:31:26	tents.
[2817] 2:31:28	Oh yeah.
[2818] 2:31:31	Could they just piece out like that?
[2819] 2:31:32	Sure.
[2820] 2:31:34	This is a clan culture. This is a tribal
[2821] 2:31:36	society.
[2822] 2:31:38	You know, the king rules at the um at
[2823] 2:31:42	the ascent of the clans.
[2824] 2:31:45	If the clans object to your rulership,
[2825] 2:31:47	you don't have a kingdom anymore.
[2826] 2:31:50	So, absolutely, they could totally peace
[2827] 2:31:52	out like this.
[2828] 2:31:54	Uh the king relied on the clans for the
[2829] 2:31:57	armies, for the military men, for the
[2830] 2:31:59	fighting men. They relied upon the clans
[2831] 2:32:03	for taxation and corv labor.
[2832] 2:32:07	Uh
[2833] 2:32:09	absolutely they could just peace out
[2834] 2:32:12	like that.
[2835] 2:32:14	Without the clans, the king was nothing.
[2836] 2:32:18	And this is sort of the again this is
[2837] 2:32:22	what Solomon tried to unsuccessfully
[2838] 2:32:25	break up. Okay, is that Solomon tried to
[2839] 2:32:31	break up the tribal system so that he
[2840] 2:32:33	didn't he wouldn't have had to face this
[2841] 2:32:37	but he didn't do it through enough.
[2842] 2:32:41	So at this point the clans are just
[2843] 2:32:42	saying yeah we've had enough. Bye-bye.
[2844] 2:32:46	Oh yeah, absolutely.
[2845] 2:32:50	Okay, next one.
[2846] 2:32:54	Oh,
[2847] 2:32:56	first Kings 12 uh25 for $2. Thank you
[2848] 2:33:00	for the super chat.
[2849] 2:33:02	And he asks, uh,
[2850] 2:33:05	doesn't Sheckchum predate Jeroboam?
[2851] 2:33:07	Let's see what it says here.
[2852] 2:33:10	25.
[2853] 2:33:15	Uh, thus says the Lord, you must go up
[2854] 2:33:17	and fight against your relatives, sons
[2855] 2:33:19	of Israel, return every man to his
[2856] 2:33:21	house, for this thing has come from me.
[2857] 2:33:23	So they listened to the word of the Lord
[2858] 2:33:25	and returned and went their way
[2859] 2:33:26	according to the world word of the Lord.
[2860] 2:33:29	Then Jeroboam built Sheckchham in the
