[0] 1:24	Heat. Heat.
[2418] 2:09:23	something very very specific, most
[2419] 2:09:26	hieratic
[2420] 2:09:28	um texts have been transliterated in
[2421] 2:09:30	hieroglyphic and hieroglyphic is a lot
[2422] 2:09:33	easier to read. So,
[2423] 2:09:38	um if you if um unless, as I say, unless
[2424] 2:09:43	you're dealing with the actual raw
[2425] 2:09:46	papyrii
[2426] 2:09:48	and or you you're doing it from
[2427] 2:09:50	photographs,
[2428] 2:09:52	um most of us are going to go to a
[2429] 2:09:55	transliteration just because it's easier
[2430] 2:09:57	to read
[2431] 2:09:59	and we don't have time to sort of figure
[2432] 2:10:01	it all out.
[2433] 2:10:04	Um, now if you're doing tax codes,
[2434] 2:10:07	you're probably a demonic specialist.
[2435] 2:10:10	You probably read more demonic than
[2436] 2:10:11	anything because almost all the tax
[2437] 2:10:14	codes we have from Egypt are in demonic.
[2438] 2:10:18	So a lot of it is just going to to
[2439] 2:10:21	depend upon what you do. For what I do,
[2440] 2:10:25	I do a lot of monumental stuff. I do
[2441] 2:10:27	temples. So for me, hieroglyphic is much
[2442] 2:10:31	much more important than hieratic. I
[2443] 2:10:34	almost never have to use hieratic.
[2444] 2:10:36	Occasionally when I um do a papyri, I
[2445] 2:10:39	don't use I don't actually do a lot of
[2446] 2:10:42	obscure papyri because there there not
[2447] 2:10:45	that many that have not been
[2448] 2:10:47	transliterated into hieroglyphic. So for
[2449] 2:10:50	me, it's very rare that I have to use
[2450] 2:10:52	hieratic.
[2451] 2:10:53	Now that said,
[2452] 2:10:58	I did use hieratic to create a conlang.
[2453] 2:11:08	I used hyratic as a base for a conlang.
[2454] 2:11:11	Makes a very very wicked looking
[2455] 2:11:13	conlang. So,
[2456] 2:11:17	uh, [laughter]
[2457] 2:11:19	Hieratic was very cool for making a a
[2458] 2:11:21	conlang because it looks all wavy and
[2459] 2:11:24	and h it's got that sort of evil looking
[2460] 2:11:29	script to it. So,
[2461] 2:11:35	okay,
[2462] 2:11:42	moving on.
[2463] 2:11:51	Dr. Martinez asks, "What did the average
[2464] 2:11:54	uh person in ancient Egypt eat?"
[2465] 2:11:57	Bread.
[2466] 2:12:00	Bread. Bread. And more bread.
[2467] 2:12:03	Uh that was sort of the um the essence
[2468] 2:12:06	of the the
[2469] 2:12:08	um staple of the Egyptian diet was
[2470] 2:12:12	bread. Bread made from emmer wheat, not
[2471] 2:12:15	barley.
[2472] 2:12:17	Uh, sorry, Max. Uh, you got your video
[2473] 2:12:20	on Egyptian bread wrong. Um,
[2474] 2:12:26	um, Tasting History did a did a little
[2475] 2:12:28	thing on Egyptian bread and got it
[2476] 2:12:30	totally wrong. Um,
[2477] 2:12:33	barley was not used to make bread for
[2478] 2:12:37	eating purposes. Barley was used for
[2479] 2:12:40	making beer. Okay.
[2480] 2:12:43	So let's say your middle class um depend
[2481] 2:12:46	your lower middle class
[2482] 2:12:49	um
[2483] 2:12:51	um
[2484] 2:12:54	Egyptian is going to eat wheat bread.
[2485] 2:12:57	He's going to drink beer.
[2486] 2:13:00	Um
[2487] 2:13:02	he might have some vegetables like
[2488] 2:13:04	onions, garlic, leaks, that sort of
[2489] 2:13:06	thing.
[2490] 2:13:08	um melons. They had some some
[2491] 2:13:11	rudimentary melons back then. Uh they
[2492] 2:13:13	had vegetables of of various kinds. Uh a
[2493] 2:13:17	few spices here and there. As far as
[2494] 2:13:19	proteins, uh proteins were scarce. Uh if
[2495] 2:13:24	they got lucky and were able to trade
[2496] 2:13:26	some goods, they might be able to afford
[2497] 2:13:28	a little fish, salted fish.
[2498] 2:13:32	uh upper middle class
[2499] 2:13:35	uh would eat um would prefer beef.
[2500] 2:13:41	Beef was the preferred uh meat of the
[2501] 2:13:44	upper class. Okay.
[2502] 2:13:49	So
[2503] 2:13:51	if you were in the upper class, you got
[2504] 2:13:53	beef um beef, wine,
[2505] 2:13:58	oil. Um they there was a supply of of
[2506] 2:14:01	olive oil.
[2507] 2:14:02	Um
[2508] 2:14:05	uh very high upper class. You got uh uh
[2509] 2:14:08	fresh fruit like uh grapes and um or
[2510] 2:14:11	dried fruits like raisins, um dates,
[2511] 2:14:14	that sort of thing.
[2512] 2:14:16	So that's typically what they ate.
[2513] 2:14:19	Honey, there was honey in Egypt.
[2514] 2:14:22	So um but um the average person didn't
[2515] 2:14:29	get a lot of those say luxury staples.
[2516] 2:14:35	Beef was a luxury staple. Wine was a
[2517] 2:14:37	luxury staple.
[2518] 2:14:40	Oil was a luxury staple.
[2519] 2:14:43	Um so most most people uh the the the by
[2520] 2:14:49	and large the average person and we
[2521] 2:14:50	talking here the lower lower middle
[2522] 2:14:54	class and below they would eat bread
[2523] 2:14:58	the occasional vegetable
[2524] 2:15:00	and beer that was their staples. So hope
[2525] 2:15:04	that helped. Thank you very much for the
[2526] 2:15:06	question. Really appreciate it.
[2527] 2:15:10	All
[2528] 2:15:25	right, look at the next one here.
[2529] 2:15:37	Uh, let's take this one here. Uh, the
[2530] 2:15:39	dragon of the Mississippi asks, "Would
[2531] 2:15:40	people of the ancient world view
[2532] 2:15:42	subjects in Genesis 1:16 as impersonal
[2533] 2:15:45	objects or divine beings? If it is the
[2534] 2:15:48	latter, are the subjects part of the us
[2535] 2:15:51	in verse 26?" Well, let's take a look at
[2536] 2:15:53	that. And let's see if we can find an
[2537] 2:15:54	answer here.
[2538] 2:15:57	All right. Genesis
[2539] 2:16:01	116.
[2540] 2:16:04	And God made two the the two great
[2541] 2:16:06	lights, the greater light to govern the
[2542] 2:16:08	day and the lesser light to govern the
[2543] 2:16:11	night. He made the stars also.
[2544] 2:16:15	Okay. So the question is I would guess
[2545] 2:16:17	that did God make the lights uh
[2546] 2:16:20	impersonal objects or were the people of
[2547] 2:16:23	the ancient world view them as
[2548] 2:16:24	impersonal objects or as divine beings?
[2549] 2:16:28	Um the the answer to that question is
[2550] 2:16:32	complicated because ancient peoples
[2551] 2:16:35	tended to view them as both.
[2552] 2:16:38	And but the question is then what is the
[2553] 2:16:42	metaphysical status of the um as
[2554] 2:16:45	personal as divine beings within that
[2555] 2:16:48	pantheon.
[2556] 2:16:50	And within the framework here, it does
[2557] 2:16:53	seem that they might if they were
[2558] 2:16:55	considered to be divine beings, they
[2559] 2:16:57	would be lesser divine beings.
[2560] 2:17:01	So then when you look at say
[2561] 2:17:04	verse 26 where it says, "Let us make man
[2562] 2:17:06	in our image, in our likeness. Let us
[2563] 2:17:08	rule over the fish and the birds in the
[2564] 2:17:10	sky." You have to go to verse 27. And
[2565] 2:17:13	God created man.
[2566] 2:17:16	Okay? So
[2567] 2:17:18	it goes from say let us create man in
[2568] 2:17:22	our image to God in the singular verb
[2569] 2:17:28	created
[2570] 2:17:30	in his own image and in the likeness of
[2571] 2:17:32	God he created him male and female he
[2572] 2:17:34	created them. Okay. So
[2573] 2:17:39	whereas if this was a plurality
[2574] 2:17:42	created would be in the plural tense.
[2575] 2:17:47	So or in fle in in uh inflection. So um
[2576] 2:17:53	or conjugation.
[2577] 2:17:55	So, um,
[2578] 2:17:58	so it's just one of those things that
[2579] 2:18:00	even if they were personal in verse 16,
[2580] 2:18:03	that is not going to be part of the us
[2581] 2:18:06	in 26.
[2582] 2:18:09	So, I hope that helps. Thank you very
[2583] 2:18:12	much for that uh question. Really
[2584] 2:18:14	appreciate it.
[2585] 2:18:27	Okay. Um, next one here is from the
[2586] 2:18:30	dragon of the Mississippi.
[2587] 2:18:32	Uh, which headwear would the Egyptian
[2588] 2:18:35	king wear when Moses and Aaron are
[2589] 2:18:37	presented before Pharaoh? It depends. It
[2590] 2:18:40	depends. Uh, the Pharaoh had uh,
[2591] 2:18:44	commonly worn crowns as well as ones for
[2592] 2:18:46	special occasions. Uh there was
[2593] 2:18:49	something like seven crowns that the
[2594] 2:18:50	king wore.
[2595] 2:18:52	Uh you had the nemesis headdress which
[2596] 2:18:55	was just the the the one that's kind of
[2597] 2:18:57	a cloth with a head that goes over and
[2598] 2:18:59	drapes behind them.
[2599] 2:19:02	That was that was the very very uh
[2600] 2:19:05	common for say casual occasion.
[2601] 2:19:09	If um he was sitting on his throne, he
[2602] 2:19:13	would be wearing probably either the
[2603] 2:19:16	desert or the hedge crown, which is the
[2604] 2:19:19	white or the red crown. Uh he could
[2605] 2:19:22	there's even a a a um the double crown,
[2606] 2:19:24	too, that he could have worn. So, it it
[2607] 2:19:27	really depends on where they're actually
[2608] 2:19:30	meeting him, what crown he wore.
[2609] 2:19:33	So,
[2610] 2:19:35	so, uh, yeah, that's, um, that's really
[2611] 2:19:39	just going to depend upon when and
[2612] 2:19:40	where. So, hope that helps. Thank you
[2613] 2:19:44	for the question. Really appreciate it.
[2614] 2:20:07	It was a good question. Yeah, it's
[2615] 2:20:08	absolutely. We've never been asked that
[2616] 2:20:09	question before.
[2617] 2:20:12	Okay. Um, [clears throat] Mama asks, uh,
[2618] 2:20:16	Doc, and how many times do we see that
[2619] 2:20:17	those false teachers tend to be also
[2620] 2:20:19	predators of one type or another? This
[2621] 2:20:22	is super sound advice. Actually, more
[2622] 2:20:24	often than not. Um,
[2623] 2:20:27	some of those predators have and not all
[2624] 2:20:29	those predators are the same. I think
[2625] 2:20:31	that's one of the things we do have to
[2626] 2:20:32	be careful of. Some of them will be
[2627] 2:20:34	sexual predators. Um,
[2628] 2:20:38	some of them will
[2629] 2:20:40	we we we encountered one predator who
[2630] 2:20:42	was a gambling predator.
[2631] 2:20:45	A guy who basically built money out of
[2632] 2:20:49	his congregation
[2633] 2:20:51	to to do g online gambling.
[2634] 2:20:58	lost 5,000 of of his of his parishioners
[2635] 2:21:02	um um dollars on online gambling.
[2636] 2:21:07	>> You know, they talk about the
[2637] 2:21:09	sexual sins.
[2638] 2:21:10	>> Yeah.
[2639] 2:21:14	>> Yeah. They don't talk about the
[2640] 2:21:15	financial sins nearly often. Um there's
[2641] 2:21:18	pastors who get involved in get-rich
[2642] 2:21:20	quick schemes.
[2643] 2:21:23	Uh
[2644] 2:21:25	boy, a lot of shady land deals. We've
[2645] 2:21:28	seen pastors get involved in shady land
[2646] 2:21:30	deals.
[2647] 2:21:33	It's usually through the um
[2648] 2:21:36	um the influence of an elder, but
[2649] 2:21:42	it's it's no less a problem.
[2650] 2:21:49	So,
[2651] 2:21:51	uh, so that's that's one of those things
[2652] 2:21:53	that just
[2653] 2:21:57	you have to be careful because there
[2654] 2:21:58	there's wolves everywhere. There's
[2655] 2:22:00	wolves everywhere. And it's not just say
[2656] 2:22:05	sex, [snorts] it's control, it's power,
[2657] 2:22:08	it's money, but it usually it usually
[2658] 2:22:12	fits into one of those sort of
[2659] 2:22:13	categories. you know, these are not like
[2660] 2:22:16	um you know, they're they're they're not
[2661] 2:22:19	just one sort of kite. Um I mean, you do
[2662] 2:22:22	get the ones that are sexual predators.
[2663] 2:22:24	That's that's very common and those are
[2664] 2:22:26	probably the most um but finances, a lot
[2665] 2:22:30	of them have problems with finances.
[2666] 2:22:35	You know, a pastor shouldn't be
[2667] 2:22:37	controlling his own own paycheck.
[2668] 2:22:42	Pastor also should not be the one
[2669] 2:22:44	collecting the uh
[2670] 2:22:46	>> yeah pastor should not also be should
[2671] 2:22:48	also not be collecting the tithe either.
[2672] 2:22:51	That should be going through a
[2673] 2:22:53	responsible
[2674] 2:22:55	um
[2675] 2:22:57	um
[2676] 2:22:59	>> church accountant or church.
[2677] 2:23:01	>> A church accountant and a church
[2678] 2:23:02	treasurer. Yeah.
[2679] 2:23:04	>> And keep an eye on them.
[2680] 2:23:06	>> Yeah.
[2681] 2:23:07	>> Just because you're in church if you're
[2682] 2:23:09	in church it guarantees you're not a
[2683] 2:23:11	saint.
[2684] 2:23:12	>> [laughter]
[2685] 2:23:12	>> Yeah, that's true.
[2686] 2:23:17	Okay.
[2687] 2:23:22	Mama goes, I can think of one who that I
[2688] 2:23:25	think definitely gets off on people
[2689] 2:23:27	hanging on his every word. Well, yeah,
[2690] 2:23:29	you'll get that.
[2691] 2:23:30	>> You get that in all.
[2692] 2:23:32	>> Yeah, you get that in all walks of life.
[2693] 2:23:37	AJ Higgins, there was at least one
[2694] 2:23:39	instance of a pastor barring a
[2695] 2:23:41	congregation from the church and closing
[2696] 2:23:43	the church just because his name was on
[2697] 2:23:46	the rights to the property.
[2698] 2:23:49	Yeah. Yeah. Well, that happens too. Like
[2699] 2:23:53	for example, when a church um splits
[2700] 2:23:57	from a corrupt denomination,
[2701] 2:24:00	you know, the corrupt denomination has
[2702] 2:24:02	all the property in their name. That's
[2703] 2:24:04	what happened to the Anglican communion
[2704] 2:24:06	here in Canada when they had the anic um
[2705] 2:24:10	Anglican split. Um the the denomination
[2706] 2:24:15	kept all the property because the
[2707] 2:24:17	property was in their name. The
[2708] 2:24:19	congregation paid for the property but
[2709] 2:24:22	the property was in the name of the of
[2710] 2:24:24	the denomination.
[2711] 2:24:27	So the nomination took the money and the
[2712] 2:24:30	property and gave the congregations the
[2713] 2:24:33	boot.
[2714] 2:24:36	So yeah, happens all the time. Be
[2715] 2:24:40	careful whose name the property's in.
[2716] 2:24:48	>> Signing contracts
[2717] 2:24:50	contracts assume the worst of you.
[2718] 2:24:53	>> Yeah.
[2719] 2:24:57	CPM versus DOSS. One of our churches in
[2720] 2:24:59	Southern California was completely sold
[2721] 2:25:01	out by the new pastor.
[2722] 2:25:04	Like property sold. Yeah. Well, that
[2723] 2:25:07	happens.
[2724] 2:25:09	Milo Mortimer. That is insane and
[2725] 2:25:11	scummy. Oh, yeah. You'll see all sorts
[2726] 2:25:13	of scumminess uh in the past. All sorts
[2727] 2:25:16	of scummyiness.
[2728] 2:25:33	Francis Dobs says, "Have you and K ever
[2729] 2:25:36	had seal with honey and prunes? Highly
[2730] 2:25:39	recommended." No, I haven't. Never tried
[2731] 2:25:41	seal.
[2732] 2:25:43	>> Places seal is available.
[2733] 2:25:46	>> Yeah, there's very few places where seal
[2734] 2:25:48	is available. Um, and where you can get
[2735] 2:25:51	seal, it's usually
[2736] 2:25:55	it's usually not someplace you can find
[2737] 2:25:57	honey and prunes. [laughter]
[2738] 2:26:00	So, no, I've never tried it.
[2739] 2:26:08	Dragon of Mississippi, what are your
[2740] 2:26:10	thoughts on the hypothesis that the sons
[2741] 2:26:11	of Sheth numbers 2417 are the Chatu
[2742] 2:26:16	Sutians? Well, let's draw bring up the
[2743] 2:26:18	passage and let's take a look.
[2744] 2:26:22	Numbers
[2745] 2:26:24	24
[2746] 2:26:27	17.
[2747] 2:26:33	I see him, but now I behold him, but not
[2748] 2:26:36	near. Star coming forth from Jacob, and
[2749] 2:26:38	a scepter shall rise from Israel, and
[2750] 2:26:41	shall crush the forehead of Moab, and
[2751] 2:26:43	tear down the sons of Sheth. Um,
[2752] 2:26:49	that is I would say that the idea that
[2753] 2:26:52	those are the Sutians is probably kind
[2754] 2:26:55	of I don't know
[2755] 2:26:58	a
[2756] 2:27:00	cuz um this is a reference to say Seth
[2757] 2:27:04	um and that's a that's a that's a kind
[2758] 2:27:07	of a a veiled way of saying Gentiles.
[2759] 2:27:11	So,
[2760] 2:27:14	I don't know if I'd give that a whole
[2761] 2:27:15	hypothesis a whole lot of credence.
[2762] 2:27:18	Um, but you know, you never know. But I
[2763] 2:27:22	don't think that's uh I don't think
[2764] 2:27:23	there's a anything to
[2765] 2:27:26	to um
[2766] 2:27:30	given that it's a it's in also in um
[2767] 2:27:35	um this um couplet form with Moab
[2768] 2:27:40	because in the very next one here verse
[2769] 2:27:42	18 and Edom shall be a possession sier
[2770] 2:27:45	its enemies also a possession and we
[2771] 2:27:47	know that Edom and Seir is
[2772] 2:27:51	Seir is like Sierra is the capital of a
[2773] 2:27:55	dome.
[2774] 2:27:57	So to tear down the sons of Sheth would
[2775] 2:28:00	seem to imply that this is a holding or
[2776] 2:28:05	a town within Moab.
[2777] 2:28:09	So I don't I don't think that that idea
[2778] 2:28:12	that these are Sutians is very credible.
[2779] 2:28:14	Okay. So hope that helps. Thank you very
[2780] 2:28:17	much for the uh question. Really
[2781] 2:28:18	appreciate it.
[2782] 2:28:30	Okay, Abe Matthew for 199. Thank you for
[2783] 2:28:34	the super chat.
[2784] 2:28:36	Your thoughts on the film The Ten
[2785] 2:28:37	Commandments. Great film. Terribly
[2786] 2:28:40	boring hour and a half love scene right
[2787] 2:28:42	in the middle.
[2788] 2:28:45	If they edited out that hour and a half
[2789] 2:28:47	love scene, it would be a great film.
[2790] 2:28:50	Uh, it's one of the best films as far as
[2791] 2:28:52	its research has gone.
[2792] 2:28:55	>> They actually had
[2793] 2:28:57	>> Oh, yeah. They actually had real
[2794] 2:28:58	Egyptologists
[2795] 2:29:00	um do the background uh research for
[2796] 2:29:03	this. Um the uh cultural
[2797] 2:29:08	stuff is really well done.
[2798] 2:29:11	Uh they got the right pharaoh. Um
[2799] 2:29:16	>> give him girls hat.
[2800] 2:29:17	>> They didn't give him a girl hat.
[2801] 2:29:19	>> [laughter]
[2802] 2:29:21	>> They did they didn't turn Romy's II into
[2803] 2:29:23	a crossdresser. That's a that's an
[2804] 2:29:25	incredibly good start for a a Moses film
[2805] 2:29:28	these days. Um
[2806] 2:29:34	[laughter] so uh uh the dancing scene's
[2807] 2:29:37	incredibly well done. Incredibly well
[2808] 2:29:39	done.
[2809] 2:29:43	Um,
[2810] 2:29:50	>> they would have gone with educational
[2811] 2:29:52	use and he did a very excellent job.
[2812] 2:29:56	>> Uh, CPM versus Us. Wait, what? I'm lost
[2813] 2:29:59	here. Oh, yeah. And uh, Exodus Gods and
[2814] 2:30:01	Kings, uh, Ramsey's II is wearing the
[2815] 2:30:05	Queen's regalia. Okay.
[2816] 2:30:09	He's
[2817] 2:30:10	>> He broke into mommy's closet.
[2818] 2:30:12	>> He broke into mommy's closet.
[2819] 2:30:15	[laughter]
[2820] 2:30:23	Hey, Matthews. Did you watch Ex's Gods
[2821] 2:30:25	and Kings by any chance? Yeah, I did. I
[2822] 2:30:28	was massively disappointed by that film.
[2823] 2:30:30	Christian Bale could have been this next
[2824] 2:30:31	generation's Moses. It was so bad. So
[2825] 2:30:35	bad. So inaccurate.
[2826] 2:30:38	Oh my gosh, it was awful.
[2827] 2:30:41	Awful.
[2828] 2:30:44	As I said, he broke into mommy's
[2829] 2:30:46	Ramsey's II broke into mommy's closet.
[2830] 2:30:50	Woo.
[2831] 2:30:54	All righty. But, uh, the Ten
[2832] 2:30:56	Commandments is really good. Uh, it
[2833] 2:30:58	still holds up well. [snorts]
[2834] 2:31:02	Um the one thing I would say though
[2835] 2:31:04	about say the parting of the Red Sea
[2836] 2:31:08	is that uh it the Red Sea the sea of
[2837] 2:31:12	reach was not that deep. So but I
[2838] 2:31:15	understand why they took some uh um uh
[2839] 2:31:21	liberties there license there poet uh
[2840] 2:31:24	you know creative license but it should
[2841] 2:31:27	have been a lot more shallow than that.
[2842] 2:31:29	that that lake was only about 20 to 40
[2843] 2:31:33	feet deep, which is more than enough to
[2844] 2:31:35	kill. Let's let's let's be clear about
[2845] 2:31:37	that. If you're riding a chariot in
[2846] 2:31:40	armor, yeah, that's 20 to 40 feet is
[2847] 2:31:43	enough to ground you.
[2848] 2:31:44	>> Oh, that's like what a third threetory,
[2849] 2:31:48	fourtory building crashing in on your
[2850] 2:31:51	bed.
[2851] 2:31:51	>> It's It's basically three man heights.
[2852] 2:31:53	Yeah, minimum three man heights. Yeah,
[2853] 2:31:55	that's enough to drown in easily.
[2854] 2:32:00	Milo goes, "It looked awesome, though."
[2855] 2:32:03	It did look awesome.
[2856] 2:32:04	>> It only needs to be 10 uh deep to drown.
[2857] 2:32:08	>> Oh, yeah. Yeah. You doesn't need to be
[2858] 2:32:10	that deep at all to drown in,
[2859] 2:32:11	>> especially if the people are in armor.
[2860] 2:32:14	>> Yeah.
[2861] 2:32:24	Yeah. So, uh, [laughter]
[2862] 2:32:27	uh, Mama says, "Liberties, liberties,
[2863] 2:32:29	liberties."
[2864] 2:32:33	Yeah, at least it was better than Noah.
[2865] 2:32:35	Any version of Noah.
[2866] 2:32:37	Mila goes, "The scene lives redree in my
[2867] 2:32:40	head."
[2868] 2:32:44	Fantastic. [snorts]
[2869] 2:32:47	But yeah, I think I think I think The
[2870] 2:32:48	Ten Commandments was a really good film.
[2871] 2:32:50	I think it was a really good film. I
[2872] 2:32:52	think it it captures a lot of the
[2873] 2:32:55	culture of Egypt. Um, incredible actors.
[2874] 2:32:58	The actors were really well done. I
[2875] 2:33:02	mean, they picked some phenomenal actors
[2876] 2:33:04	for that.
[2877] 2:33:06	Um,
[2878] 2:33:08	you know, he spared no expense as far as
[2879] 2:33:11	the talents go.
[2880] 2:33:23	Um, CPM versus DOSS H. Yeah. Um, Vincent
[2881] 2:33:28	Price, I think, was in that one, too.
[2882] 2:33:31	>> Yeah. He was, uh, he was one of the
[2883] 2:33:32	Egyptian overseers.
[2884] 2:33:36	>> Man gets around.
[2885] 2:33:37	>> Yeah, the man gets around.
[2886] 2:33:46	Okay,
[2887] 2:33:53	moving on.
[2888] 2:34:22	See what else we got here.
[2889] 2:34:35	Uh, Gustavos Hernandez, does the
[2890] 2:34:37	Midianite kenite hypothesis contradict
[2891] 2:34:38	scripture? This is a followup he had. Or
[2892] 2:34:41	is there a way to give explanation to it
[2893] 2:34:42	as a Christian? No, it doesn't
[2894] 2:34:44	contradict scripture at all. Um, I think
[2895] 2:34:47	in if many ways um
[2896] 2:34:51	that it's the one hypothesis that is
[2897] 2:34:55	actually consistent with scripture.
[2898] 2:34:58	You can easily harmonize the Midionite
[2899] 2:35:01	Canite hypothesis with scripture.
[2900] 2:35:04	You can't really
[2901] 2:35:06	you can't do that with the northern
[2902] 2:35:08	Canaan hypothesis.
[2903] 2:35:10	The northern Canaan hypothesis is
[2904] 2:35:12	basically saying that Yahweh comes from
[2905] 2:35:15	uh the Ugaritic uh polytheism and the
[2906] 2:35:18	ball cycle. And and I don't see any way
[2907] 2:35:20	of harmonizing that. Uh in the case of
[2908] 2:35:23	say the Midionite Kennite hypothesis,
[2909] 2:35:26	um the idea that um
[2910] 2:35:29	Yahweh was worshiped uh locally there
[2911] 2:35:32	and then brought to Egypt is more than
[2912] 2:35:35	more than compatible with with the the
[2913] 2:35:37	biblical narrative.
[2914] 2:35:48	Annie Manul asks, "What's your opinion
[2915] 2:35:50	on AI spiritual psychosis?"
[2916] 2:35:53	Uh, I don't really know what that is or
[2917] 2:35:56	what that's supposed to be.
[2918] 2:35:59	So, um, I'm going to have to give that
[2919] 2:36:01	question a pass because I just don't
[2920] 2:36:03	know. I don't know what what that means.
[2921] 2:36:06	AI spiritual psychosis.
[2922] 2:36:10	According
[2923] 2:36:21	to Google, it refers to
[2924] 2:36:24	long interaction
[2925] 2:36:27	with chat boxes
[2926] 2:36:31	>> religious mystical delusions.
[2927] 2:36:36	>> Uh where users become convinced that the
[2928] 2:36:39	chat is a simple deity.
[2929] 2:36:42	>> Oh, the idea that um
[2930] 2:36:45	that people who interact with chat bots
[2931] 2:36:48	too long think that AIs are sensient
[2932] 2:36:51	divine beings. Okay. Um
[2933] 2:36:57	well, humans do have a tendency to
[2934] 2:36:59	anthropomorphize
[2935] 2:37:01	and I think um
[2936] 2:37:05	I think that's an issue but you might be
[2937] 2:37:08	getting a lot more of that now just
[2938] 2:37:10	because of say similacro relationships
[2939] 2:37:13	too. So,
[2940] 2:37:15	>> and AI
[2941] 2:37:17	chat boxes are designed to mirror and be
[2942] 2:37:21	agreeable with what the person wants.
[2943] 2:37:23	So, if somebody's seeking that
[2944] 2:37:27	AI is going to provide, well, I mean,
[2945] 2:37:29	there were some people I mean, back in
[2946] 2:37:31	the 1970s, there was this little program
[2947] 2:37:33	called LISA,
[2948] 2:37:35	which was a uh supposedly a counseling
[2949] 2:37:39	program. All it did was took your your
[2950] 2:37:41	what you said and reframed it back to
[2951] 2:37:44	you as a question.
[2952] 2:37:45	>> Yeah.
[2953] 2:37:46	>> But some people thought that thing was
[2954] 2:37:48	alive
[2955] 2:37:50	was like 2K of programming is what it
[2956] 2:37:53	was.
[2957] 2:37:54	>> Yeah. But that's a lot of what couch
[2958] 2:37:58	>> is listening rephrasing it.
[2959] 2:38:01	>> And a lot of people use these as couch.
[2960] 2:38:04	>> Yeah. So you know um chat bots have
[2961] 2:38:08	gotten more sophisticated. That's true.
[2962] 2:38:11	But at the same time too, we do have a
[2963] 2:38:14	tendency to anthropomorphize
[2964] 2:38:16	and spiritualize
[2965] 2:38:19	um
[2966] 2:38:21	all these sorts of things. So,
[2967] 2:38:26	hey Matthew, Dr. Faulk, are you talking
[2968] 2:38:28	about the Eliza craze? Yes, I am. My dad
[2969] 2:38:33	told me about it. I was there during it.
[2970] 2:38:36	[laughter]
[2971] 2:38:42	Oh yeah. Oh yeah. They some people
[2972] 2:38:44	thought that thing was alive.
[2973] 2:38:47	Uh cuz it responded.
[2974] 2:38:50	It responded in almost a humanlike way.
[2975] 2:38:58	[laughter]
[2976] 2:39:03	CPM versus DOS. I still have an old
[2977] 2:39:04	floppy somewhere. have it on an old
[2978] 2:39:06	floppy somewhere. You probably don't
[2979] 2:39:08	because your floppies are dead at this
[2980] 2:39:10	point. Um um something like 95% of
[2981] 2:39:16	floppies have lost discharged all their
[2982] 2:39:20	um magnetic domains.
[2983] 2:39:22	So your chance of that of of of you
[2984] 2:39:26	still having a floppy with that pretty
[2985] 2:39:28	small.
[2986] 2:39:30	Your your your
[2987] 2:39:32	best chance to get is probably off the
[2988] 2:39:34	internet at this point.
[2989] 2:39:36	You probably don't have it on your
[2990] 2:39:37	floppy anymore. If you have floppies and
[2991] 2:39:40	a floppy drive that still works.
[2992] 2:39:46	[laughter]
[2993] 2:39:49	Uh, CPM versus DOS. Got bored with it
[2994] 2:39:52	like in five minutes if I remember.
[2995] 2:39:54	Yeah, that's about how long I lasted
[2996] 2:39:56	with it.
[2997] 2:40:00	Milo says, "I love breaking chat bots."
[2998] 2:40:03	uh they can be uh amusing to break.
[2999] 2:40:08	But yeah, people people thought Eliza
[3000] 2:40:10	was a was a person, you know, person
[3001] 2:40:13	hiding behind the computer somewhere
[3002] 2:40:16	or, you know, it was a sentient being.
[3003] 2:40:19	Um but yeah,
[3004] 2:40:21	you know, there were newspaper articles
[3005] 2:40:23	over this
[3006] 2:40:34	All right, moving on here.
[3007] 2:40:38	CPM versus Dust. I personally believe
[3008] 2:40:40	it's a gnome.
[3009] 2:40:44	[laughter]
[3010] 2:40:57	Mama says, "Doc, that makes me worry for
[3011] 2:41:00	the amount of real socialization a large
[3012] 2:41:03	portion of the population is getting
[3013] 2:41:04	these days." Well, yeah. I mean, the
[3014] 2:41:07	fact is that um a lot of the problems
[3015] 2:41:11	that we are facing in um you know,
[3016] 2:41:14	what's called a postmodernity problem is
[3017] 2:41:16	people are trading real relationship
[3018] 2:41:20	for similacra.
[3019] 2:41:22	That's quite common at this point. You
[3020] 2:41:26	know they they don't need real
[3021] 2:41:27	relationship. They'll go on Zoom.
[3022] 2:41:29	>> Yeah.
[3023] 2:41:31	>> Zoom too personal. They'll pick a
[3024] 2:41:33	chatbot.
[3025] 2:41:35	This is getting as people retreat from a
[3026] 2:41:39	relationship,
[3027] 2:41:41	relationship gets broken and defective
[3028] 2:41:44	>> to the point these people cannot
[3029] 2:41:47	interact with real human beings.
[3030] 2:41:49	>> Yeah. It's getting to the point where
[3031] 2:41:50	people as as Mrs. producer just said
[3032] 2:41:52	it's getting to the point where people
[3033] 2:41:54	can't interact with real human beings.
[3034] 2:41:59	And this is one of the things I think
[3035] 2:42:02	um
[3036] 2:42:04	is really a problem because we're meant
[3037] 2:42:07	to be in community. We were created to
[3038] 2:42:10	be in community. Community with other
[3039] 2:42:13	humans, community with the divine,
[3040] 2:42:16	community with nature.
[3041] 2:42:18	The more we become isolated
[3042] 2:42:21	and insulated,
