[0] 1:24	Heat. Heat.
[2689] 2:26:49	24 individuals that are named Jesus.
[2690] 2:26:53	The one that interests us, of course, is
[2691] 2:26:56	Jesus of Nazareth. Okay.
[2692] 2:27:00	Now,
[2693] 2:27:03	um, it's clear that Josephus is not a
[2694] 2:27:06	believer in Jesus,
[2695] 2:27:08	which again, as a as a Jew, we wouldn't
[2696] 2:27:11	expect him to be believer in Jesus.
[2697] 2:27:13	There's no problem there.
[2698] 2:27:15	Um, he does seem to be generally have a
[2699] 2:27:19	dispassionate
[2700] 2:27:21	um, just a descriptive uh, report of
[2701] 2:27:25	Jesus for the most part. Uh there's one
[2702] 2:27:29	uh that's possibly an um
[2703] 2:27:33	ascribe a gloss of Josephus that say in
[2704] 2:27:36	in um
[2705] 2:27:39	um inserts I think there's one insertion
[2706] 2:27:41	into Josephus that says uh who is the
[2707] 2:27:44	Christ uh which would be
[2708] 2:27:46	uncharacteristic of a pious Jew to say
[2709] 2:27:50	but apart from that one sort of
[2710] 2:27:52	controversial passage everything else is
[2711] 2:27:54	pretty prosaic. Um, it's it's nothing we
[2712] 2:27:57	would not expect
[2713] 2:27:59	from a secular reporter of history, at
[2714] 2:28:03	least within the Roman context.
[2715] 2:28:08	So
[2716] 2:28:12	with the exception of that one possible
[2717] 2:28:14	interpolation,
[2718] 2:28:16	I would say overall that um that
[2719] 2:28:20	Josephus writings about
[2720] 2:28:24	um about that. Uh Mervmonson says haters
[2721] 2:28:28	say it's an interpolation. No proof of
[2722] 2:28:30	that though. Yeah, but there's no
[2723] 2:28:31	evidence that it isn't either. Okay. And
[2724] 2:28:35	it would it would seem to paint Josephus
[2725] 2:28:39	in a light that he probably would not
[2726] 2:28:41	have but believed himself which is why
[2727] 2:28:43	people suspected tribulation. It's not
[2728] 2:28:45	just haters. You know there have been uh
[2729] 2:28:48	basically scholars of good faith that
[2730] 2:28:50	have have said it. It doesn't really
[2731] 2:28:52	change anything though.
[2732] 2:28:56	Here's here's the thing. It doesn't
[2733] 2:28:57	change anything at all if you remove
[2734] 2:29:00	that.
[2735] 2:29:03	So
[2736] 2:29:05	um so if you take out that supposed
[2737] 2:29:08	interpretation interpolation
[2738] 2:29:11	doesn't change the content.
[2739] 2:29:16	It doesn't fail to establish the
[2740] 2:29:17	historicity of Christ. It does not
[2741] 2:29:21	um change the reported resurrection.
[2742] 2:29:26	You know Josephus says many of his
[2743] 2:29:28	followers believed that he was
[2744] 2:29:30	resurrected.
[2745] 2:29:32	Yeah.
[2746] 2:29:34	And
[2747] 2:29:36	many of his followers did believe that.
[2748] 2:29:40	So removing that one interpolation
[2749] 2:29:44	doesn't actually change anything. So
[2750] 2:29:46	it's like, okay, then why double down on
[2751] 2:29:48	it? Makes no sense to double down on
[2752] 2:29:51	something that doesn't change anything.
[2753] 2:29:56	So,
[2754] 2:30:03	you know, why do we get caught up in
[2755] 2:30:05	little things like this? I mean, I I
[2756] 2:30:06	don't I don't understand it. Um like
[2757] 2:30:09	like this um
[2758] 2:30:12	like people get a lot of like worked up
[2759] 2:30:15	about the Q source.
[2760] 2:30:19	Yeah. You know this s this this this
[2761] 2:30:22	source quote hypothetical source of
[2762] 2:30:24	Jesus's sayings prior to the gospels.
[2763] 2:30:27	Okay. People get a lot this generates a
[2764] 2:30:31	lot of heat.
[2765] 2:30:33	Does it change absolutely anything? No.
[2766] 2:30:38	The gospels are still the gospels
[2767] 2:30:39	whether they're based on Q or not.
[2768] 2:30:43	It doesn't change absolutely anything.
[2769] 2:30:45	So why get worked up over it? Why put
[2770] 2:30:47	any f uh why put any emotion into stuff
[2771] 2:30:50	like Q
[2772] 2:30:53	or this potential interpret
[2773] 2:30:54	interpolation
[2774] 2:30:56	if it doesn't hurt to admit it? You know
[2775] 2:31:00	what's the point?
[2776] 2:31:02	What's the point in fighting it? Uh
[2777] 2:31:05	what's the point in arguing it?
[2778] 2:31:08	Because you can.
[2779] 2:31:11	Uh
[2780] 2:31:12	well, some people just love to fight. I
[2781] 2:31:15	guess fight fight fight fight
[2782] 2:31:18	>> cuz if you argue Jesus isn't the kick
[2783] 2:31:21	church.
[2784] 2:31:27	Ah yes the Q source my favorite Star
[2785] 2:31:29	Trek the next generation.
[2786] 2:31:32	Yes.
[2787] 2:31:34	Yeah. That's the only good Q source.
[2788] 2:31:39	Uh Dark Plate also JP EPD and other
[2789] 2:31:43	alphabet soup. The the the thing about
[2790] 2:31:45	the the documentary hypothesis though is
[2791] 2:31:47	that does change some things. Okay. Um
[2792] 2:31:51	it does basically say that the penetuk
[2793] 2:31:54	was written after the prophets. Okay.
[2794] 2:31:58	And it just doesn't make any sense.
[2795] 2:32:00	Okay. Now that that's not one of those
[2796] 2:32:02	things where where it could go one way
[2797] 2:32:03	or the other. It's like this is like
[2798] 2:32:05	really messed up. So,
[2799] 2:32:12	um, H, uh, Harry Stark asks, "Is the
[2800] 2:32:15	alleged Q source legit? Did the Q source
[2801] 2:32:19	exist?" We don't know. There's no
[2802] 2:32:21	evidence for the Q source. None.
[2803] 2:32:25	Okay. There's no evidence for the Q
[2804] 2:32:27	source. We have nothing. basically their
[2805] 2:32:30	their evidence for the Q source is the
[2806] 2:32:32	quote gospel of Thomas, a Gnostic Gospel
[2807] 2:32:35	that was written 100 years after the
[2808] 2:32:37	fact.
[2809] 2:32:39	Okay, so that's their that's their basis
[2810] 2:32:43	for the Q source is the Gospel of
[2811] 2:32:46	Thomas.
[2812] 2:32:52	No, it's not a reliable source. That's
[2813] 2:32:54	the only evidence they have for it. a
[2814] 2:32:56	late gnostic gospel.
[2815] 2:32:59	So
[2816] 2:33:05	mama says bat guano theory holds as much
[2817] 2:33:08	water as vacuum of space. Yeah, well
[2818] 2:33:11	that's pretty much it.
[2819] 2:33:13	A lot of f theories in biblical studies
[2820] 2:33:16	are like that though.
[2821] 2:33:22	Andrew Graham goes it's like saying
[2822] 2:33:24	Peter was the first pope. Yeah. Um,
[2823] 2:33:26	there's no evidence for that either.
[2824] 2:33:27	There's no evidence that Peter was ever
[2825] 2:33:29	in Rome.
[2826] 2:33:32	None.
[2827] 2:33:34	I mean, the evidence for Peter being in
[2828] 2:33:36	Rome is so bad.
[2829] 2:33:38	I mean, it is just non-existent.
[2830] 2:33:43	Paul being in Rome. Yeah, sure. We got
[2831] 2:33:45	tons of evidence for Paul being in Rome.
[2832] 2:33:50	We have an absolutely
[2833] 2:33:52	zip for Peter ever going to Rome. Zero.
[2834] 2:34:00	So yeah, that's that one's bad, too.
[2835] 2:34:07	All right, moving on here.
[2836] 2:34:22	Uh, Mara asks for $5 here and thank you
[2837] 2:34:26	very much for the super chat. Your
[2838] 2:34:28	thoughts on aliens and the relationship
[2839] 2:34:30	to demons.
[2840] 2:34:33	Um,
[2841] 2:34:38	it's become popular again to equate
[2842] 2:34:41	aliens with demons. Okay.
[2843] 2:34:46	Uh
[2844] 2:34:48	I think
[2845] 2:34:50	that
[2846] 2:34:57	in the case of say aliens
[2847] 2:35:02	um
[2848] 2:35:04	it's going to really depend. It's going
[2849] 2:35:06	to really depend on the manifestation.
[2850] 2:35:08	Some of them are just optical illusions.
[2851] 2:35:11	Some of them are manifestations of some
[2852] 2:35:14	kind.
[2853] 2:35:16	Do we know which ones are which? Very
[2854] 2:35:19	difficult to tell.
[2855] 2:35:21	There's no there's very little
[2856] 2:35:23	mentioning. Those who basically claim
[2857] 2:35:26	psychic connection to aliens. Yeah, that
[2858] 2:35:29	could be uh demonic. That could
[2859] 2:35:32	definitely be demonic.
[2860] 2:35:34	Like there's a lot of lot of people who
[2861] 2:35:36	claim that they be there can have
[2862] 2:35:39	psychic communication with aliens
[2863] 2:35:43	without there being a single UFO in the
[2864] 2:35:45	sky. Got to be clear about that. When
[2865] 2:35:47	those those psychic events happen,
[2866] 2:35:50	there's no actual UFO in the sky.
[2867] 2:35:53	These people are communicating with
[2868] 2:35:55	aliens in the same way that a psychic
[2869] 2:35:58	would communicate with spirits of the
[2870] 2:36:00	dead.
[2871] 2:36:01	Okay? in those in those cases, yeah, I'd
[2872] 2:36:05	say that that's demonic contact. Okay.
[2873] 2:36:09	But for just the UFO in the sky, there's
[2874] 2:36:12	actually relatively little
[2875] 2:36:16	that would connect anything aliens to
[2876] 2:36:19	anything demonic.
[2877] 2:36:22	Now that said, however,
[2878] 2:36:25	there is a lot that connect connects
[2879] 2:36:28	alien abduction
[2880] 2:36:32	to CIA
[2881] 2:36:34	um
[2882] 2:36:37	activities. Okay.
[2883] 2:36:42	>> Oh, they had this whole experiment
[2884] 2:36:45	where they follow this guy around. They
[2885] 2:36:48	would drug him up every so often, wear
[2886] 2:36:51	alien suits to get him to believe he was
[2887] 2:36:54	abducted by aliens.
[2888] 2:36:57	So the guy would go to the press, talk
[2889] 2:37:00	about aliens
[2890] 2:37:02	to make the Russians think that you, the
[2891] 2:37:06	US, have access to alien technology.
[2892] 2:37:14	Yeah, it does sounds like something the
[2893] 2:37:15	CIA would do.
[2894] 2:37:18	products never
[2895] 2:37:20	sounds like something
[2896] 2:37:24	breaks until
[2897] 2:37:26	>> Yeah.
[2898] 2:37:32	Yeah. So, it's like
[2899] 2:37:34	so yeah, it's just like crazy some of
[2900] 2:37:36	the stuff that's going on out there and
[2901] 2:37:39	not a lot of it is is is not so much say
[2902] 2:37:43	demonic or alien as counterintelligence.
[2903] 2:37:46	So,
[2904] 2:37:55	Andrew, what a trip of a prank. Yeah,
[2905] 2:37:57	>> probably not to the poor guy you did it
[2906] 2:37:59	to though.
[2907] 2:38:00	>> Uh, Blue Dog, supposedly there's a lot
[2908] 2:38:02	of correlation between alien encounters
[2909] 2:38:05	and oalt practices. Um, that has been
[2910] 2:38:08	studied more closely recently and found
[2911] 2:38:10	to be wanting. Okay. Uh, this was this
[2912] 2:38:13	was sort of the view of Clifford Wilson.
[2913] 2:38:15	Okay.
[2914] 2:38:17	Um, and a lot of say
[2915] 2:38:20	what you find today is you got a lot of
[2916] 2:38:22	people like um is it Creation Ministries
[2917] 2:38:27	International
[2918] 2:38:28	that are now trying to connect aliens to
[2919] 2:38:31	oult practice and this was something
[2920] 2:38:34	that I said was was originally proposed
[2921] 2:38:37	by uh Clifford Wilson who wasn't stupid.
[2922] 2:38:40	He wasn't stupid, but he also didn't
[2923] 2:38:43	have good data at his at his disposal.
[2924] 2:38:46	Um,
[2925] 2:38:48	I would say now that if there is a
[2926] 2:38:51	connection between alien encounters and
[2927] 2:38:54	oult practice,
[2928] 2:38:56	it's more along the lines of those who
[2929] 2:38:59	who claim to psychically connect with
[2930] 2:39:02	aliens.
[2931] 2:39:04	I think that they call that the close
[2932] 2:39:06	encounters of the fifth kind or
[2933] 2:39:07	something like that.
[2934] 2:39:09	Um, not the third kind, the fifth kind.
[2935] 2:39:13	Uh,
[2936] 2:39:19	the dude said, "Dude, what? The CIA
[2937] 2:39:22	deceive anyone? Never. Never."
[2938] 2:39:29	Yeah, they'd never do that.
[2939] 2:39:33	Mama CMI. Yep. Creation Ministries.
[2940] 2:39:38	I don't know why CMI has gotten into the
[2941] 2:39:41	whole aliens thing.
[2942] 2:39:44	Uh
[2943] 2:39:46	it's just
[2944] 2:39:49	wow.
[2945] 2:39:50	I mean talk about a creationist in I
[2946] 2:39:53	mean
[2947] 2:39:55	it's one thing to speculate about the
[2948] 2:39:57	existence of aliens. Okay. It's one
[2949] 2:40:00	thing to speculate. It's another thing
[2950] 2:40:02	to say we don't know. It's a it's yet
[2951] 2:40:04	another level to say, "Oh, we know what
[2952] 2:40:07	these are. These are aliens and
[2953] 2:40:09	Christians are there. These aliens are
[2954] 2:40:11	afraid of Christians."
[2955] 2:40:15	You want to destroy your credibility?
[2956] 2:40:17	Well, that's that's an incredibly great
[2957] 2:40:19	way to do it.
[2958] 2:40:24	Again, that's part of being
[2959] 2:40:28	academic is you're not allowed to
[2960] 2:40:32	statements of fact.
[2961] 2:40:34	>> Yeah.
[2962] 2:40:36	>> Well,
[2963] 2:40:37	>> on the subject of aliens, you don't have
[2964] 2:40:40	any docu.
[2965] 2:40:42	>> Here's what's happening in our culture
[2966] 2:40:44	with uh with creationism.
[2967] 2:40:47	All these pulpit ministries are getting
[2968] 2:40:50	along in the tooth.
[2969] 2:40:52	Their old their uh founders are getting
[2970] 2:40:55	old.
[2971] 2:40:57	They are
[2972] 2:41:01	pushing
[2973] 2:41:03	um well past
[2974] 2:41:07	um they're pushing well past their
[2975] 2:41:13	um
[2976] 2:41:18	retirement age.
[2977] 2:41:21	Um, and I think it's just
[2978] 2:41:28	um
[2979] 2:41:31	they they needed to to shut the doors,
[2980] 2:41:35	okay? Or break off into other
[2981] 2:41:38	ministries. You know, this is one of the
[2982] 2:41:40	things that happens that that that some
[2983] 2:41:43	ministries do. They'll they'll shut the
[2984] 2:41:44	doors but break off splinter ministries
[2985] 2:41:47	that then sort of carry on the torch.
[2986] 2:41:50	These
[2987] 2:41:51	basically old guys who started these
[2988] 2:41:54	creationist ministries are just
[2989] 2:41:56	continuing on after their founders have
[2990] 2:41:58	lost their marbles
[2991] 2:42:01	and I think it's just wow
[2992] 2:42:06	uh it's destroying their credibility.
[2993] 2:42:08	Oh, we're seeing this with um CMI. We're
[2994] 2:42:11	seeing this with answers in Genesis.
[2995] 2:42:13	Both of them are having the same
[2996] 2:42:14	problem. Both of them were founded
[2997] 2:42:16	roughly the same time.
[2998] 2:42:18	So, you know, the founders of both of
[2999] 2:42:21	these organizations are, you know,
[3000] 2:42:24	they're hitting their 70s. They're not
[3001] 2:42:26	so lucid anymore. Um, they see a
[3002] 2:42:30	squirrel and they yell squirrel. Um,
[3003] 2:42:34	and uh they're destroying their
[3004] 2:42:37	credibilities by hanging on a bit too
[3005] 2:42:39	long. So,
[3006] 2:42:43	this is why Hugh Ross stepped out. This
[3007] 2:42:45	is why Hugh Ross stepped away from his
[3008] 2:42:47	ministry.
[3009] 2:42:51	It's um it's because he was getting to a
[3010] 2:42:54	point where he was just too old to run
[3011] 2:42:57	the ministry anymore. So,
[3012] 2:43:08	so uh
[3013] 2:43:21	dark blade founded. Errenus says Peter
[3014] 2:43:24	was in Rome in Against Heresies uh 3.11.
[3015] 2:43:28	I'd have to look that up. But here's one
[3016] 2:43:30	of the things too. Um that copy of
[3017] 2:43:32	Against Heresies has been copied many
[3018] 2:43:34	times older over.
[3019] 2:43:36	So there is the problem potential
[3020] 2:43:39	problem of Catholic interpolation in
[3021] 2:43:40	there. Um I will uh I can look I will
[3022] 2:43:44	look that up when I get offline here.
[3023] 2:43:47	But I'm also sort of reticent. And frank
[3024] 2:43:50	frankly, Aronyaeus is in the late 2
[3025] 2:43:53	century anyway. He's already really far
[3026] 2:43:56	away from the potential of of Peter
[3027] 2:43:58	being in Rome. So,
[3028] 2:44:04	all right, moving on.
[3029] 2:44:09	Uh Danny Dement uh asks the member
[3030] 2:44:11	question here. quote, "Sure, he affirms
[3031] 2:44:15	the trinity and believes in the
[3032] 2:44:16	resurrection and return of Christ, but
[3033] 2:44:18	did you see his opinion on what year the
[3034] 2:44:21	Exodus happened?" Yeah.
[3035] 2:44:25	Yeah.
[3036] 2:44:26	And of course, because because of that,
[3037] 2:44:28	you know, Scrippling thinks that I can't
[3038] 2:44:30	be trusted. My faith is is is
[3039] 2:44:33	is spirious. I mean, when I was when I
[3040] 2:44:36	was at the meeting last year, you know,
[3041] 2:44:39	they grilled me on my faith. They
[3042] 2:44:42	thought I think they they treated me
[3043] 2:44:43	like an unbeliever. Like I said, dude,
[3044] 2:44:47	I'm very traditional as far as the
[3045] 2:44:50	essentials of the faith. Like more
[3046] 2:44:53	traditional than any of you guys are
[3047] 2:44:56	like,
[3048] 2:45:01	um,
[3049] 2:45:06	serial, what about second Peter saying
[3050] 2:45:09	he's he's in Babylon? That's not Rome,
[3051] 2:45:11	dude. That's not Rome. Um,
[3052] 2:45:16	is that a spiritual Babylon? Because
[3053] 2:45:18	that's a that's a thing. That could be
[3054] 2:45:21	Rome. That could also be Jerusalem.
[3055] 2:45:25	There are times when Jerus Jerusalem has
[3056] 2:45:27	been called Babylon.
[3057] 2:45:29	Okay.
[3058] 2:45:31	So,
[3059] 2:45:33	um, that's not good evidence. Okay.
[3060] 2:45:37	Yeah. Many Catholic interpreters will
[3061] 2:45:39	take that as Rome,
[3062] 2:45:42	but that can be just as much Jerusalem
[3063] 2:45:45	as it is Rome.
[3064] 2:45:52	So,
[3065] 2:45:58	so anyway, there's there's a lot of
[3066] 2:46:00	possibilities there that are not
[3067] 2:46:01	necessarily Rome in that case.
[3068] 2:46:11	Okay, moving on here.
[3069] 2:46:13	Uh, was there that question at 9:15 or
[3070] 2:46:15	something like that that you
[3071] 2:46:17	>> I answered it. Okay, good.
[3072] 2:46:23	Okay.
[3073] 2:46:49	keeps learning asks, "Do you have an
[3074] 2:46:50	opinion on Albert Mohler's amendment to
[3075] 2:46:52	prevent Southern Baptist Convention
[3076] 2:46:54	churches to have female pastors?"
[3077] 2:46:57	Um,
[3078] 2:47:00	no. I don't I don't have an opinion on
[3079] 2:47:02	it. I haven't read the amendment.
[3080] 2:47:04	Um, I kind of take a middle ground on
[3081] 2:47:07	this anyway.
[3082] 2:47:09	Um, I think for most congregations, it's
[3083] 2:47:12	a bad idea to have a female pastor.
[3084] 2:47:17	Um, but there's also some specialized
[3085] 2:47:19	ministries where it's required.
[3086] 2:47:21	Okay. If you're doing a women's
[3087] 2:47:24	ministry, yeah, you need a female
[3088] 2:47:26	pastor.
[3089] 2:47:29	That shouldn't come as a surprise.
[3090] 2:47:32	If you're doing a
[3091] 2:47:37	outreach to a women's shelter, you can't
[3092] 2:47:40	send a man in.
[3093] 2:47:42	You can't do that.
[3094] 2:47:45	that that would be that would be
[3095] 2:47:46	horrendous.
[3096] 2:47:50	So
[3097] 2:47:54	um there are exceptions to to men
[3098] 2:47:58	leading a congregation here that have to
[3099] 2:48:01	be considered.
[3100] 2:48:03	Um you have to be sensitive to that.
[3101] 2:48:08	So,
[3102] 2:48:11	so again, I would just I would just say
[3103] 2:48:14	here that a blanket amendment
[3104] 2:48:18	preventing an SBC church to have female
[3105] 2:48:21	pastors is
[3106] 2:48:24	kind of tonedeaf in this culture.
[3107] 2:48:27	Now, I still think that as a general
[3108] 2:48:30	rule, general congregations
[3109] 2:48:34	should have a male as a pastor. Again,
[3110] 2:48:37	it affirms the order of creation,
[3111] 2:48:41	but again, it's not every situation.
[3112] 2:48:45	Okay? Every situation is not confirmed
[3113] 2:48:48	by the general. So again, I'm kind of
[3114] 2:48:54	um I kind of want to take a more middle
[3115] 2:48:57	ground on this one. All right. So, hope
[3116] 2:48:59	that helps. Thank you for the question.
[3117] 2:49:01	Really appreciate it.
[3118] 2:49:47	Uh, Harry Stark asks, "Are there any
[3119] 2:49:49	published 3D animations that look
[3120] 2:49:51	indistinguishable as 2D?"
[3121] 2:49:58	Um, you can always make a 3D look 2D.
[3122] 2:50:03	Okay.
[3123] 2:50:06	Because it's a lossy information system
[3124] 2:50:08	there,
[3125] 2:50:09	>> you lose in Yeah.
[3126] 2:50:11	>> in
[3127] 2:50:13	>> Yeah. It's appearing in 2D anyway. So,
[3128] 2:50:16	you can always make 3D animation look
[3129] 2:50:18	2D.
[3130] 2:50:19	So, that's that's really not an issue.
[3131] 2:50:22	Uh, in fact, most of the 2D animation
[3132] 2:50:24	that's done today is originally done as
[3133] 2:50:27	3D models that are then compressed down
[3134] 2:50:32	basically with a Z-axis remove. So,
[3135] 2:50:38	yeah, it's it's it's a thing. It's
[3136] 2:50:40	doable. The question is, do they people
[3137] 2:50:42	want to do it that way? That's more the
[3138] 2:50:44	question than anything else.
[3139] 2:50:54	Dark Plato says, "If anyone should say
[3140] 2:50:57	that the Exodus was in the 13th century
[3141] 2:50:59	BC, let him be anathema, first council
[3142] 2:51:02	of Acron in Pennsylvania."
[3143] 2:51:06	Well, that's about it. Yeah.
[3144] 2:51:12	>> Yep. I saw it.
[3145] 2:51:14	>> I'll take that one as soon as I come up
[3146] 2:51:16	to the next nons super chat here.
[3147] 2:51:22	Yeah, I'll keep one in mind.
[3148] 2:51:33	Uh, serial bowl adds here, Aronya has
[3149] 2:51:35	thought Jesus dying at 40 plus was
[3150] 2:51:37	apostolic tradition. I don't think
[3151] 2:51:39	Aronyaeus is uh a reliable source for
[3152] 2:51:44	apostolic tradition.
[3153] 2:51:46	uh all the apostolic fathers have
[3154] 2:51:49	historical issues. Okay, this is not
[3155] 2:51:52	unique to Aronyaeus.
[3156] 2:51:55	Uh this is why we don't consider them
[3157] 2:51:57	infallible.
[3158] 2:51:59	This is why
[3159] 2:52:01	um the church fathers as much as they
[3160] 2:52:06	um
[3161] 2:52:09	uh dark blade ask where um I've read
[3162] 2:52:12	that too. I've read it too. I've read
[3163] 2:52:14	that in Arna as well. Um,
[3164] 2:52:18	so
[3165] 2:52:20	um,
[3166] 2:52:22	so I think Serial Bull's right here
[3167] 2:52:29	and that's because it's the elder age.
[3168] 2:52:32	Okay.
[3169] 2:52:34	Um,
[3170] 2:52:36	at 40 plus, you're considered an elder,
[3171] 2:52:38	but you're not old enough to be no
[3172] 2:52:41	longer of use.
[3173] 2:52:44	So you're you're below forced retirement
[3174] 2:52:46	which is 50 but but basically you're
[3175] 2:52:50	still an elder.
[3176] 2:52:52	So
[3177] 2:52:53	that was not an uncommon view among
[3178] 2:52:55	apostolic tradition. Uh
[3179] 2:53:01	but this is one of the problems we have
[3180] 2:53:02	with the church fathers is
[3181] 2:53:06	we can't use them as an infallible
[3182] 2:53:09	source because they do either contradict
[3183] 2:53:11	each other or make historical mistakes.
[3184] 2:53:15	There are issues with the church fathers
[3185] 2:53:17	even some of the early ones
[3186] 2:53:20	like there are errors in Papius and he's
[3187] 2:53:22	really early
[3188] 2:53:26	so
[3189] 2:53:29	I think it's one of those things that we
[3190] 2:53:30	just have to be careful with the church
[3191] 2:53:32	fathers the church fathers are a great
[3192] 2:53:34	source of
[3193] 2:53:36	of tradition
[3194] 2:53:39	they're a great source of um
[3195] 2:53:43	They
[3196] 2:53:45	what people believed in the first few
[3197] 2:53:47	centuries of the church.
[3198] 2:53:50	They're a good source of how people in
[3199] 2:53:53	the Roman period had exed the
[3200] 2:53:56	scriptures,
[3201] 2:54:00	but they aren't always right.
[3202] 2:54:07	They aren't always right. There are
[3203] 2:54:10	issues with them with all of them
[3204] 2:54:14	and
[3205] 2:54:16	they do contradict each other
[3206] 2:54:19	frequently.
[3207] 2:54:23	That's why they're not considered
[3208] 2:54:24	infallible and they're not canon.
[3209] 2:54:28	Uh like for example, they'll all
[3210] 2:54:31	contradict themselves on who was the
[3211] 2:54:33	king Pharaoh of the Exodus.
[3212] 2:54:35	All of them. You know, some of them will
[3213] 2:54:38	say Tutmos is the fourth, some of them
[3214] 2:54:40	will say Aenatan, some of them will say
[3215] 2:54:43	Akmos the first, some of them will say
[3216] 2:54:45	Aman Hotep the second. They're all over
[3217] 2:54:49	the map on this.
[3218] 2:54:53	And if they're all over the map on
[3219] 2:54:55	something, they can't be infallible on
[3220] 2:54:57	that issue.
[3221] 2:55:00	That's not the way infallibility works.
[3222] 2:55:05	Dude, the Orthob bros say they're
[3223] 2:55:06	infallible. The Orthobros are idiots.
[3224] 2:55:10	They are idiots.
[3225] 2:55:13	I've
[3226] 2:55:16	uh Sribo says Against Heresies, book
[3227] 2:55:19	two, chapter 22. Yeah. Yeah, I'd read it
[3228] 2:55:22	before, too.
[3229] 2:55:27	No, I mean, I've I've met some Orthod
[3230] 2:55:29	bros who don't know their own church
[3231] 2:55:32	teachings. They don't know their own
[3232] 2:55:34	theology,
[3233] 2:55:35	but they're zealous new converts or
[3234] 2:55:38	they're converts that that don't read.
[3235] 2:55:42	They don't understand the wide tent.
[3236] 2:55:44	That is orthodoxy.
[3237] 2:55:47	And they just start going on these
[3238] 2:55:52	tyresides, these asserting assertion
[3239] 2:55:54	tyresides,
[3240] 2:55:56	like they're like petulant children.
[3241] 2:55:59	They are really insufferable.
[3242] 2:56:02	I mean do the faith incredible harm.
[3243] 2:56:22	Warrior the most high 500 react vids
[3244] 2:56:24	incoming. Yeah. and I won't respond to a
[3245] 2:56:26	single one of them.
[3246] 2:56:28	Um
[3247] 2:56:30	because they're bozos
[3248] 2:56:32	and they act like bozos.
[3249] 2:56:40	I'll say this, put if if they really
[3250] 2:56:42	want to want to to show how how well
[3251] 2:56:45	they know their faith, put in 20 years.
[3252] 2:56:50	After they do 20 years of solid reading
[3253] 2:56:52	on the church fathers, hundreds of
[3254] 2:56:53	volumes. Okay, then come back to me.
[3255] 2:56:57	Come back to me after you've done the
[3256] 2:56:59	reading. It's like these guys who claim
[3257] 2:57:01	to be
[3258] 2:57:02	>> going to make a statement. Give the
[3259] 2:57:04	supporting.
[3260] 2:57:05	>> Yeah. It's like these guys who claim to
[3261] 2:57:06	be Calvinists and never read Calvin
[3262] 2:57:09	or claim to be Armenians and never read
[3263] 2:57:11	Arminius.
[3264] 2:57:14	You know, you know, there should be sort
[3265] 2:57:16	of a a a barrier to entry. Oh, you
[3266] 2:57:20	haven't read Calvin? You can't claim
[3267] 2:57:22	yourself. You're a Calvinist.
[3268] 2:57:25	You're an Arthur, bro. Well, have you
[3269] 2:57:28	read the at least a hundred of the 500
[3270] 2:57:31	volumes of Church Fathers? No. Go back
[3271] 2:57:34	and continue reading.
[3272] 2:57:36	Oh,
[3273] 2:57:36	>> because we have.
[3274] 2:57:40	>> Yeah, we've done the reading.
[3275] 2:57:41	>> We've read Calvin. We've read a hundred
[3276] 2:57:44	books.
[3277] 2:57:44	>> Yeah, we've read Calvin.
[3278] 2:57:46	>> The Early Church Fathers. We have read
[3279] 2:57:48	the early church fathers.
[3280] 2:57:53	>> Bozo the clan or bozo the apologist.
[3281] 2:57:55	>> No. Milo. Some people really are the
[3282] 2:57:58	highest of
[3283] 2:58:02	>> Milo says some people really are the
[3284] 2:58:04	highest hump on the tallest camel.
[3285] 2:58:10	Yeah. Well,
[3286] 2:58:17	Mervmon Monson says, "I've noticed
[3287] 2:58:18	Orthobros usually like the later church
[3288] 2:58:20	fathers from the third and fourth
[3289] 2:58:21	centuries, too."
[3290] 2:58:25	Um, I find a lot of them prefer the
[3291] 2:58:26	fifth to seventh centuries. You know,
[3292] 2:58:28	when you start getting into that period
[3293] 2:58:30	where icons become sort of really
[3294] 2:58:32	fashionable
[3295] 2:58:34	and and you don't get that until the
[3296] 2:58:35	fifth century. So,
[3297] 2:58:44	Dark Blade, quote, "See, I'm right when
[3298] 2:58:47	I say the church fathers had this view.
[3299] 2:58:48	AI says so. Now kiss their feet." End
[3300] 2:58:51	quote. Yeah, we had one Ortho bro go off
[3301] 2:58:54	on that.
[3302] 2:58:56	He was the idiot of idiots. But
[3303] 2:59:00	even even idiots need a king. All right,
[3304] 2:59:03	let's move on.
[3305] 2:59:21	Um, Harry Stark asked, "What is the
[3306] 2:59:24	synagogue of Satan? Is it the local
[3307] 2:59:26	synagogue down the street, part of the
[3308] 2:59:28	synagogue of Satan?" No, not
[3309] 2:59:30	necessarily. Okay. When it talks about
[3310] 2:59:33	synagogue of Satan, it talks about those
[3311] 2:59:37	who have conspired against Christ,
[3312] 2:59:39	that's what it means. Okay? Um, Satan
[3313] 2:59:43	meaning the adversary. Okay? So when you
[3314] 2:59:45	talk about the synagogue of Satan,
[3315] 2:59:49	it's not talking about every Jewish
[3316] 2:59:51	congregation. That's not what it's
[3317] 2:59:53	talking about.
[3318] 2:59:56	It's talking about a certain subset
[3319] 3:00:00	within,
[3320] 3:00:02	say, Judaism that would persecute Christ
[3321] 3:00:06	given the opportunity. Once again,
[3322] 3:00:09	that's what it's talking about. those
[3323] 3:00:12	who persecute the church, who take that
[3324] 3:00:16	active role in doing this,
[3325] 3:00:19	your average synagogue down the street
