[0] 0:00	Heat. Heat.
[2341] 2:04:30	above him. Yep.
[2342] 2:04:33	Where the two horizontal lines are. Two
[2343] 2:04:36	rams horns. Uh-huh.
[2344] 2:04:38	Reed stocks in the middle and two AI at
[2345] 2:04:41	the side. Yep.
[2346] 2:04:44	Yep.
[2347] 2:04:49	Uh, mama says, "American Christians just
[2348] 2:04:51	don't get the interconnectedness." Oh,
[2349] 2:04:53	no. No. They don't understand things
[2350] 2:04:54	such as intertextuality.
[2351] 2:04:56	They don't get it. Um, I think I think
[2352] 2:04:59	this is one of the problems we find too
[2353] 2:05:01	with say American scholarship as well.
[2354] 2:05:05	Um there's there's so little cross
[2355] 2:05:10	fertilization between departments
[2356] 2:05:13	that
[2357] 2:05:15	um I mean I was very lucky I was very
[2358] 2:05:17	lucky that I had a really broad cross
[2359] 2:05:20	fertilization
[2360] 2:05:21	of a variety of different disciplines
[2361] 2:05:25	that um so I was in many ways um
[2362] 2:05:29	protected
[2363] 2:05:31	from that insularity
[2364] 2:05:33	because I I I taken courses on, you
[2365] 2:05:36	know, Hebrew, Greek, Egyptian, Aadian. I
[2366] 2:05:41	had taken um um classes on Greek
[2367] 2:05:44	literature, uh philosophy,
[2368] 2:05:48	um you know, all of this various
[2369] 2:05:51	different things on say you know uh
[2370] 2:05:54	aspects of different religion all across
[2371] 2:05:56	it. Uh did some work on the early church
[2372] 2:05:58	fathers you know I had I had I had this
[2373] 2:06:02	broad
[2374] 2:06:03	base
[2375] 2:06:05	where I could go into various texts and
[2376] 2:06:08	look at the interextuality
[2377] 2:06:11	of the Bible through these various
[2378] 2:06:13	lenses.
[2379] 2:06:16	So,
[2380] 2:06:18	so you know I I was very fortunate that
[2381] 2:06:22	my training
[2382] 2:06:24	didn't prepare me to be an insular
[2383] 2:06:27	scholar but to to really see see the
[2384] 2:06:31	interconnectedness of this
[2385] 2:06:35	Uh Gandalf the base said, "I asked the
[2386] 2:06:37	new president of Southwest Baptist
[2387] 2:06:38	Theological Seminary about it this past
[2388] 2:06:41	week about getting an Old Testament
[2389] 2:06:42	department restarted and he actually
[2390] 2:06:45	didn't hate the idea." I'm shocked that
[2391] 2:06:47	they don't have one. Honestly, they I
[2392] 2:06:50	mean, I think that's that's shocking
[2393] 2:06:52	that a theological seminary doesn't have
[2394] 2:06:54	an Old Testament department. It really
[2395] 2:06:57	needs one.
[2396] 2:06:59	Um, so, um, I'm I'm glad he's not
[2397] 2:07:02	against the idea, but a seminary needs
[2398] 2:07:06	one badly.
[2399] 2:07:08	Good news
[2400] 2:07:09	is only
[2401] 2:07:13	Yeah, you cannot.
[2402] 2:07:18	Uh, mysterious fungus asks, "Have you
[2403] 2:07:21	ever heard of another ancient text aside
[2404] 2:07:23	from the Bible that was said to be
[2405] 2:07:25	composed by a documentary hypothesis?"
[2406] 2:07:27	No.
[2407] 2:07:29	Nope.
[2408] 2:07:30	This is a theory that's uniquely applied
[2409] 2:07:32	to the Bible.
[2410] 2:07:34	It's It's one of those I've I've used
[2411] 2:07:37	this term before. It's a singlepurpose
[2412] 2:07:40	theory.
[2413] 2:07:42	It's a singlepurpose theory. Just like
[2414] 2:07:44	we sometimes have single-purpose testing
[2415] 2:07:46	methods, this is a single purpose
[2416] 2:07:49	theory. It doesn't apply to any other
[2417] 2:07:52	text. You know, they don't even apply
[2418] 2:07:54	this to Apocrypha. That's what I find
[2419] 2:07:56	really hysterical. You know, they don't
[2420] 2:07:58	apply this to Apocrypha. They don't
[2421] 2:08:00	apply this to philosophy literature.
[2422] 2:08:02	They don't apply this to other ancient
[2423] 2:08:04	literature. This is just something
[2424] 2:08:07	particular to the Bible.
[2425] 2:08:16	Yeah.
[2426] 2:08:21	Uh URL C. In my whole career as a
[2427] 2:08:23	student, I think I took one
[2428] 2:08:25	interdisciplinary class which was
[2429] 2:08:27	planetary science. Got me to switch from
[2430] 2:08:30	physics to earth science for grad
[2431] 2:08:31	school. Okay. Yeah.
[2432] 2:08:39	Dark plate confirmed. God is responsible
[2433] 2:08:42	for giving the world David Faulk.
[2434] 2:08:45	I don't know about that, but we I think
[2435] 2:08:48	he had something to do with it. Too much
[2436] 2:08:50	crazy stuff in my life to to say
[2437] 2:08:51	otherwise.
[2438] 2:08:54	Mama says that is crazy. No OT
[2439] 2:08:57	department at all. Yeah.
[2440] 2:09:00	Yeah.
[2441] 2:09:04	So yeah, just
[2442] 2:09:12	uh Dark Blade, does being single purpose
[2443] 2:09:14	imply to be crap? Often yes. Uh what we
[2444] 2:09:18	get here is when you go to single
[2445] 2:09:21	purpose theories, here's the problem
[2446] 2:09:22	with single purpose theories is
[2447] 2:09:27	you want a theory, a good theory, a good
[2448] 2:09:30	solid theory should be applicable to a
[2449] 2:09:33	general case as well as a specific case.
[2450] 2:09:36	Okay? If it doesn't work in the general
[2451] 2:09:39	case,
[2452] 2:09:42	it implies it won't work very well in
[2453] 2:09:44	the specific case.
[2454] 2:09:47	Okay?
[2455] 2:09:48	So yeah, Ariel C says uh single purpose
[2456] 2:09:52	is way too close to ad hoc. Yeah, it is.
[2457] 2:09:55	Yeah.
[2458] 2:09:57	Uh you basically start forming ad hoc
[2459] 2:09:59	theories, tautologies,
[2460] 2:10:01	you know, all this little thing is
[2461] 2:10:04	is going to be
[2462] 2:10:07	uh and and and I've always said that a
[2463] 2:10:09	single purpose theory, it's like a
[2464] 2:10:11	single purpose test uh purpose test
[2465] 2:10:13	technique. Okay. And we we've we've
[2466] 2:10:16	talked about these a couple times on
[2467] 2:10:18	this channel. You know, like the the the
[2468] 2:10:20	LAR that's used to sort of probe
[2469] 2:10:22	underneath the pyramid, it's a single
[2470] 2:10:24	purpose test technique, you know, it's
[2471] 2:10:27	it doesn't work in a general case. The
[2472] 2:10:30	dating that the shroud the shroud guys
[2473] 2:10:33	use, you know, for dating linen, it's a
[2474] 2:10:35	single purpose test technique. It's only
[2475] 2:10:37	used to date the shroud. You can't use
[2476] 2:10:38	it to date linen in general. So if it
[2477] 2:10:41	doesn't work on the broad case,
[2478] 2:10:45	how can we say it's to work in the
[2479] 2:10:46	specific case? So
[2480] 2:10:53	uh Dustin Meek says, "Oh, Dr. Faulk, I
[2481] 2:10:55	did buy you Reloy of the Dead, so I'll
[2482] 2:10:57	be sure to leave a review once I finish
[2483] 2:10:58	it." Thank you very much. We really
[2484] 2:11:00	appreciate that. Those reviews really
[2485] 2:11:02	help. So we
[2486] 2:11:06	Yeah, it's really the only marketing we
[2487] 2:11:07	have for the book. So
[2488] 2:11:10	Yeah, there's no publisher pushing it.
[2489] 2:11:12	There's no we're we're not buying
[2490] 2:11:14	reviews, you know, we're not paying for
[2491] 2:11:17	that stuff. So, you guys putting those
[2492] 2:11:20	reviews out there really really helps,
[2493] 2:11:23	you know, get the message about the book
[2494] 2:11:24	out there. Uh the only other marketing
[2495] 2:11:27	we do is on this channel, and we don't
[2496] 2:11:29	do that much of it, just on usually on
[2497] 2:11:32	um you know, we might talk about on
[2498] 2:11:34	shorts or or on live streams like this,
[2499] 2:11:37	but that's about all we do for it. So,
[2500] 2:11:39	thank you very much for buying it and um
[2501] 2:11:42	thank you very much when you leave the
[2502] 2:11:44	review.
[2503] 2:11:48	Okay. So, I think that covers the the
[2504] 2:11:51	seal inscription here.
[2505] 2:11:58	Next super chat here is from Followit of
[2506] 2:12:00	Thesis for $5. Thank you for the super
[2507] 2:12:02	chat.
[2508] 2:12:04	Do you think we'll be still still be
[2509] 2:12:06	able to study the Bible in heaven? Maybe
[2510] 2:12:08	Torah class with Professor Moses.
[2511] 2:12:11	Yeah, why not?
[2512] 2:12:14	I mean, our learning won't cease when
[2513] 2:12:15	we're in heaven.
[2514] 2:12:18	When we're up there, you have all the
[2515] 2:12:21	question. Yeah. Here's the thing. Um,
[2516] 2:12:24	you know, my producer says, you know,
[2517] 2:12:26	when you get up to heaven, you'll be
[2518] 2:12:28	able to ask all the questions you want.
[2519] 2:12:31	And I think this is one of the things is
[2520] 2:12:33	I think here's the thing. when you get
[2521] 2:12:34	to heaven, you don't become
[2522] 2:12:37	uh omnisient. You don't all of a sudden
[2523] 2:12:40	know everything.
[2524] 2:12:43	Um,
[2525] 2:12:45	so when you get up there, you're going
[2526] 2:12:47	to get you're going to be able to ask
[2527] 2:12:49	all these questions and that's going to
[2528] 2:12:51	promote
[2529] 2:12:52	uh promote there being more questions
[2530] 2:12:55	and you're going to start getting to
[2531] 2:12:57	probe really really deep
[2532] 2:13:01	because
[2533] 2:13:02	all the sort of the clutter and the the
[2534] 2:13:05	cloud that that confuses the Bible will
[2535] 2:13:08	be swept away.
[2536] 2:13:11	So,
[2537] 2:13:13	um, yeah, absolutely. I still think
[2538] 2:13:15	you'll be able to study the Bible in
[2539] 2:13:16	heaven.
[2540] 2:13:18	Um, you know, the the the word is
[2541] 2:13:20	eternal. We know that.
[2542] 2:13:23	You know, the Lord says, "Heaven and
[2543] 2:13:25	earth shall pass away, but my word will
[2544] 2:13:27	be forever."
[2545] 2:13:29	So, if if God's word is forever, then
[2546] 2:13:32	yeah, you're going to be able to study
[2547] 2:13:34	it forever.
[2548] 2:13:42	Miss mysterious fungus. I'd be scared to
[2549] 2:13:44	have Moses as my teacher, to be honest.
[2550] 2:13:46	Feels like he'd scream at me.
[2551] 2:13:50	I think his temper will probably be in
[2552] 2:13:53	check by that point.
[2553] 2:13:56	Uh, Messianic Talmet. A visual replay of
[2554] 2:13:58	the gospels would be awesome. Yeah, it
[2555] 2:13:59	would be awesome. Yeah, it would be
[2556] 2:14:01	awesome.
[2557] 2:14:04	Not if nothing else, we have serious.
[2558] 2:14:08	Oh, yeah. We'd have some serious
[2559] 2:14:10	reenactments. Yeah, probably.
[2560] 2:14:16	Okay. Next super chat here is uh from a
[2561] 2:14:19	follower of the Ichis for for $10. Thank
[2562] 2:14:22	you for the super chat. Uh how many
[2563] 2:14:25	important archaeological discoveries do
[2564] 2:14:27	you think we've already had for a long
[2565] 2:14:30	time that need to be rediscovered? Like
[2566] 2:14:32	for example, like the Amorite tablets.
[2567] 2:14:34	Okay, the Amorite tablets is a pretty
[2568] 2:14:36	recent thing. Um, it was one of those
[2569] 2:14:39	those set of tablets that was um
[2570] 2:14:42	um it was um
[2571] 2:14:46	seized during um um illegal export out
[2572] 2:14:50	of uh Iraq. Okay. So,
[2573] 2:14:55	um,
[2574] 2:14:57	there's always things that that always
[2575] 2:14:59	discoveries that are made from going
[2576] 2:15:01	back to old stuff and re-examining the
[2577] 2:15:04	findings.
[2578] 2:15:06	So, I think I think there's always
[2579] 2:15:09	opportunity
[2580] 2:15:10	for better better analysis of existing
[2581] 2:15:14	finds. Okay. So, there's always room for
[2582] 2:15:18	that stuff. Always room for that stuff.
[2583] 2:15:21	So absolutely I think uh a lot of a lot
[2584] 2:15:25	of these these finds can be re-examined.
[2585] 2:15:28	Um some of them will be reinterpreted in
[2586] 2:15:31	a new light. That's the other thing too.
[2587] 2:15:34	Um like for example there might be a
[2588] 2:15:37	find that is dismissed because it
[2589] 2:15:40	doesn't seem important at the time.
[2590] 2:15:42	there's a new interpretation that comes
[2591] 2:15:44	along later and then you go back to
[2592] 2:15:47	those old finds and you go, "Oh, well,
[2593] 2:15:48	this sheds new light on this." So,
[2594] 2:15:54	so absolutely I think there's a lot of
[2595] 2:15:56	discoveries like that.
[2596] 2:15:58	um you know in the case of certain
[2597] 2:16:01	documents there's advances in
[2598] 2:16:03	linguistics that changes how things are
[2599] 2:16:05	translated occasionally
[2600] 2:16:07	um or how things are like um like uh
[2601] 2:16:11	interpreted
[2602] 2:16:13	like for example uh take for example
[2603] 2:16:16	just like the Israel stila the so-called
[2604] 2:16:18	manpila where it talks about you know
[2605] 2:16:21	the Israelites well you know yeah
[2606] 2:16:24	absolutely it's it's Israel but we now
[2607] 2:16:26	know from the study of say the Egyptian
[2608] 2:16:28	language
[2609] 2:16:30	that the determinatives used for the
[2610] 2:16:33	term Israelite
[2611] 2:16:35	were those used of a wandering people
[2612] 2:16:37	group like what would you'd expect from
[2613] 2:16:40	nomads or pastoralists
[2614] 2:16:43	okay so you know when you when you talk
[2615] 2:16:46	then about the Israelites in the
[2616] 2:16:49	meeptistila it's not talking about a
[2617] 2:16:51	group that's already established in
[2618] 2:16:53	cities okay now that's That's not the
[2619] 2:16:58	same interpretation as you would have
[2620] 2:17:00	gotten when that stila was discovered in
[2621] 2:17:03	the late 19th century. But looking at it
[2622] 2:17:05	now through a hundred years of
[2623] 2:17:09	advancements in Egyptology and and and
[2624] 2:17:13	learning about the language itself, we
[2625] 2:17:16	can see this added nuance to that that
[2626] 2:17:20	acts to our understanding
[2627] 2:17:22	of of the find.
[2628] 2:17:25	And that's where things are getting get
[2629] 2:17:28	interesting as it were.
[2630] 2:17:33	Uh, Dark Blade says the Mesh Steeler was
[2631] 2:17:35	recently reported to potentially namerop
[2632] 2:17:37	David. Yeah. Yeah, it was.
[2633] 2:17:44	But we already we already had that too
[2634] 2:17:46	in the Teldan Stila. Um, but this time
[2635] 2:17:49	with the with the tell Dan Stila there
[2636] 2:17:51	they're at this point they're they're
[2637] 2:17:52	like pretty much sure that that it
[2638] 2:17:55	includes David in there. Do you mean
[2639] 2:17:58	House of the Kettle? Oh boy.
[2640] 2:18:01	I can't believe I still can't believe
[2641] 2:18:03	that guy put that out as a legitimate
[2642] 2:18:05	option. House of the Kettle.
[2643] 2:18:08	That was just so stupid.
[2644] 2:18:12	So stupid.
[2645] 2:18:15	House the kettle.
[2646] 2:18:17	[Laughter]
[2647] 2:18:29	Okay, let's see how are we how are we
[2648] 2:18:30	doing here on super chats.
[2649] 2:18:35	Okay. Uh
[2650] 2:18:44	okay. Next super chat here
[2651] 2:18:47	is from
[2652] 2:18:50	uh Suben Paul for I think it is uh 100
[2653] 2:18:54	rupee I think at least I think it's
[2654] 2:18:56	rupee
[2655] 2:18:59	and he asks what is the majority
[2656] 2:19:00	religious affiliation of biblical
[2657] 2:19:02	scholars in American America and Europe
[2658] 2:19:06	progressive Christian atheist orthodox
[2659] 2:19:09	Christian etc. Okay. Um,
[2660] 2:19:14	the vast majority
[2661] 2:19:17	is going to depend on how you do the
[2662] 2:19:19	counting. Okay. Um,
[2663] 2:19:24	on a on a on a man-m basis,
[2664] 2:19:29	um, there are probably more
[2665] 2:19:33	Protestants,
[2666] 2:19:36	more Protestant theologians than
[2667] 2:19:37	anything. Now, that can cover a huge
[2668] 2:19:39	range. from progressive to atheist to to
[2669] 2:19:45	orthodox Christian and I use small
[2670] 2:19:47	orthodox here. Okay, small orthodox.
[2671] 2:19:51	Um
[2672] 2:19:54	so number by when it comes right down to
[2673] 2:19:56	to numbers that's going to be the
[2674] 2:19:58	majority. Okay. Now
[2675] 2:20:02	with that said I would say the next
[2676] 2:20:05	highest is going to be secular or
[2677] 2:20:08	atheist. Okay. they're going to be
[2678] 2:20:10	number two. Um,
[2679] 2:20:14	and that number is shifting. Okay, that
[2680] 2:20:16	number is shifting away from say more
[2681] 2:20:20	traditional views of of Christianity.
[2682] 2:20:24	Again, uh some of it is the fact that uh
[2683] 2:20:27	posts are becoming less and less
[2684] 2:20:29	academic posts. That is so without work
[2685] 2:20:33	less people are taking up
[2686] 2:20:36	um biblical scholarship as a field you
[2687] 2:20:39	can actually
[2688] 2:20:41	do work in and get paid for it
[2689] 2:20:45	as opposed to those who have say
[2690] 2:20:49	um are doing it for an ideological
[2691] 2:20:51	purpose um and don't ever expect to earn
[2692] 2:20:55	that money back.
[2693] 2:20:59	Gandalf the beast. How are they
[2694] 2:21:01	Protestant if they are atheists or did
[2695] 2:21:03	you misspeak? Oh, no. No, I didn't
[2696] 2:21:05	misspeak. No, you do get Protestants out
[2697] 2:21:07	there that are atheists. Absolutely.
[2698] 2:21:10	Rudolfph Boltman.
[2699] 2:21:12	Rudolfph Boltman was uh a member of the
[2700] 2:21:16	uh a a priest in good order of the
[2701] 2:21:19	confessing church of the German Lutheran
[2702] 2:21:23	or church. Okay. Man didn't believe in
[2703] 2:21:26	God. absolutely did not believe in God
[2704] 2:21:29	at all.
[2705] 2:21:37	Yeah. Yeah. Rudolfph Bolman was a was
[2706] 2:21:41	absolutely an atheist
[2707] 2:21:46	or at least so agnostic he he might as
[2708] 2:21:48	well have been an atheist,
[2709] 2:21:50	but he was a member of of of the
[2710] 2:21:53	confessing church in good standing.
[2711] 2:21:57	for 60 years.
[2712] 2:22:03	Uh, mysterious fungus. Marcus Smith is a
[2713] 2:22:05	practicing Roman Catholic. He's a
[2714] 2:22:08	practicing Roman Catholic. Uh, I think a
[2715] 2:22:11	lot of people I think a lot of people
[2716] 2:22:13	like to um quote mine Marcus Smith. Um,
[2717] 2:22:17	he's he's not a he's not as atheistic as
[2718] 2:22:21	many have suggested. In fact, quite the
[2719] 2:22:22	opposite. Um he has um he has um
[2720] 2:22:27	basically come out many times and and
[2721] 2:22:29	basically said he's a practicing Roman
[2722] 2:22:31	Catholic.
[2723] 2:22:33	Okay.
[2724] 2:22:36	Dustin Meeks, how can you be a
[2725] 2:22:38	Protestant and be an atheist? Sounds
[2726] 2:22:40	like an oxymoron.
[2727] 2:22:42	It's like you want to be paid for
[2728] 2:22:43	preaching. That's what it is. You're
[2729] 2:22:46	you're essentially at that point you're
[2730] 2:22:48	you're basically a guy who's taking the
[2731] 2:22:51	paycheck of a religious organization
[2732] 2:22:54	while privately believing something
[2733] 2:22:56	else.
[2734] 2:23:00	Somebody just mentioned it. Yeah.
[2735] 2:23:08	Yeah. Dark Blade D Mlullen is a Mormon
[2736] 2:23:10	who at times sounds borderline atheistic
[2737] 2:23:12	to me. Oh yeah. Oh yeah. He doesn't
[2738] 2:23:14	believe it. He doesn't believe that
[2739] 2:23:16	stuff.
[2740] 2:23:20	Look, Josh Bowen teaches Sunday school.
[2741] 2:23:23	He teaches Sunday school at an
[2742] 2:23:24	Episcopalian church. He's an atheist. He
[2743] 2:23:27	wrote the atheist handbook to the Bible.
[2744] 2:23:31	He doesn't believe it, but he teaches at
[2745] 2:23:33	a Sunday school.
[2746] 2:23:36	Oh, yeah. People can hold contradictory
[2747] 2:23:38	positions, you know, for convenience,
[2748] 2:23:41	for for money.
[2749] 2:23:47	Look, when I was at when I was at um the
[2750] 2:23:50	University of British Columbia,
[2751] 2:23:52	there was there was a uh a grad student
[2752] 2:23:56	who was finishing up her PhD
[2753] 2:23:59	who saw no problem about lying about,
[2754] 2:24:03	you know, she's a she was practicing
[2755] 2:24:05	Buddhist, practicing Buddhist,
[2756] 2:24:09	but recognized that all the jobs in
[2757] 2:24:12	teaching the Bible
[2758] 2:24:14	were at least the majority of them were
[2759] 2:24:16	in say um confessional seminaries. She
[2760] 2:24:20	had no problem with lying about being a
[2761] 2:24:22	Christian even though she was a
[2762] 2:24:24	practicing Buddhist in order to get work
[2763] 2:24:27	at those places.
[2764] 2:24:41	Mysterious fungus. But Dan goes full
[2765] 2:24:43	Mormon when he gets on on what early
[2766] 2:24:45	Christians believe. Yeah. And he gets
[2767] 2:24:47	goes full secular too when he talks
[2768] 2:24:49	about what Mormons believe today.
[2769] 2:24:54	So,
[2770] 2:24:56	and so you have to take that with a
[2771] 2:24:58	proverbial grain of salt.
[2772] 2:25:06	Okay. So, so I would say that that's um
[2773] 2:25:10	that's the um majority at this point. Uh
[2774] 2:25:14	are those affiliated
[2775] 2:25:17	with say um Protestantism is still the
[2776] 2:25:20	majority,
[2777] 2:25:22	but it doesn't necessarily
[2778] 2:25:25	equate to what they believe.
[2779] 2:25:27	But at this point, like um the largest
[2780] 2:25:29	organizations are very very secular.
[2781] 2:25:33	Very secular.
[2782] 2:25:37	Okay, so the next super chat here
[2783] 2:25:40	it's from M Sharief124 for $20. Thank
[2784] 2:25:43	you for that generous super chat.
[2785] 2:25:46	Uh, isn't the argument for the consensus
[2786] 2:25:48	dating of Daniel that its prophecies are
[2787] 2:25:50	only accurate up to 1140 to which is
[2788] 2:25:53	wrongly predicts that Antiochus IV would
[2789] 2:25:56	die in Jerusalem. What would be your
[2790] 2:25:59	response to this argument?
[2791] 2:26:01	Let's look at uh Daniel 11 here.
[2792] 2:26:13	I think I pretty much know where this is
[2793] 2:26:15	going to go anyway. So, but we're just
[2794] 2:26:16	going to cover our bases with the text
[2795] 2:26:17	here.
[2796] 2:26:25	Okay.
[2797] 2:26:32	Now um the description here is
[2798] 2:26:37	is not specifically of of in chapter 11
[2799] 2:26:41	here is not specifically about Antiochus
[2800] 2:26:43	IV.
[2801] 2:26:45	So that's the first thing we have to
[2802] 2:26:47	note. Um
[2803] 2:26:52	so um and it goes into the description
[2804] 2:26:55	about how he'll plunder many lands.
[2805] 2:26:58	Um
[2806] 2:27:00	at the appointed time he will return in
[2807] 2:27:02	verse 29 into the south and for the last
[2808] 2:27:05	time turn the way before the ships of
[2809] 2:27:07	Kitim will come against him. Therefore
[2810] 2:27:09	he will be disheartened and will return
[2811] 2:27:13	and to become enraged at the holy
[2812] 2:27:15	covenant and take action.
[2813] 2:27:19	And the forces from him will arise
[2814] 2:27:22	desecrate the sanctuary fortress and do
[2815] 2:27:24	away with a regular sacrifice. and they
[2816] 2:27:27	will set up the abomination of
[2817] 2:27:28	desolation.
[2818] 2:27:30	Okay, now
[2819] 2:27:33	notice here it's the that this is the
[2820] 2:27:37	abomination of desolation. This is this
[2821] 2:27:38	is the performing the unholy sacrifice.
[2822] 2:27:47	Now we get to get down a little further
[2823] 2:27:50	down in the text here.
[2824] 2:27:54	Um
[2825] 2:27:57	then the king will do verse 36. Then the
[2826] 2:27:59	king will do as he pleases and he will
[2827] 2:28:00	exalt and magnify himself above every
[2828] 2:28:03	god and will speak monstrous things
[2829] 2:28:05	against the god of gods. They will
[2830] 2:28:06	prosper until the indiga indignation is
[2831] 2:28:09	finished for that which is decreed will
[2832] 2:28:11	be done.
[2833] 2:28:13	He will show no regard to the gods of
[2834] 2:28:15	his fathers or for the desire of women.
[2835] 2:28:18	Nor will he show regard for other any
[2836] 2:28:20	other god. or he will magnify himself
[2837] 2:28:23	above them all. Now, that's not an
[2838] 2:28:25	accurate description of Antigus IV, but
[2839] 2:28:28	it is the accurate description of
[2840] 2:28:30	someone else,
[2841] 2:28:34	but instead he will honor a god of
[2842] 2:28:36	fortresses, a god whom his fathers did
[2843] 2:28:38	not know. He will honor him with gods
[2844] 2:28:41	gold, silver, costly stones, and
[2845] 2:28:42	treasures. And he will take action
[2846] 2:28:45	against the strongest fortresses with
[2847] 2:28:47	the help of a foreign god. He'll give
[2848] 2:28:50	great honor to those who acknowledge him
[2849] 2:28:51	and cause them to rule over many. Okay,
[2850] 2:28:54	so then we get to this text here 40 to
[2851] 2:28:57	45. And at the end time,
[2852] 2:29:02	okay, now we we're talking about
[2853] 2:29:03	Escaton.
[2854] 2:29:05	The king of the south will confide with
[2855] 2:29:07	him. The king of the north will storm
[2856] 2:29:08	against him, chariots with horsemen with
[2857] 2:29:11	many ships, and he will enter countries,
[2858] 2:29:13	overflow them, and pass through. He will
[2859] 2:29:16	also enter the beautiful land and many
[2860] 2:29:19	countries will fall. But these will be
[2861] 2:29:21	rescued out of his hand. Edom, Moab, and
[2862] 2:29:24	most of the sons of Ammon. Then he will
[2863] 2:29:27	stretch out his hand against other
[2864] 2:29:29	countries, and the land of Egypt will
[2865] 2:29:30	not escape.
[2866] 2:29:33	Well, okay. Okay. Now, this is uh
[2867] 2:29:36	Antiochus did not conquer Egypt,
[2868] 2:29:39	but he will gain control over the hidden
[2869] 2:29:41	treasures of gold and silver and over
[2870] 2:29:42	the land of precious things of Egypt,
[2871] 2:29:45	and Libyans and Ethiopians will fall on
[2872] 2:29:46	his heels. But rumors from the east and
[2873] 2:29:48	from the north will disturb him, and he
[2874] 2:29:50	will go forth great wrath to destroy and
[2875] 2:29:52	annihilate many, and he will pitch fence
[2876] 2:29:55	of his royal pavilion between the seas
[2877] 2:29:57	and the beautiful holy mountain. Yet he
[2878] 2:30:00	will come to his end, and no one will
[2879] 2:30:02	help. Okay. So that's the text. Now what
[2880] 2:30:06	we are talking about here is types and
[2881] 2:30:08	antitypes.
[2882] 2:30:10	Okay. This text is not talking
[2883] 2:30:13	exclusively
[2884] 2:30:15	about Antiochus IV. Antigus IV is a kind
[2885] 2:30:21	of of of
[2886] 2:30:24	king of the north as it or uh
[2887] 2:30:27	abomination that makes desolate. Okay.
[2888] 2:30:29	He's a kind of of this kind of of king,
[2889] 2:30:33	okay? But he's he's the archetype. He's
[2890] 2:30:37	not the anti-ype. And this is what we
[2891] 2:30:40	call in in textual circles and fibily
[2892] 2:30:43	where you talk about two kings
[2893] 2:30:46	at the same time, but not necessarily in
[2894] 2:30:48	the same way. Okay?
[2895] 2:30:51	So, you can read part of this text and
[2896] 2:30:54	say, "Oh, well, that applies to Antigos
[2897] 2:30:57	IV." But you continue to read and then
[2898] 2:30:59	you start noticing there's some
[2899] 2:31:00	differences and things that cannot
[2900] 2:31:03	possibly apply to Antigus IV like in the
[2901] 2:31:08	end days. That's he didn't live that
[2902] 2:31:12	long. Okay? You know Christ tells us
[2903] 2:31:15	that the end days begin with the
[2904] 2:31:17	resurrection the crucifixion and
[2905] 2:31:19	resurrection.
[2906] 2:31:20	So Antiochus IV is not living in the end
[2907] 2:31:23	days.
[2908] 2:31:25	So,
[2909] 2:31:29	so here's one of the things. It's it's
[2910] 2:31:31	trying to narrowly interpret a text in a
[2911] 2:31:34	way it wasn't intended to be
[2912] 2:31:35	interpreted. And it's true about like
[2913] 2:31:37	about many prophecies is that whole
[2914] 2:31:40	whole recontextualization
[2915] 2:31:43	um
[2916] 2:31:45	of of the text for particular contexts.
[2917] 2:31:50	Okay.
[2918] 2:31:51	So yeah, it's it's amphibily mama. Yep.
[2919] 2:31:55	Uh that that I believe that's how it's
[2920] 2:31:58	spelled.
[2921] 2:31:59	Um or it's spelled with a Y at the end.
[2922] 2:32:02	I don't remember.
[2923] 2:32:04	But um
[2924] 2:32:07	so there's there's a time here that
[2925] 2:32:11	um and there's going to be many of these
[2926] 2:32:14	of these antichrists that come along,
[2927] 2:32:17	you know, and and they're they're the
[2928] 2:32:19	types they're the types of antichrist.
[2929] 2:32:21	Yeah, the archetype
[2930] 2:32:23	that's
[2931] 2:32:25	um that's the the the archetype is the
[2932] 2:32:29	original um say um parabolic
[2933] 2:32:35	um person here, parabolic prophecy as it
[2934] 2:32:39	were. And that that's going to be a
[2935] 2:32:40	Tigus the 4th. Then you got some types
[2936] 2:32:42	along the way. You're going to get your
[2937] 2:32:44	Nero, you're going to get your uh
[2938] 2:32:46	Vespasians, you're going to get your
[2939] 2:32:48	Tituses, you know, these these Roman
[2940] 2:32:50	emperors there. Some of them are going
[2941] 2:32:52	to be of those of that that that type of
[2942] 2:32:57	antichrist.
[2943] 2:32:58	And then you're going to get the um then
[2944] 2:33:02	you're going to get the antitype. That's
[2945] 2:33:04	going to be the final fulfillment of
[2946] 2:33:06	this. Okay.
[2947] 2:33:08	What's being what's being mentioned here
[2948] 2:33:10	in Daniel 11:40
[2949] 2:33:13	to 45 is the antitype
[2950] 2:33:17	the antitype of the archetype. Okay, so
[2951] 2:33:23	that's how this works
[2952] 2:33:26	is Daniel's not just going to talk about
[2953] 2:33:29	just what's happening in current events
[2954] 2:33:32	or even in the near future. He's got
[2955] 2:33:34	bigger sites going on here.
[2956] 2:33:42	Okay. So, I hope that helps. Um, so
[2957] 2:33:46	that's how I would respond to this is
[2958] 2:33:47	this is clear the text is clearly has
[2959] 2:33:50	delineated that you got something going
[2960] 2:33:53	on with Antiochus, but there you also
[2961] 2:33:55	got something going on with his antitype
[2962] 2:33:58	as well. And I think that that's clear
[2963] 2:34:01	from the text. And um
[2964] 2:34:06	so I hope that helps. Thank you very
[2965] 2:34:09	much for the super chat. Very much
[2966] 2:34:10	appreciated.
