[0] 0:53	[Music]
[934] 1:41:01	night uh thank you for everyone who joined us tonight um i'm glad you turned out
[935] 1:41:09	uh it was great to have you on the channel here again in our uh 17th live stream
[936] 1:41:14	uh i very much very much appreciate everyone who donated a super chat tonight
[937] 1:41:20	uh those super chats really help us sort of make ends meet to continue this
[938] 1:41:25	ministry and this is for us this is this is an academic ministry you know we don't we don't use this very
[939] 1:41:32	often we don't talk about academics being a ministry but it should be it should be
[940] 1:41:37	because it's taking the knowledge scholars and learning men acquire
[941] 1:41:42	and sharing it sharing it for the building of the body of christ
[942] 1:41:49	and that's why we're here that's why we're doing this so with that said
[943] 1:41:54	thank you very much for joining us thank you for all our patreon supporters they really help us
[944] 1:42:01	thank you very much for our regular subscribers and i hope you have a great night thank
[945] 1:42:08	you for watching and i'll see you next time on ancient egypt and the bible
[946] 1:42:13	[Music]
[947] 1:43:11	you
